run_id,block_idx,M_block,g_E_value,cond_logit_term,realized_block_rho,raw_Psi_meanI_state_block,raw_Psi_persistence_I_block
R_E_kp0_7599_ap0_2048_s137,2,0.3309,-16.1144,-3.3001,0.0273,0.0046,0.0132
R_E_kp0_7599_ap0_2048_s137,3,0.0273,-136.9768,-28.0521,0.0006,-0.0006,-0.005
R_E_kp0_7599_ap0_2048_s137,4,0.0006,-147.6059,-30.2289,0.0,0.0,0.0
R_E_kp0_7599_ap0_2048_s137,5,0.0,-147.8415,-30.2771,0.0,0.0,0.0
R_E_kp0_7599_ap0_2048_s137,6,0.0,-147.8415,-30.2771,0.0,0.0,0.0
R_E_kp0_7599_ap0_2048_s137,7,0.0,-147.8415,-30.2771,0.0,0.0,0.0
R_E_kp0_7599_ap0_2048_s137,8,0.0,-147.8415,-30.2771,0.0,0.0,0.0
R_E_kp0_7599_ap0_2048_s137,9,0.0,-147.8415,-30.2771,0.0,0.0,0.0
R_E_kp0_7599_ap0_2048_s137,10,0.0,-147.8415,-30.2771,0.0,0.0,0.0
R_E_kp0_7599_ap0_2048_s137,11,0.0,-147.8415,-30.2771,0.0,0.0,0.0
R_E_kp0_7599_ap0_2048_s137,12,0.0,-147.8415,-30.2771,0.0,0.0,0.0
R_E_kp0_7599_ap0_2048_s137,13,0.0,-147.8415,-30.2771,0.0,0.0,0.0
R_E_kp0_7599_ap0_2048_s137,14,0.0,-147.8415,-30.2771,0.0,0.0,0.0
R_E_kp0_7599_ap0_2048_s137,15,0.0,-147.8415,-30.2771,0.0,0.0,0.0
R_E_kp0_7599_ap0_2048_s256,0,0.3714,0.0,0.0,0.3675,0.0083,0.0739
R_E_kp0_7599_ap0_2048_s256,1,0.3675,-1.575,-0.3226,0.309,0.007,0.0625
R_E_kp0_7599_ap0_2048_s256,2,0.309,-24.8393,-5.087,0.0103,-0.0014,0.0078
R_E_kp0_7599_ap0_2048_s256,3,0.0103,-143.7529,-29.4398,0.0001,-0.0001,-0.0013
R_E_kp0_7599_ap0_2048_s256,4,0.0001,-147.7969,-30.268,0.0,0.0,0.0
R_E_kp0_7599_ap0_2048_s256,5,0.0,-147.8415,-30.2771,0.0,0.0,0.0
R_E_kp0_7599_ap0_2048_s256,6,0.0,-147.8415,-30.2771,0.0,0.0,0.0
R_E_kp0_7599_ap0_2048_s256,7,0.0,-147.8415,-30.2771,0.0,0.0,0.0
R_E_kp0_7599_ap0_2048_s256,8,0.0,-147.8415,-30.2771,0.0,0.0,0.0
R_E_kp0_7599_ap0_2048_s256,9,0.0,-147.8415,-30.2771,0.0,0.0,0.0
R_E_kp0_7599_ap0_2048_s256,10,0.0,-147.8415,-30.2771,0.0,0.0,0.0
R_E_kp0_7599_ap0_2048_s256,11,0.0,-147.8415,-30.2771,0.0,0.0,0.0
R_E_kp0_7599_ap0_2048_s256,12,0.0,-147.8415,-30.2771,0.0,0.0,0.0
R_E_kp0_7599_ap0_2048_s256,13,0.0,-147.8415,-30.2771,0.0,0.0,0.0
R_E_kp0_7599_ap0_2048_s256,14,0.0,-147.8415,-30.2771,0.0,0.0,0.0
R_E_kp0_7599_ap0_2048_s256,15,0.0,-147.8415,-30.2771,0.0,0.0,0.0
R_E_kp0_7599_ap0_2048_s1024,0,0.3714,0.0,0.0,0.3676,0.004,0.0646
R_E_kp0_7599_ap0_2048_s1024,1,0.3676,-1.5368,-0.3147,0.3115,0.0087,0.0741
R_E_kp0_7599_ap0_2048_s1024,2,0.3115,-23.8522,-4.8848,0.0124,-0.003,-0.0113
R_E_kp0_7599_ap0_2048_s1024,3,0.0124,-142.925,-29.2702,0.0,-0.0,-0.0007
R_E_kp0_7599_ap0_2048_s1024,4,0.0,-147.8224,-30.2732,0.0,0.0,0.0
R_E_kp0_7599_ap0_2048_s1024,5,0.0,-147.8415,-30.2771,0.0,0.0,0.0
R_E_kp0_7599_ap0_2048_s1024,6,0.0,-147.8415,-30.2771,0.0,0.0,0.0
R_E_kp0_7599_ap0_2048_s1024,7,0.0,-147.8415,-30.2771,0.0,0.0,0.0
R_E_kp0_7599_ap0_2048_s1024,8,0.0,-147.8415,-30.2771,0.0,0.0,0.0
R_E_kp0_7599_ap0_2048_s1024,9,0.0,-147.8415,-30.2771,0.0,0.0,0.0
R_E_kp0_7599_ap0_2048_s1024,10,0.0,-147.8415,-30.2771,0.0,0.0,0.0
R_E_kp0_7599_ap0_2048_s1024,11,0.0,-147.8415,-30.2771,0.0,0.0,0.0
R_E_kp0_7599_ap0_2048_s1024,12,0.0,-147.8415,-30.2771,0.0,0.0,0.0
R_E_kp0_7599_ap0_2048_s1024,13,0.0,-147.8415,-30.2771,0.0,0.0,0.0
R_E_kp0_7599_ap0_2048_s1024,14,0.0,-147.8415,-30.2771,0.0,0.0,0.0
R_E_kp0_7599_ap0_2048_s1024,15,0.0,-147.8415,-30.2771,0.0,0.0,0.0
R_E_kp0_7599_ap0_2048_s31415,0,0.3714,0.0,0.0,0.3612,0.0028,0.0683
R_E_kp0_7599_ap0_2048_s31415,1,0.3612,-4.0651,-0.8325,0.2131,0.0142,0.0581
R_E_kp0_7599_ap0_2048_s31415,2,0.2131,-63.0252,-12.9072,0.0057,-0.0012,-0.0176
R_E_kp0_7599_ap0_2048_s31415,3,0.0057,-145.5679,-29.8115,0.0,0.0,0.0
R_E_kp0_7599_ap0_2048_s31415,4,0.0,-147.8415,-30.2771,0.0,0.0,0.0
R_E_kp0_7599_ap0_2048_s31415,5,0.0,-147.8415,-30.2771,0.0,0.0,0.0
R_E_kp0_7599_ap0_2048_s31415,6,0.0,-147.8415,-30.2771,0.0,0.0,0.0
R_E_kp0_7599_ap0_2048_s31415,7,0.0,-147.8415,-30.2771,0.0,0.0,0.0
R_E_kp0_7599_ap0_2048_s31415,8,0.0,-147.8415,-30.2771,0.0,0.0,0.0
R_E_kp0_7599_ap0_2048_s31415,9,0.0,-147.8415,-30.2771,0.0,0.0,0.0
R_E_kp0_7599_ap0_2048_s31415,10,0.0,-147.8415,-30.2771,0.0,0.0,0.0
R_E_kp0_7599_ap0_2048_s31415,11,0.0,-147.8415,-30.2771,0.0,0.0,0.0
R_E_kp0_7599_ap0_2048_s31415,12,0.0,-147.8415,-30.2771,0.0,0.0,0.0
R_E_kp0_7599_ap0_2048_s31415,13,0.0,-147.8415,-30.2771,0.0,0.0,0.0
R_E_kp0_7599_ap0_2048_s31415,14,0.0,-147.8415,-30.2771,0.0,0.0,0.0
R_E_kp0_7599_ap0_2048_s31415,15,0.0,-147.8415,-30.2771,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s42,0,0.3714,0.0,0.0,0.3653,0.0072,0.0649
R_E_kp0_7599_ap0_4055_s42,1,0.3653,-2.4539,-0.995,0.1883,0.0134,0.0698
R_E_kp0_7599_ap0_4055_s42,2,0.1883,-72.9091,-29.5621,0.0053,-0.0005,0.008
R_E_kp0_7599_ap0_4055_s42,3,0.0053,-145.7144,-59.0821,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s42,4,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s42,5,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s42,6,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s42,7,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s42,8,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s42,9,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s42,10,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s42,11,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s42,12,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s42,13,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s42,14,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s42,15,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s137,0,0.3714,0.0,0.0,0.3689,0.0074,0.0627
R_E_kp0_7599_ap0_4055_s137,1,0.3689,-1.0146,-0.4114,0.2917,0.0076,0.058
R_E_kp0_7599_ap0_4055_s137,2,0.2917,-31.7365,-12.868,0.0085,0.0022,0.008
R_E_kp0_7599_ap0_4055_s137,3,0.0085,-144.4725,-58.5786,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s137,4,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s137,5,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s137,6,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s137,7,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s137,8,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s137,9,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s137,10,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s137,11,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s137,12,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s137,13,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s137,14,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s137,15,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s256,0,0.3714,0.0,0.0,0.3675,0.0083,0.0739
R_E_kp0_7599_ap0_4055_s256,1,0.3675,-1.575,-0.6386,0.2472,0.0113,0.0666
R_E_kp0_7599_ap0_4055_s256,2,0.2472,-49.441,-20.0466,0.0063,-0.0003,0.0063
R_E_kp0_7599_ap0_4055_s256,3,0.0063,-145.345,-58.9323,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s256,4,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s256,5,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s256,6,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s256,7,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s256,8,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s256,9,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s256,10,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s256,11,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s256,12,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s256,13,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s256,14,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s256,15,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s1024,0,0.3714,0.0,0.0,0.3676,0.004,0.0646
R_E_kp0_7599_ap0_4055_s1024,1,0.3676,-1.5368,-0.6231,0.252,0.0109,0.0731
R_E_kp0_7599_ap0_4055_s1024,2,0.252,-47.556,-19.2823,0.0072,0.0007,0.0058
R_E_kp0_7599_ap0_4055_s1024,3,0.0072,-144.9948,-58.7903,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s1024,4,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s1024,5,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s1024,6,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s1024,7,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s1024,8,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s1024,9,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s1024,10,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s1024,11,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s1024,12,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s1024,13,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s1024,14,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s1024,15,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s31415,0,0.3714,0.0,0.0,0.3612,0.0028,0.0683
R_E_kp0_7599_ap0_4055_s31415,1,0.3612,-4.0651,-1.6483,0.1055,0.0083,0.0284
R_E_kp0_7599_ap0_4055_s31415,2,0.1055,-105.8664,-42.9251,0.0028,-0.0015,-0.0124
R_E_kp0_7599_ap0_4055_s31415,3,0.0028,-146.7334,-59.4953,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s31415,4,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s31415,5,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s31415,6,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s31415,7,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s31415,8,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s31415,9,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s31415,10,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s31415,11,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s31415,12,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s31415,13,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s31415,14,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_kp0_7599_ap0_4055_s31415,15,0.0,-147.8415,-59.9446,0.0,0.0,0.0
R_E_km0_7599_ap0_0000_s42,0,0.4187,0.0,0.0,0.4221,0.0045,-0.034
R_E_km0_7599_ap0_0000_s42,1,0.4221,1.9429,0.0,0.4184,0.001,-0.056
R_E_km0_7599_ap0_0000_s42,2,0.4184,-0.1719,-0.0,0.4173,0.0048,-0.0344
R_E_km0_7599_ap0_0000_s42,3,0.4173,-0.8127,-0.0,0.4192,0.0038,-0.058
R_E_km0_7599_ap0_0000_s42,4,0.4192,0.2859,0.0,0.4188,0.0067,-0.05
R_E_km0_7599_ap0_0000_s42,5,0.4188,0.0661,0.0,0.4203,0.0054,-0.0508
R_E_km0_7599_ap0_0000_s42,6,0.4203,0.9084,0.0,0.4182,0.0032,-0.0525
R_E_km0_7599_ap0_0000_s42,7,0.4182,-0.2817,-0.0,0.4191,0.0054,-0.0531
R_E_km0_7599_ap0_0000_s42,8,0.4191,0.1943,0.0,0.4171,0.0029,-0.0372
R_E_km0_7599_ap0_0000_s42,9,0.4171,-0.9317,-0.0,0.419,0.0061,-0.0303
R_E_km0_7599_ap0_0000_s42,10,0.419,0.1577,0.0,0.4201,0.0071,-0.0444
R_E_km0_7599_ap0_0000_s42,11,0.4201,0.8077,0.0,0.4165,0.0034,-0.0506
R_E_km0_7599_ap0_0000_s42,12,0.4165,-1.2613,-0.0,0.4193,0.0024,-0.0451
R_E_km0_7599_ap0_0000_s42,13,0.4193,0.3408,0.0,0.4181,-0.0002,-0.0565
R_E_km0_7599_ap0_0000_s42,14,0.4181,-0.3641,-0.0,0.4177,0.0036,-0.0399
R_E_km0_7599_ap0_0000_s42,15,0.4177,-0.6022,-0.0,0.4202,0.001,-0.0351
R_E_km0_7599_ap0_0000_s137,0,0.4187,0.0,0.0,0.4245,0.0057,-0.04
R_E_km0_7599_ap0_0000_s137,1,0.4245,3.3253,0.0,0.4174,0.0019,-0.0501
R_E_km0_7599_ap0_0000_s137,2,0.4174,-0.7761,-0.0,0.4169,0.0052,-0.0576
R_E_km0_7599_ap0_0000_s137,3,0.4169,-1.0507,-0.0,0.419,0.0049,-0.0421
R_E_km0_7599_ap0_0000_s137,4,0.419,0.1668,0.0,0.4197,0.0065,-0.0484
R_E_km0_7599_ap0_0000_s137,5,0.4197,0.5422,0.0,0.4171,0.0069,-0.0384
R_E_km0_7599_ap0_0000_s137,6,0.4171,-0.9134,-0.0,0.4175,0.0036,-0.0509
R_E_km0_7599_ap0_0000_s137,7,0.4175,-0.7029,-0.0,0.4189,0.0031,-0.04
R_E_km0_7599_ap0_0000_s137,8,0.4189,0.0936,0.0,0.418,0.0033,-0.049
R_E_km0_7599_ap0_0000_s137,9,0.418,-0.4191,-0.0,0.4185,0.0077,-0.0335
R_E_km0_7599_ap0_0000_s137,10,0.4185,-0.1353,-0.0,0.4189,0.0017,-0.0349
R_E_km0_7599_ap0_0000_s137,11,0.4189,0.1211,0.0,0.4188,0.0056,-0.035
R_E_km0_7599_ap0_0000_s137,12,0.4188,0.0661,0.0,0.4182,0.0016,-0.0446
R_E_km0_7599_ap0_0000_s137,13,0.4182,-0.3275,-0.0,0.4174,0.0044,-0.0446
R_E_km0_7599_ap0_0000_s137,14,0.4174,-0.7395,-0.0,0.4193,0.0047,-0.0408
R_E_km0_7599_ap0_0000_s137,15,0.4193,0.3316,0.0,0.418,0.0024,-0.0214
R_E_km0_7599_ap0_0000_s256,0,0.4187,0.0,0.0,0.4239,0.0072,-0.0438
R_E_km0_7599_ap0_0000_s256,1,0.4239,2.9682,0.0,0.4193,0.002,-0.0523
R_E_km0_7599_ap0_0000_s256,2,0.4193,0.3225,0.0,0.4195,0.003,-0.0464
R_E_km0_7599_ap0_0000_s256,3,0.4195,0.4232,0.0,0.4207,0.0056,-0.037
R_E_km0_7599_ap0_0000_s256,4,0.4207,1.1373,0.0,0.4181,0.0064,-0.0312
R_E_km0_7599_ap0_0000_s256,5,0.4181,-0.3641,-0.0,0.4149,0.0051,-0.0568
R_E_km0_7599_ap0_0000_s256,6,0.4149,-2.2134,-0.0,0.4178,-0.001,-0.0466
R_E_km0_7599_ap0_0000_s256,7,0.4178,-0.5381,-0.0,0.4208,0.0045,-0.0443
R_E_km0_7599_ap0_0000_s256,8,0.4208,1.183,0.0,0.4199,0.0076,-0.0487
R_E_km0_7599_ap0_0000_s256,9,0.4199,0.6612,0.0,0.4203,0.0015,-0.0307
R_E_km0_7599_ap0_0000_s256,10,0.4203,0.9084,0.0,0.4172,0.0022,-0.0478
R_E_km0_7599_ap0_0000_s256,11,0.4172,-0.8951,-0.0,0.4184,0.0031,-0.0454
R_E_km0_7599_ap0_0000_s256,12,0.4184,-0.2085,-0.0,0.418,0.0039,-0.044
R_E_km0_7599_ap0_0000_s256,13,0.418,-0.4191,-0.0,0.4171,0.0103,-0.0396
R_E_km0_7599_ap0_0000_s256,14,0.4171,-0.9317,-0.0,0.419,0.0015,-0.0197
R_E_km0_7599_ap0_0000_s256,15,0.419,0.1668,0.0,0.418,0.0045,-0.0449
R_E_km0_7599_ap0_0000_s1024,0,0.4187,0.0,0.0,0.424,0.0024,-0.0487
R_E_km0_7599_ap0_0000_s1024,1,0.424,2.9957,0.0,0.4197,0.0042,-0.0521
R_E_km0_7599_ap0_0000_s1024,2,0.4197,0.5697,0.0,0.4164,0.0059,-0.038
R_E_km0_7599_ap0_0000_s1024,3,0.4164,-1.3437,-0.0,0.4189,0.0053,-0.0397
R_E_km0_7599_ap0_0000_s1024,4,0.4189,0.0845,0.0,0.4196,0.0059,-0.0398
R_E_km0_7599_ap0_0000_s1024,5,0.4196,0.5056,0.0,0.4195,0.0042,-0.0467
R_E_km0_7599_ap0_0000_s1024,6,0.4195,0.4323,0.0,0.4221,0.0018,-0.0434
R_E_km0_7599_ap0_0000_s1024,7,0.4221,1.9063,0.0,0.416,0.0044,-0.0363
R_E_km0_7599_ap0_0000_s1024,8,0.416,-1.5451,-0.0,0.4153,0.004,-0.035
R_E_km0_7599_ap0_0000_s1024,9,0.4153,-1.9388,-0.0,0.4184,0.0008,-0.0461
R_E_km0_7599_ap0_0000_s1024,10,0.4184,-0.2085,-0.0,0.4187,0.0056,-0.0421
R_E_km0_7599_ap0_0000_s1024,11,0.4187,-0.0162,-0.0,0.4188,0.0058,-0.0426
R_E_km0_7599_ap0_0000_s1024,12,0.4188,0.057,0.0,0.4182,0.004,-0.0568
R_E_km0_7599_ap0_0000_s1024,13,0.4182,-0.2909,-0.0,0.4204,0.0032,-0.0717
R_E_km0_7599_ap0_0000_s1024,14,0.4204,0.945,0.0,0.4204,0.0035,-0.0377
R_E_km0_7599_ap0_0000_s1024,15,0.4204,0.9725,0.0,0.419,0.0058,-0.0352
R_E_km0_7599_ap0_0000_s31415,0,0.4187,0.0,0.0,0.4184,0.0001,-0.0336
R_E_km0_7599_ap0_0000_s31415,1,0.4184,-0.1719,-0.0,0.4172,0.0049,-0.0337
R_E_km0_7599_ap0_0000_s31415,2,0.4172,-0.886,-0.0,0.4187,0.0051,-0.051
R_E_km0_7599_ap0_0000_s31415,3,0.4187,-0.0071,-0.0,0.4186,0.0002,-0.0476
R_E_km0_7599_ap0_0000_s31415,4,0.4186,-0.0712,-0.0,0.4174,0.0048,-0.0617
R_E_km0_7599_ap0_0000_s31415,5,0.4174,-0.7761,-0.0,0.4172,0.0045,-0.0434
R_E_km0_7599_ap0_0000_s31415,6,0.4172,-0.886,-0.0,0.4181,0.0062,-0.043
R_E_km0_7599_ap0_0000_s31415,7,0.4181,-0.3824,-0.0,0.4178,0.0018,-0.0602
R_E_km0_7599_ap0_0000_s31415,8,0.4178,-0.5381,-0.0,0.4178,0.0073,-0.0441
R_E_km0_7599_ap0_0000_s31415,9,0.4178,-0.5564,-0.0,0.4164,0.0039,-0.0485
R_E_km0_7599_ap0_0000_s31415,10,0.4164,-1.3254,-0.0,0.4193,0.003,-0.0419
R_E_km0_7599_ap0_0000_s31415,11,0.4193,0.3499,0.0,0.4169,0.0063,-0.0451
R_E_km0_7599_ap0_0000_s31415,12,0.4169,-1.0416,-0.0,0.4179,0.0014,-0.0306
R_E_km0_7599_ap0_0000_s31415,13,0.4179,-0.4648,-0.0,0.4188,-0.0014,-0.0459
R_E_km0_7599_ap0_0000_s31415,14,0.4188,0.0112,0.0,0.4177,0.0042,-0.0468
R_E_km0_7599_ap0_0000_s31415,15,0.4177,-0.6113,-0.0,0.4223,0.003,-0.0563
R_E_km0_7599_am0_0524_s42,0,0.4187,0.0,-0.0,0.4221,0.0045,-0.034
R_E_km0_7599_am0_0524_s42,1,0.4221,1.9429,-0.1017,0.4066,-0.0006,-0.0584
R_E_km0_7599_am0_0524_s42,2,0.4066,-6.9282,0.3628,0.4568,0.0064,-0.0316
R_E_km0_7599_am0_0524_s42,3,0.4568,21.7631,-1.1397,0.2808,-0.0061,-0.0584
R_E_km0_7599_am0_0524_s42,4,0.2808,-78.931,4.1335,0.6241,0.004,-0.0048
R_E_km0_7599_am0_0524_s42,5,0.6241,117.5136,-6.1539,0.0204,-0.0006,-0.0061
R_E_km0_7599_am0_0524_s42,6,0.0204,-227.9168,11.9355,0.6337,-0.0007,-0.0134
R_E_km0_7599_am0_0524_s42,7,0.6337,122.979,-6.4402,0.0202,-0.0003,-0.0006
R_E_km0_7599_am0_0524_s42,8,0.0202,-228.0175,11.9408,0.6347,-0.002,-0.0028
R_E_km0_7599_am0_0524_s42,9,0.6347,123.5741,-6.4713,0.0199,-0.0021,0.0006
R_E_km0_7599_am0_0524_s42,10,0.0199,-228.2281,11.9518,0.6353,0.0042,0.0097
R_E_km0_7599_am0_0524_s42,11,0.6353,123.9036,-6.4886,0.0204,-0.0036,-0.0001
R_E_km0_7599_am0_0524_s42,12,0.0204,-227.9168,11.9355,0.6349,-0.0034,0.0101
R_E_km0_7599_am0_0524_s42,13,0.6349,123.6656,-6.4761,0.0189,-0.0041,-0.0118
R_E_km0_7599_am0_0524_s42,14,0.0189,-228.7773,11.9806,0.6341,0.0024,-0.0068
R_E_km0_7599_am0_0524_s42,15,0.6341,123.2536,-6.4545,0.0209,0.0006,0.0073
R_E_km0_7599_am0_0524_s137,0,0.4187,0.0,-0.0,0.4245,0.0057,-0.04
R_E_km0_7599_am0_0524_s137,1,0.4245,3.3253,-0.1741,0.3966,-0.0014,-0.0548
R_E_km0_7599_am0_0524_s137,2,0.3966,-12.6682,0.6634,0.4868,0.0098,-0.0371
R_E_km0_7599_am0_0524_s137,3,0.4868,38.9559,-2.04,0.1774,-0.0039,-0.0378
R_E_km0_7599_am0_0524_s137,4,0.1774,-138.0621,7.23,0.6324,0.0058,-0.0129
R_E_km0_7599_am0_0524_s137,5,0.6324,122.2283,-6.4009,0.0208,-0.0004,0.0168
R_E_km0_7599_am0_0524_s137,6,0.0208,-227.6788,11.9231,0.6333,0.0007,-0.0091
R_E_km0_7599_am0_0524_s137,7,0.6333,122.7501,-6.4282,0.0185,-0.0024,-0.0047
R_E_km0_7599_am0_0524_s137,8,0.0185,-228.9879,11.9916,0.6342,0.0008,-0.0118
R_E_km0_7599_am0_0524_s137,9,0.6342,123.2628,-6.455,0.0207,-0.004,-0.0051
R_E_km0_7599_am0_0524_s137,10,0.0207,-227.7245,11.9255,0.6337,-0.0037,0.0031
R_E_km0_7599_am0_0524_s137,11,0.6337,122.9973,-6.4411,0.0188,0.002,0.0053
R_E_km0_7599_am0_0524_s137,12,0.0188,-228.814,11.9825,0.6354,0.0004,0.002
R_E_km0_7599_am0_0524_s137,13,0.6354,123.9677,-6.4919,0.0199,-0.0039,-0.009
R_E_km0_7599_am0_0524_s137,14,0.0199,-228.2097,11.9509,0.635,0.0037,0.0112
R_E_km0_7599_am0_0524_s137,15,0.635,123.7572,-6.4809,0.0205,-0.0023,-0.0037
R_E_km0_7599_am0_0524_s256,0,0.4187,0.0,-0.0,0.4239,0.0072,-0.0438
R_E_km0_7599_am0_0524_s256,1,0.4239,2.9682,-0.1554,0.4013,0.0007,-0.0546
R_E_km0_7599_am0_0524_s256,2,0.4013,-9.9767,0.5225,0.4759,0.0088,-0.0426
R_E_km0_7599_am0_0524_s256,3,0.4759,32.6848,-1.7116,0.211,-0.0085,-0.0384
R_E_km0_7599_am0_0524_s256,4,0.211,-118.846,6.2237,0.6307,0.0037,0.0117
R_E_km0_7599_am0_0524_s256,5,0.6307,121.267,-6.3505,0.0201,-0.0009,-0.0031
R_E_km0_7599_am0_0524_s256,6,0.0201,-228.0633,11.9432,0.6336,-0.005,0.0063
R_E_km0_7599_am0_0524_s256,7,0.6336,122.9332,-6.4378,0.0212,0.0054,0.018
R_E_km0_7599_am0_0524_s256,8,0.0212,-227.4499,11.9111,0.6342,0.0011,-0.0097
R_E_km0_7599_am0_0524_s256,9,0.6342,123.2811,-6.456,0.02,0.002,-0.0124
R_E_km0_7599_am0_0524_s256,10,0.02,-228.1731,11.949,0.6332,-0.0053,-0.0085
R_E_km0_7599_am0_0524_s256,11,0.6332,122.741,-6.4277,0.0201,0.0012,0.0055
