Lambda_anchor,kappa,target_c,s_Lambda,theta_turnover,effective_persistence,realized_delta_p,seed,window_start,Psi_meanI_state,Psi_meanI_state_z,Psi_persistence_I,Psi_persistence_I_z,relative_drift,rho_cv,rho_range_over_mean,mean_rho,Steady_State_Candidate,Lifted_Activation_Candidate,mean_active_state_variance,persistence_std,extinction_degenerate,saturation_degenerate,LowLow_Nondegenerate_Candidate,q_mean,q_var,mean_abs_perturbation,realized_churn_rate
0.4,-0.7599,-0.35,0.4,0.2,0.32,-0.35,137,75,0.0114,12.3099,-0.0482,-4.7296,0.0031,0.0289,0.1138,0.3936,True,True,0.2385,0.0433,False,False,False,0.3936,0.0309,0.0605,0.6792
0.4,-0.7599,-0.35,0.4,0.2,0.32,-0.35,137,100,0.0113,11.6467,-0.0426,-4.1199,0.0024,0.0273,0.1139,0.3933,True,True,0.2385,0.0427,False,False,False,0.3933,0.0309,0.0606,0.6803
0.4,-0.7599,-0.35,0.4,0.2,0.32,-0.35,256,0,0.0093,9.9263,-0.039,-3.8349,0.0316,0.0876,1.1019,0.3931,False,True,0.2374,0.0421,False,False,False,0.3931,0.0308,0.0611,0.6799
0.4,-0.7599,-0.35,0.4,0.2,0.32,-0.35,256,25,0.0091,9.4846,-0.0319,-3.3615,0.0093,0.0266,0.1155,0.3947,True,True,0.2388,0.0423,False,False,False,0.3947,0.0309,0.0603,0.6791
0.4,-0.7599,-0.35,0.4,0.2,0.32,-0.35,256,50,0.0101,10.2484,-0.0316,-3.2812,0.0172,0.0271,0.1159,0.3936,True,True,0.2386,0.0425,False,False,False,0.3936,0.031,0.0606,0.6806
0.4,-0.7599,-0.35,0.4,0.2,0.32,-0.35,256,75,0.009,8.8884,-0.0419,-3.9043,0.0133,0.0289,0.1384,0.393,True,True,0.2384,0.0434,False,False,False,0.393,0.0309,0.0606,0.6806
0.4,-0.7599,-0.35,0.4,0.2,0.32,-0.35,256,100,0.0086,7.9031,-0.0513,-4.8093,0.0014,0.0289,0.1386,0.3926,True,True,0.2383,0.0443,False,False,False,0.3926,0.0308,0.0607,0.6808
0.4,-0.7599,-0.35,0.4,0.2,0.32,-0.35,1024,0,0.0093,9.5759,-0.0373,-3.7558,0.0193,0.0874,1.1072,0.392,False,True,0.2372,0.0433,False,False,False,0.392,0.0308,0.0613,0.681
0.4,-0.7599,-0.35,0.4,0.2,0.32,-0.35,1024,25,0.0105,10.5567,-0.0383,-3.6612,0.0015,0.0254,0.1259,0.3939,True,True,0.2386,0.0436,False,False,False,0.3939,0.031,0.0605,0.6807
0.4,-0.7599,-0.35,0.4,0.2,0.32,-0.35,1024,50,0.0099,9.9914,-0.0381,-3.7896,0.01,0.0247,0.1158,0.3937,True,True,0.2386,0.0437,False,False,False,0.3937,0.0308,0.0604,0.6803
0.4,-0.7599,-0.35,0.4,0.2,0.32,-0.35,1024,75,0.0099,10.213,-0.05,-4.7181,0.0077,0.0262,0.1235,0.3951,True,True,0.2389,0.0434,False,False,False,0.3951,0.0309,0.0602,0.6792
0.4,-0.7599,-0.35,0.4,0.2,0.32,-0.35,1024,100,0.0103,10.9564,-0.0525,-5.2214,0.0113,0.0264,0.1237,0.3946,True,True,0.2388,0.044,False,False,False,0.3946,0.0309,0.0603,0.6792
0.4,-0.7599,-0.35,0.4,0.2,0.32,-0.35,31415,0,0.0087,8.6667,-0.0384,-3.892,0.0363,0.0879,1.1072,0.3909,False,True,0.2369,0.0428,False,False,False,0.3909,0.0305,0.0614,0.6807
0.4,-0.7599,-0.35,0.4,0.2,0.32,-0.35,31415,25,0.0102,10.2924,-0.0419,-3.7417,0.0009,0.0219,0.0966,0.3933,True,True,0.2385,0.0434,False,False,False,0.3933,0.031,0.0606,0.6815
0.4,-0.7599,-0.35,0.4,0.2,0.32,-0.35,31415,50,0.0104,10.7559,-0.0531,-5.5646,0.0098,0.0246,0.1273,0.3929,True,True,0.2384,0.0443,False,False,False,0.3929,0.0311,0.0607,0.6818
0.4,-0.7599,-0.35,0.4,0.2,0.32,-0.35,31415,75,0.0099,10.3785,-0.051,-5.2583,0.0032,0.0267,0.1273,0.3927,True,True,0.2384,0.0445,False,False,False,0.3927,0.0312,0.0608,0.6813
0.4,-0.7599,-0.35,0.4,0.2,0.32,-0.35,31415,100,0.0097,10.4513,-0.0484,-4.6328,0.0061,0.0281,0.1272,0.393,True,True,0.2384,0.0436,False,False,False,0.393,0.0311,0.0607,0.6811
0.4,-0.7599,-0.35,0.4,0.35,0.26,-0.35,42,0,0.0134,14.1858,-0.0455,-4.4675,0.032,0.0868,1.1062,0.3757,False,True,0.2335,0.041,False,False,False,0.3757,0.0305,0.0645,0.7383
0.4,-0.7599,-0.35,0.4,0.35,0.26,-0.35,42,25,0.0143,14.9212,-0.0284,-2.9168,0.0023,0.0266,0.1239,0.3778,True,True,0.235,0.0407,False,False,False,0.3778,0.0308,0.0637,0.7358
0.4,-0.7599,-0.35,0.4,0.35,0.26,-0.35,42,50,0.0156,16.9832,-0.0306,-3.1747,0.0013,0.0288,0.1238,0.3781,True,True,0.235,0.0407,False,False,False,0.3781,0.0309,0.0637,0.7358
0.4,-0.7599,-0.35,0.4,0.35,0.26,-0.35,42,75,0.0153,15.9603,-0.0455,-4.6061,0.0087,0.0285,0.1016,0.3779,True,True,0.235,0.0412,False,False,False,0.3779,0.031,0.0637,0.7357
0.4,-0.7599,-0.35,0.4,0.35,0.26,-0.35,42,100,0.0164,15.8912,-0.0448,-4.4945,0.0018,0.0291,0.1165,0.3778,True,True,0.235,0.0406,False,False,False,0.3778,0.031,0.0638,0.7383
0.4,-0.7599,-0.35,0.4,0.35,0.26,-0.35,137,0,0.0155,16.6444,-0.0482,-4.9569,0.0206,0.0888,1.1002,0.3756,False,True,0.2334,0.0397,False,False,False,0.3756,0.0308,0.0648,0.7401
0.4,-0.7599,-0.35,0.4,0.35,0.26,-0.35,137,25,0.0156,16.7659,-0.0398,-4.185,0.0033,0.029,0.1253,0.3766,True,True,0.2347,0.0406,False,False,False,0.3766,0.0309,0.064,0.741
0.4,-0.7599,-0.35,0.4,0.35,0.26,-0.35,137,50,0.016,15.5783,-0.0455,-4.4524,0.0018,0.0315,0.1488,0.3763,True,True,0.2346,0.041,False,False,False,0.3763,0.0309,0.0641,0.741
0.4,-0.7599,-0.35,0.4,0.35,0.26,-0.35,137,75,0.0163,16.6175,-0.04,-3.9402,0.0005,0.0314,0.1487,0.3767,True,True,0.2346,0.0404,False,False,False,0.3767,0.0309,0.064,0.741
0.4,-0.7599,-0.35,0.4,0.35,0.26,-0.35,137,100,0.0161,16.8837,-0.0382,-3.5016,0.0043,0.0309,0.1487,0.3766,True,True,0.2346,0.0395,False,False,False,0.3766,0.031,0.0641,0.7409
0.4,-0.7599,-0.35,0.4,0.35,0.26,-0.35,256,0,0.0147,16.273,-0.0421,-4.1377,0.0271,0.0888,1.1266,0.3767,False,True,0.2337,0.0394,False,False,False,0.3767,0.0309,0.0645,0.7403
0.4,-0.7599,-0.35,0.4,0.35,0.26,-0.35,256,25,0.0149,15.4567,-0.0298,-2.8772,0.0083,0.0266,0.127,0.3781,True,True,0.235,0.0395,False,False,False,0.3781,0.031,0.0638,0.7405
0.4,-0.7599,-0.35,0.4,0.35,0.26,-0.35,256,50,0.0159,15.8472,-0.035,-3.4715,0.0109,0.0273,0.1272,0.3773,True,True,0.2348,0.0396,False,False,False,0.3773,0.0311,0.064,0.7408
0.4,-0.7599,-0.35,0.4,0.35,0.26,-0.35,256,75,0.0143,14.7534,-0.0362,-3.2014,0.0119,0.0286,0.1476,0.3767,True,True,0.2347,0.0401,False,False,False,0.3767,0.0309,0.064,0.7406
0.4,-0.7599,-0.35,0.4,0.35,0.26,-0.35,256,100,0.0143,13.8116,-0.0455,-4.3505,0.0016,0.0286,0.1477,0.3765,True,True,0.2346,0.0407,False,False,False,0.3765,0.0309,0.064,0.7405
0.4,-0.7599,-0.35,0.4,0.35,0.26,-0.35,1024,0,0.0139,13.38,-0.0328,-3.3249,0.0167,0.0893,1.1456,0.3757,False,True,0.2334,0.0408,False,False,False,0.3757,0.0307,0.0646,0.7408
0.4,-0.7599,-0.35,0.4,0.35,0.26,-0.35,1024,25,0.0143,14.9081,-0.0412,-3.9016,0.0012,0.0261,0.1145,0.3774,True,True,0.2349,0.041,False,False,False,0.3774,0.0309,0.0638,0.7404
0.4,-0.7599,-0.35,0.4,0.35,0.26,-0.35,1024,50,0.0136,14.0329,-0.0415,-4.1032,0.0113,0.0265,0.1273,0.377,True,True,0.2348,0.0409,False,False,False,0.377,0.0307,0.0637,0.7407
0.4,-0.7599,-0.35,0.4,0.35,0.26,-0.35,1024,75,0.0134,13.276,-0.0493,-4.9033,0.0059,0.0283,0.1459,0.3782,True,True,0.2351,0.0403,False,False,False,0.3782,0.0308,0.0635,0.7395
0.4,-0.7599,-0.35,0.4,0.35,0.26,-0.35,1024,100,0.0141,13.7757,-0.0533,-5.0368,0.0125,0.0286,0.1461,0.3777,True,True,0.2349,0.0408,False,False,False,0.3777,0.0308,0.0637,0.7395
0.4,-0.7599,-0.35,0.4,0.35,0.26,-0.35,31415,0,0.0129,12.7657,-0.0384,-3.8854,0.0361,0.0905,1.1389,0.3747,False,True,0.2332,0.0403,False,False,False,0.3747,0.0305,0.0647,0.7398
0.4,-0.7599,-0.35,0.4,0.35,0.26,-0.35,31415,25,0.0146,15.0322,-0.0474,-4.3974,0.0064,0.0242,0.1241,0.377,True,True,0.2348,0.0404,False,False,False,0.377,0.0309,0.0638,0.7408
0.4,-0.7599,-0.35,0.4,0.35,0.26,-0.35,31415,50,0.0149,15.3006,-0.0527,-5.3995,0.0098,0.0254,0.1135,0.377,True,True,0.2348,0.0411,False,False,False,0.377,0.031,0.0639,0.7399
0.4,-0.7599,-0.35,0.4,0.35,0.26,-0.35,31415,75,0.0148,15.5005,-0.0536,-5.3045,0.0018,0.0278,0.1306,0.3768,True,True,0.2347,0.041,False,False,False,0.3768,0.0311,0.064,0.7397
0.4,-0.7599,-0.35,0.4,0.35,0.26,-0.35,31415,100,0.0146,15.9253,-0.0513,-4.9496,0.0033,0.0296,0.1305,0.377,True,True,0.2347,0.04,False,False,False,0.377,0.0311,0.0639,0.7403
0.4,-0.7599,-0.35,0.4,0.5,0.2,-0.35,42,0,0.0185,19.7073,-0.0457,-4.4857,0.028,0.0889,1.1338,0.3606,False,True,0.2295,0.0379,False,False,False,0.3606,0.0305,0.0679,0.7991
0.4,-0.7599,-0.35,0.4,0.5,0.2,-0.35,42,25,0.0202,20.7163,-0.0264,-2.6017,0.0032,0.0269,0.1413,0.3623,True,True,0.2309,0.0374,False,False,False,0.3623,0.0309,0.0672,0.7979
0.4,-0.7599,-0.35,0.4,0.5,0.2,-0.35,42,50,0.0207,21.2992,-0.0297,-3.1778,0.0017,0.0283,0.1412,0.3627,True,True,0.231,0.0378,False,False,False,0.3627,0.031,0.0672,0.7973
0.4,-0.7599,-0.35,0.4,0.5,0.2,-0.35,42,75,0.0203,21.3003,-0.0437,-4.3435,0.0088,0.0294,0.1247,0.3624,True,True,0.231,0.0381,False,False,False,0.3624,0.031,0.0672,0.797
0.4,-0.7599,-0.35,0.4,0.5,0.2,-0.35,42,100,0.0215,20.5592,-0.0416,-3.9339,0.0006,0.0301,0.1247,0.3624,True,True,0.231,0.0373,False,False,False,0.3624,0.0311,0.0673,0.7997
0.4,-0.7599,-0.35,0.4,0.5,0.2,-0.35,137,0,0.0209,21.9252,-0.0459,-4.6831,0.023,0.0913,1.1317,0.3612,False,True,0.2297,0.0369,False,False,False,0.3612,0.0308,0.068,0.7987
0.4,-0.7599,-0.35,0.4,0.5,0.2,-0.35,137,25,0.0206,21.9672,-0.0387,-4.2268,0.0062,0.032,0.137,0.3621,True,True,0.2309,0.0376,False,False,False,0.3621,0.0309,0.0673,0.799
0.4,-0.7599,-0.35,0.4,0.5,0.2,-0.35,137,50,0.0212,21.0351,-0.0436,-4.2892,0.0047,0.0339,0.1426,0.3618,True,True,0.2308,0.0375,False,False,False,0.3618,0.0308,0.0673,0.7997
0.4,-0.7599,-0.35,0.4,0.5,0.2,-0.35,137,75,0.0212,21.1216,-0.0374,-3.5597,0.0038,0.0345,0.1548,0.3617,True,True,0.2307,0.037,False,False,False,0.3617,0.0309,0.0674,0.8013
0.4,-0.7599,-0.35,0.4,0.5,0.2,-0.35,137,100,0.0213,21.6159,-0.0369,-3.4892,0.0043,0.0335,0.1549,0.3615,True,True,0.2307,0.0365,False,False,False,0.3615,0.031,0.0675,0.8013
0.4,-0.7599,-0.35,0.4,0.5,0.2,-0.35,256,0,0.0209,21.1945,-0.0414,-4.1947,0.0274,0.0907,1.1522,0.3617,False,True,0.2298,0.0364,False,False,False,0.3617,0.031,0.068,0.8
0.4,-0.7599,-0.35,0.4,0.5,0.2,-0.35,256,25,0.0207,21.0442,-0.0366,-3.4705,0.0073,0.0275,0.1454,0.3631,True,True,0.2312,0.0367,False,False,False,0.3631,0.0311,0.0672,0.7993
0.4,-0.7599,-0.35,0.4,0.5,0.2,-0.35,256,50,0.0213,21.6504,-0.0384,-3.6681,0.0106,0.0281,0.1457,0.3625,True,True,0.231,0.037,False,False,False,0.3625,0.0312,0.0674,0.8001
0.4,-0.7599,-0.35,0.4,0.5,0.2,-0.35,256,75,0.0195,20.2569,-0.0361,-3.3701,0.013,0.0303,0.1636,0.3619,True,True,0.2308,0.037,False,False,False,0.3619,0.0309,0.0674,0.8
0.4,-0.7599,-0.35,0.4,0.5,0.2,-0.35,256,100,0.0197,18.4556,-0.0411,-3.894,0.0024,0.0313,0.1637,0.3617,True,True,0.2308,0.0376,False,False,False,0.3617,0.031,0.0674,0.8001
0.4,-0.7599,-0.35,0.4,0.5,0.2,-0.35,1024,0,0.0197,19.7868,-0.0351,-3.5534,0.0169,0.0911,1.1715,0.3612,False,True,0.2297,0.0372,False,False,False,0.3612,0.0307,0.0679,0.7999
0.4,-0.7599,-0.35,0.4,0.5,0.2,-0.35,1024,25,0.0197,19.8449,-0.0443,-4.3604,0.0008,0.027,0.1235,0.3626,True,True,0.231,0.0377,False,False,False,0.3626,0.0309,0.0671,0.7993
0.4,-0.7599,-0.35,0.4,0.5,0.2,-0.35,1024,50,0.0193,18.8606,-0.0375,-3.711,0.008,0.0276,0.1347,0.3624,True,True,0.231,0.0376,False,False,False,0.3624,0.0308,0.0671,0.7991
0.4,-0.7599,-0.35,0.4,0.5,0.2,-0.35,1024,75,0.0194,19.6347,-0.0465,-4.5698,0.0044,0.0299,0.1651,0.3633,True,True,0.2312,0.0373,False,False,False,0.3633,0.0309,0.067,0.7984
0.4,-0.7599,-0.35,0.4,0.5,0.2,-0.35,1024,100,0.0207,20.2049,-0.0521,-5.147,0.014,0.0307,0.1654,0.3627,True,True,0.231,0.0377,False,False,False,0.3627,0.0311,0.0673,0.7996
0.4,-0.7599,-0.35,0.4,0.5,0.2,-0.35,31415,0,0.0182,18.6364,-0.0334,-3.4382,0.0314,0.0931,1.1645,0.36,False,True,0.2293,0.0374,False,False,False,0.36,0.0304,0.068,0.8003
0.4,-0.7599,-0.35,0.4,0.5,0.2,-0.35,31415,25,0.0197,19.9883,-0.0366,-3.4273,0.0048,0.0262,0.1526,0.3618,True,True,0.2308,0.0377,False,False,False,0.3618,0.0308,0.0672,0.8011
0.4,-0.7599,-0.35,0.4,0.5,0.2,-0.35,31415,50,0.02,19.7021,-0.049,-4.7926,0.0052,0.0282,0.1381,0.3621,True,True,0.2309,0.0383,False,False,False,0.3621,0.0309,0.0672,0.8005
0.4,-0.7599,-0.35,0.4,0.5,0.2,-0.35,31415,75,0.0205,22.6346,-0.0427,-4.1296,0.0067,0.029,0.1514,0.3619,True,True,0.2308,0.038,False,False,False,0.3619,0.0311,0.0673,0.8001
0.4,-0.7599,-0.35,0.4,0.5,0.2,-0.35,31415,100,0.0203,21.5377,-0.043,-3.9147,0.0039,0.0308,0.1513,0.3623,True,True,0.2309,0.0367,False,False,False,0.3623,0.031,0.0672,0.8
0.4,0.7599,0.35,0.4,0.0,0.4,0.35,42,0,0.0054,5.512,0.0652,6.5398,0.0639,0.0825,0.7939,0.3673,False,True,0.2315,0.0525,False,False,False,0.3673,0.0295,0.0612,0.5998
0.4,0.7599,0.35,0.4,0.0,0.4,0.35,42,25,0.0055,5.7276,0.0562,5.7466,0.0009,0.0244,0.1324,0.3715,True,True,0.2334,0.0517,False,False,False,0.3715,0.0298,0.0602,0.598
0.4,0.7599,0.35,0.4,0.0,0.4,0.35,42,50,0.0061,6.1443,0.0572,5.9459,0.0133,0.0259,0.1439,0.3724,True,True,0.2336,0.0513,False,False,False,0.3724,0.0298,0.06,0.5969
0.4,0.7599,0.35,0.4,0.0,0.4,0.35,42,75,0.0053,5.3001,0.045,4.6904,0.0029,0.0256,0.1309,0.3727,True,True,0.2337,0.0506,False,False,False,0.3727,0.0296,0.0599,0.5965
0.4,0.7599,0.35,0.4,0.0,0.4,0.35,42,100,0.0051,5.1891,0.0474,4.6019,0.0099,0.0285,0.1322,0.372,True,True,0.2335,0.051,False,False,False,0.372,0.0295,0.06,0.5985
0.4,0.7599,0.35,0.4,0.0,0.4,0.35,137,0,0.0053,5.8387,0.0496,5.0387,0.0617,0.0817,0.7863,0.3688,False,True,0.2319,0.0509,False,False,False,0.3688,0.0295,0.061,0.5992
0.4,0.7599,0.35,0.4,0.0,0.4,0.35,137,25,0.0052,5.5506,0.0589,6.7204,0.0049,0.0243,0.1162,0.3718,True,True,0.2335,0.0508,False,False,False,0.3718,0.0297,0.0601,0.5992
0.4,0.7599,0.35,0.4,0.0,0.4,0.35,137,50,0.0067,7.878,0.0659,6.9732,0.004,0.026,0.1184,0.3716,True,True,0.2334,0.0518,False,False,False,0.3716,0.0298,0.0602,0.5995
0.4,0.7599,0.35,0.4,0.0,0.4,0.35,137,75,0.007,7.7348,0.0697,7.5671,0.007,0.0268,0.1185,0.3713,True,True,0.2333,0.0504,False,False,False,0.3713,0.0298,0.0603,0.5997
0.4,0.7599,0.35,0.4,0.0,0.4,0.35,137,100,0.0066,6.9186,0.0656,6.6029,0.0135,0.0258,0.1185,0.3714,True,True,0.2334,0.0508,False,False,False,0.3714,0.0298,0.0603,0.5999
0.4,0.7599,0.35,0.4,0.0,0.4,0.35,256,0,0.0055,5.8344,0.0737,7.2221,0.0705,0.0834,0.8058,0.3698,False,True,0.2321,0.0501,False,False,False,0.3698,0.0297,0.0609,0.6008
0.4,0.7599,0.35,0.4,0.0,0.4,0.35,256,25,0.0052,5.8018,0.0737,7.7253,0.0136,0.0286,0.137,0.3737,True,True,0.2339,0.0494,False,False,False,0.3737,0.0299,0.0599,0.6005
0.4,0.7599,0.35,0.4,0.0,0.4,0.35,256,50,0.0053,5.6212,0.0828,8.8993,0.0352,0.0273,0.1279,0.3723,True,True,0.2336,0.0488,False,False,False,0.3723,0.0298,0.0602,0.6002
0.4,0.7599,0.35,0.4,0.0,0.4,0.35,256,75,0.0043,4.4558,0.0519,4.6687,0.0181,0.0288,0.1314,0.3713,True,True,0.2333,0.0497,False,False,False,0.3713,0.0298,0.0603,0.6002
0.4,0.7599,0.35,0.4,0.0,0.4,0.35,256,100,0.0041,4.0632,0.0501,4.7791,0.0055,0.0289,0.1337,0.3711,True,True,0.2333,0.051,False,False,False,0.3711,0.0298,0.0603,0.5983
0.4,0.7599,0.35,0.4,0.0,0.4,0.35,1024,0,0.0046,5.0564,0.0769,8.6323,0.0531,0.0807,0.8056,0.3669,False,True,0.2314,0.0504,False,False,False,0.3669,0.0295,0.0612,0.6012
0.4,0.7599,0.35,0.4,0.0,0.4,0.35,1024,25,0.0054,6.0596,0.0595,6.0505,0.0022,0.0229,0.1253,0.3704,True,True,0.2331,0.0504,False,False,False,0.3704,0.0296,0.0603,0.6009
0.4,0.7599,0.35,0.4,0.0,0.4,0.35,1024,50,0.0054,5.6342,0.0594,5.7354,0.0161,0.0222,0.1251,0.3708,True,True,0.2332,0.0509,False,False,False,0.3708,0.0296,0.0602,0.601
0.4,0.7599,0.35,0.4,0.0,0.4,0.35,1024,75,0.0049,5.7202,0.0581,6.052,0.023,0.0251,0.1373,0.3729,True,True,0.2338,0.0503,False,False,False,0.3729,0.0297,0.0599,0.5996
0.4,0.7599,0.35,0.4,0.0,0.4,0.35,1024,100,0.005,5.5261,0.0501,4.9425,0.0036,0.0263,0.1448,0.3728,True,True,0.2337,0.0514,False,False,False,0.3728,0.0297,0.0599,0.599
0.4,0.7599,0.35,0.4,0.0,0.4,0.35,31415,0,0.0047,4.7376,0.0724,7.2271,0.0787,0.0823,0.8186,0.366,False,True,0.2311,0.0496,False,False,False,0.366,0.0294,0.0614,0.6016
0.4,0.7599,0.35,0.4,0.0,0.4,0.35,31415,25,0.005,5.7526,0.0638,6.4764,0.0026,0.0255,0.1368,0.3713,True,True,0.2334,0.0507,False,False,False,0.3713,0.0298,0.0602,0.6017
0.4,0.7599,0.35,0.4,0.0,0.4,0.35,31415,50,0.0053,5.4906,0.054,5.5561,0.0045,0.0258,0.1367,0.3717,True,True,0.2335,0.0508,False,False,False,0.3717,0.03,0.0603,0.6001
0.4,0.7599,0.35,0.4,0.0,0.4,0.35,31415,75,0.0051,5.948,0.0563,5.7414,0.0011,0.0251,0.1165,0.3709,True,True,0.2333,0.0511,False,False,False,0.3709,0.03,0.0605,0.5999
0.4,0.7599,0.35,0.4,0.0,0.4,0.35,31415,100,0.0043,5.0923,0.0572,5.833,0.0017,0.0257,0.1164,0.3712,True,True,0.2333,0.0501,False,False,False,0.3712,0.0299,0.0604,0.6005
0.4,0.7599,0.35,0.4,0.02,0.392,0.35,42,0,0.0052,5.3711,0.0647,6.5191,0.0606,0.082,0.7913,0.3634,False,True,0.2305,0.0519,False,False,False,0.3634,0.0294,0.0619,0.6075
0.4,0.7599,0.35,0.4,0.02,0.392,0.35,42,25,0.0053,5.666,0.055,5.717,0.0022,0.0245,0.1361,0.3674,True,True,0.2323,0.0512,False,False,False,0.3674,0.0296,0.0609,0.6058
0.4,0.7599,0.35,0.4,0.02,0.392,0.35,42,50,0.006,5.9725,0.0521,5.4334,0.0156,0.026,0.1445,0.3683,True,True,0.2326,0.0506,False,False,False,0.3683,0.0296,0.0607,0.6047
0.4,0.7599,0.35,0.4,0.02,0.392,0.35,42,75,0.0052,5.1453,0.0435,4.6225,0.0019,0.0259,0.1291,0.3687,True,True,0.2327,0.0502,False,False,False,0.3687,0.0295,0.0606,0.6041
0.4,0.7599,0.35,0.4,0.02,0.392,0.35,42,100,0.0049,5.1405,0.0428,4.1677,0.0083,0.0289,0.1314,0.3682,True,True,0.2325,0.0505,False,False,False,0.3682,0.0294,0.0606,0.6062
0.4,0.7599,0.35,0.4,0.02,0.392,0.35,137,0,0.0047,5.209,0.0481,4.8237,0.0622,0.0814,0.7931,0.3646,False,True,0.2308,0.0505,False,False,False,0.3646,0.0293,0.0617,0.6076
0.4,0.7599,0.35,0.4,0.02,0.392,0.35,137,25,0.0046,4.9347,0.0578,6.681,0.002,0.0249,0.1251,0.3677,True,True,0.2324,0.0505,False,False,False,0.3677,0.0295,0.0608,0.6075
0.4,0.7599,0.35,0.4,0.02,0.392,0.35,137,50,0.0062,7.3141,0.0619,6.3879,0.0013,0.026,0.1251,0.3676,True,True,0.2324,0.0512,False,False,False,0.3676,0.0296,0.0609,0.6077
0.4,0.7599,0.35,0.4,0.02,0.392,0.35,137,75,0.0065,7.1173,0.0659,7.2423,0.0082,0.0265,0.1143,0.3676,True,True,0.2324,0.05,False,False,False,0.3676,0.0297,0.0609,0.6078
0.4,0.7599,0.35,0.4,0.02,0.392,0.35,137,100,0.0061,6.4936,0.0655,6.6267,0.0129,0.0257,0.1142,0.3676,True,True,0.2324,0.0502,False,False,False,0.3676,0.0296,0.0609,0.608
0.4,0.7599,0.35,0.4,0.02,0.392,0.35,256,0,0.0053,5.6562,0.0757,7.5338,0.0693,0.0829,0.8038,0.3658,False,True,0.2311,0.0496,False,False,False,0.3658,0.0295,0.0616,0.6095
0.4,0.7599,0.35,0.4,0.02,0.392,0.35,256,25,0.005,5.6115,0.0763,7.8158,0.0127,0.0285,0.1375,0.3696,True,True,0.2329,0.0488,False,False,False,0.3696,0.0297,0.0606,0.6089
0.4,0.7599,0.35,0.4,0.02,0.392,0.35,256,50,0.0049,5.1803,0.0827,8.7596,0.0339,0.027,0.1282,0.3683,True,True,0.2325,0.0482,False,False,False,0.3683,0.0296,0.0608,0.6089
0.4,0.7599,0.35,0.4,0.02,0.392,0.35,256,75,0.0039,3.988,0.0513,4.5805,0.0196,0.0285,0.135,0.3673,True,True,0.2323,0.0492,False,False,False,0.3673,0.0296,0.061,0.6089
0.4,0.7599,0.35,0.4,0.02,0.392,0.35,256,100,0.0037,3.6971,0.0499,4.7789,0.0033,0.0288,0.1352,0.3669,True,True,0.2322,0.0505,False,False,False,0.3669,0.0296,0.061,0.607
0.4,0.7599,0.35,0.4,0.02,0.392,0.35,1024,0,0.0044,4.8578,0.0752,8.3859,0.0518,0.0802,0.8012,0.3635,False,True,0.2305,0.0499,False,False,False,0.3635,0.0293,0.0618,0.6086
0.4,0.7599,0.35,0.4,0.02,0.392,0.35,1024,25,0.0052,5.8685,0.0582,5.7986,0.0035,0.023,0.1189,0.3668,True,True,0.2322,0.0499,False,False,False,0.3668,0.0295,0.0609,0.6083
0.4,0.7599,0.35,0.4,0.02,0.392,0.35,1024,50,0.0051,5.4043,0.0588,5.6737,0.0155,0.0222,0.1187,0.3672,True,True,0.2323,0.0506,False,False,False,0.3672,0.0295,0.0608,0.6084
0.4,0.7599,0.35,0.4,0.02,0.392,0.35,1024,75,0.0048,5.4541,0.0575,5.8648,0.0204,0.0248,0.1366,0.369,True,True,0.2327,0.0498,False,False,False,0.369,0.0296,0.0606,0.6076
0.4,0.7599,0.35,0.4,0.02,0.392,0.35,1024,100,0.0048,5.2211,0.0474,4.668,0.0066,0.0261,0.1421,0.3688,True,True,0.2327,0.0509,False,False,False,0.3688,0.0295,0.0606,0.6072
0.4,0.7599,0.35,0.4,0.02,0.392,0.35,31415,0,0.0041,4.1832,0.071,7.1108,0.0782,0.0821,0.8149,0.3623,False,True,0.2301,0.0494,False,False,False,0.3623,0.0292,0.062,0.6095
0.4,0.7599,0.35,0.4,0.02,0.392,0.35,31415,25,0.0044,5.1314,0.062,6.2702,0.0005,0.0259,0.1361,0.3675,True,True,0.2324,0.0504,False,False,False,0.3675,0.0296,0.0608,0.6096
0.4,0.7599,0.35,0.4,0.02,0.392,0.35,31415,50,0.0051,5.1462,0.0529,5.5312,0.0057,0.026,0.1359,0.3678,True,True,0.2324,0.0504,False,False,False,0.3678,0.0298,0.0609,0.6082
0.4,0.7599,0.35,0.4,0.02,0.392,0.35,31415,75,0.0049,5.6613,0.0538,5.3851,0.0023,0.0252,0.1166,0.367,True,True,0.2322,0.0506,False,False,False,0.367,0.0298,0.0611,0.6081
0.4,0.7599,0.35,0.4,0.02,0.392,0.35,31415,100,0.0041,4.653,0.0541,5.5992,0.002,0.0261,0.1165,0.3673,True,True,0.2323,0.0496,False,False,False,0.3673,0.0297,0.061,0.6085
0.4,0.7599,0.35,0.4,0.05,0.38,0.35,42,0,0.0045,4.723,0.0619,6.2591,0.06,0.0815,0.7849,0.3577,False,True,0.2289,0.0511,False,False,False,0.3577,0.0291,0.0629,0.62
0.4,0.7599,0.35,0.4,0.05,0.38,0.35,42,25,0.0051,5.4825,0.0522,5.333,0.0016,0.025,0.1481,0.3619,True,True,0.2308,0.0506,False,False,False,0.3619,0.0294,0.0618,0.6178
