Lambda_anchor,kappa,target_c,s_Lambda,theta_turnover,effective_persistence,realized_delta_p,seed,window_start,Psi_meanI_state,Psi_meanI_state_z,Psi_persistence_I,Psi_persistence_I_z,relative_drift,rho_cv,rho_range_over_mean,mean_rho,Steady_State_Candidate,Lifted_Activation_Candidate,mean_active_state_variance,persistence_std,extinction_degenerate,saturation_degenerate,LowLow_Nondegenerate_Candidate,q_mean,q_var,mean_abs_perturbation,realized_churn_rate
0.4,0.7599,0.35,0.4,0.05,0.38,0.35,42,50,0.0057,5.7199,0.051,5.32,0.0181,0.0269,0.1587,0.3629,True,True,0.2311,0.0499,False,False,False,0.3629,0.0294,0.0616,0.6162
0.4,0.7599,0.35,0.4,0.05,0.38,0.35,42,75,0.0049,5.0258,0.0415,4.4439,0.002,0.0263,0.1332,0.3634,True,True,0.2312,0.0494,False,False,False,0.3634,0.0293,0.0615,0.6151
0.4,0.7599,0.35,0.4,0.05,0.38,0.35,42,100,0.0044,4.7377,0.0431,4.198,0.0112,0.0292,0.1356,0.3629,True,True,0.2311,0.0498,False,False,False,0.3629,0.0292,0.0615,0.6173
0.4,0.7599,0.35,0.4,0.05,0.38,0.35,137,0,0.0044,4.8927,0.0453,4.5981,0.0641,0.0808,0.7906,0.3587,False,True,0.2292,0.0497,False,False,False,0.3587,0.0292,0.0627,0.6198
0.4,0.7599,0.35,0.4,0.05,0.38,0.35,137,25,0.0041,4.4305,0.0552,6.2408,0.0006,0.0252,0.126,0.3618,True,True,0.2308,0.0497,False,False,False,0.3618,0.0293,0.0618,0.6196
0.4,0.7599,0.35,0.4,0.05,0.38,0.35,137,50,0.0059,6.5035,0.0638,6.818,0.003,0.0267,0.1261,0.3616,True,True,0.2308,0.0505,False,False,False,0.3616,0.0294,0.0619,0.6201
0.4,0.7599,0.35,0.4,0.05,0.38,0.35,137,75,0.0062,6.847,0.0663,7.2886,0.0091,0.027,0.1183,0.3617,True,True,0.2308,0.0492,False,False,False,0.3617,0.0295,0.0619,0.6204
0.4,0.7599,0.35,0.4,0.05,0.38,0.35,137,100,0.0058,6.3779,0.0637,6.4773,0.0131,0.0262,0.1184,0.3616,True,True,0.2308,0.0494,False,False,False,0.3616,0.0294,0.0619,0.6209
0.4,0.7599,0.35,0.4,0.05,0.38,0.35,256,0,0.0043,4.6171,0.0766,7.7432,0.0695,0.0823,0.8019,0.3602,False,True,0.2296,0.0488,False,False,False,0.3602,0.0292,0.0625,0.6214
0.4,0.7599,0.35,0.4,0.05,0.38,0.35,256,25,0.0038,4.4436,0.0765,7.8335,0.0098,0.0286,0.1418,0.3639,True,True,0.2314,0.0481,False,False,False,0.3639,0.0294,0.0615,0.6208
0.4,0.7599,0.35,0.4,0.05,0.38,0.35,256,50,0.0038,4.045,0.0829,8.6619,0.0313,0.0272,0.1279,0.3628,True,True,0.2311,0.0479,False,False,False,0.3628,0.0293,0.0617,0.6206
0.4,0.7599,0.35,0.4,0.05,0.38,0.35,256,75,0.003,3.1056,0.0567,5.1878,0.022,0.0286,0.1338,0.3617,True,True,0.2308,0.0491,False,False,False,0.3617,0.0294,0.0619,0.6206
0.4,0.7599,0.35,0.4,0.05,0.38,0.35,256,100,0.0031,3.1115,0.0547,5.2278,0.0023,0.0285,0.1373,0.3613,True,True,0.2307,0.0501,False,False,False,0.3613,0.0293,0.0619,0.6186
0.4,0.7599,0.35,0.4,0.05,0.38,0.35,1024,0,0.0037,4.1287,0.0791,8.8594,0.053,0.0797,0.8023,0.358,False,True,0.229,0.0492,False,False,False,0.358,0.0291,0.0628,0.6202
0.4,0.7599,0.35,0.4,0.05,0.38,0.35,1024,25,0.0043,4.9689,0.0614,6.0631,0.0039,0.0239,0.1285,0.3612,True,True,0.2307,0.0493,False,False,False,0.3612,0.0292,0.0619,0.6199
0.4,0.7599,0.35,0.4,0.05,0.38,0.35,1024,50,0.0042,4.424,0.0609,5.8918,0.015,0.0235,0.1283,0.3616,True,True,0.2308,0.0498,False,False,False,0.3616,0.0292,0.0618,0.6201
0.4,0.7599,0.35,0.4,0.05,0.38,0.35,1024,75,0.0039,4.4474,0.057,5.7821,0.0181,0.0255,0.1377,0.3632,True,True,0.2312,0.0493,False,False,False,0.3632,0.0293,0.0615,0.6193
0.4,0.7599,0.35,0.4,0.05,0.38,0.35,1024,100,0.0042,4.6114,0.0453,4.548,0.0051,0.0264,0.1388,0.363,True,True,0.2311,0.0503,False,False,False,0.363,0.0293,0.0615,0.619
0.4,0.7599,0.35,0.4,0.05,0.38,0.35,31415,0,0.0039,3.9602,0.0742,7.3211,0.075,0.0816,0.805,0.3568,False,True,0.2286,0.0487,False,False,False,0.3568,0.029,0.063,0.6213
0.4,0.7599,0.35,0.4,0.05,0.38,0.35,31415,25,0.0038,4.3775,0.0655,6.7008,0.0015,0.0261,0.1338,0.3618,True,True,0.2308,0.0496,False,False,False,0.3618,0.0293,0.0618,0.6212
0.4,0.7599,0.35,0.4,0.05,0.38,0.35,31415,50,0.0043,4.3523,0.0545,5.7827,0.0058,0.0263,0.1337,0.3621,True,True,0.2309,0.0499,False,False,False,0.3621,0.0295,0.0619,0.6202
0.4,0.7599,0.35,0.4,0.05,0.38,0.35,31415,75,0.0041,4.5637,0.0528,5.2982,0.006,0.0258,0.1251,0.3613,True,True,0.2307,0.0499,False,False,False,0.3613,0.0296,0.0621,0.6201
0.4,0.7599,0.35,0.4,0.05,0.38,0.35,31415,100,0.0031,3.7413,0.054,5.6137,0.002,0.0269,0.1227,0.3618,True,True,0.2308,0.049,False,False,False,0.3618,0.0295,0.0619,0.6202
0.4,0.7599,0.35,0.4,0.1,0.36,0.35,42,0,0.0043,4.4407,0.0617,6.2118,0.0583,0.0802,0.7741,0.3488,False,True,0.2263,0.0497,False,False,False,0.3488,0.0288,0.0645,0.6396
0.4,0.7599,0.35,0.4,0.1,0.36,0.35,42,25,0.0047,4.9571,0.0524,5.3287,0.0011,0.0259,0.1519,0.3528,True,True,0.2283,0.0492,False,False,False,0.3528,0.029,0.0635,0.6373
0.4,0.7599,0.35,0.4,0.1,0.36,0.35,42,50,0.0053,5.3333,0.0549,5.5941,0.0176,0.0277,0.1617,0.3538,True,True,0.2285,0.049,False,False,False,0.3538,0.0291,0.0633,0.6355
0.4,0.7599,0.35,0.4,0.1,0.36,0.35,42,75,0.0041,4.2934,0.0434,4.5609,0.0019,0.0268,0.1401,0.354,True,True,0.2286,0.0485,False,False,False,0.354,0.0289,0.0632,0.635
0.4,0.7599,0.35,0.4,0.1,0.36,0.35,42,100,0.0035,3.8714,0.0468,4.6552,0.0124,0.0294,0.1402,0.3537,True,True,0.2285,0.0487,False,False,False,0.3537,0.0288,0.0632,0.6369
0.4,0.7599,0.35,0.4,0.1,0.36,0.35,137,0,0.0037,4.1796,0.0498,5.1065,0.0653,0.0799,0.7751,0.3499,False,True,0.2267,0.0486,False,False,False,0.3499,0.0287,0.0643,0.6396
0.4,0.7599,0.35,0.4,0.1,0.36,0.35,137,25,0.0033,3.6191,0.0541,6.1529,0.0022,0.0261,0.1179,0.3527,True,True,0.2282,0.0484,False,False,False,0.3527,0.0288,0.0634,0.6392
0.4,0.7599,0.35,0.4,0.1,0.36,0.35,137,50,0.0045,5.0565,0.0653,7.0407,0.007,0.027,0.118,0.3524,True,True,0.2281,0.0492,False,False,False,0.3524,0.029,0.0635,0.6396
0.4,0.7599,0.35,0.4,0.1,0.36,0.35,137,75,0.0046,5.2075,0.0719,7.7488,0.0114,0.0275,0.1203,0.3525,True,True,0.2281,0.0481,False,False,False,0.3525,0.029,0.0636,0.64
0.4,0.7599,0.35,0.4,0.1,0.36,0.35,137,100,0.0047,5.292,0.0664,6.7859,0.0132,0.0265,0.1204,0.352,True,True,0.228,0.0484,False,False,False,0.352,0.029,0.0636,0.6409
0.4,0.7599,0.35,0.4,0.1,0.36,0.35,256,0,0.0032,3.6731,0.0777,7.6752,0.0627,0.0817,0.7909,0.351,False,True,0.227,0.0477,False,False,False,0.351,0.0288,0.0641,0.6417
0.4,0.7599,0.35,0.4,0.1,0.36,0.35,256,25,0.0027,3.3356,0.0805,7.9897,0.0135,0.0299,0.1445,0.3544,True,True,0.2287,0.047,False,False,False,0.3544,0.029,0.0631,0.641
0.4,0.7599,0.35,0.4,0.1,0.36,0.35,256,50,0.0025,2.7944,0.0821,8.7958,0.029,0.0287,0.1337,0.3529,True,True,0.2283,0.0472,False,False,False,0.3529,0.0289,0.0634,0.6417
0.4,0.7599,0.35,0.4,0.1,0.36,0.35,256,75,0.0018,2.0158,0.0546,4.9164,0.0215,0.0306,0.134,0.3523,True,True,0.2281,0.0481,False,False,False,0.3523,0.0289,0.0636,0.6412
0.4,0.7599,0.35,0.4,0.1,0.36,0.35,256,100,0.002,2.0602,0.0469,4.7265,0.0046,0.0297,0.1341,0.352,True,True,0.228,0.0492,False,False,False,0.352,0.0289,0.0636,0.6393
0.4,0.7599,0.35,0.4,0.1,0.36,0.35,1024,0,0.0027,3.0953,0.0824,9.1117,0.0565,0.0784,0.7938,0.3487,False,True,0.2264,0.048,False,False,False,0.3487,0.0287,0.0644,0.6406
0.4,0.7599,0.35,0.4,0.1,0.36,0.35,1024,25,0.0033,3.8126,0.066,6.6948,0.0003,0.0227,0.1205,0.352,True,True,0.228,0.0482,False,False,False,0.352,0.0289,0.0635,0.6399
0.4,0.7599,0.35,0.4,0.1,0.36,0.35,1024,50,0.0033,3.5694,0.0654,6.3988,0.0135,0.0225,0.1203,0.3525,True,True,0.2282,0.0487,False,False,False,0.3525,0.0288,0.0634,0.6396
0.4,0.7599,0.35,0.4,0.1,0.36,0.35,1024,75,0.003,3.7798,0.0618,6.3397,0.0165,0.0249,0.139,0.354,True,True,0.2286,0.0482,False,False,False,0.354,0.029,0.0632,0.6391
0.4,0.7599,0.35,0.4,0.1,0.36,0.35,1024,100,0.0035,4.0036,0.044,4.2997,0.0067,0.0269,0.1392,0.3535,True,True,0.2285,0.0493,False,False,False,0.3535,0.0289,0.0632,0.6393
0.4,0.7599,0.35,0.4,0.1,0.36,0.35,31415,0,0.0033,3.4392,0.072,7.3146,0.0687,0.0799,0.784,0.348,False,True,0.2261,0.0474,False,False,False,0.348,0.0286,0.0646,0.6411
0.4,0.7599,0.35,0.4,0.1,0.36,0.35,31415,25,0.0033,3.882,0.0656,6.592,0.0019,0.0256,0.1215,0.3524,True,True,0.2281,0.0485,False,False,False,0.3524,0.029,0.0635,0.6417
0.4,0.7599,0.35,0.4,0.1,0.36,0.35,31415,50,0.0038,3.7007,0.055,5.6457,0.0028,0.0266,0.1214,0.3525,True,True,0.2282,0.049,False,False,False,0.3525,0.0291,0.0636,0.6409
0.4,0.7599,0.35,0.4,0.1,0.36,0.35,31415,75,0.0033,3.6829,0.0556,5.7565,0.0067,0.0271,0.1262,0.3519,True,True,0.228,0.0488,False,False,False,0.3519,0.0291,0.0638,0.6402
0.4,0.7599,0.35,0.4,0.1,0.36,0.35,31415,100,0.0021,2.6251,0.0538,5.6457,0.0039,0.0283,0.1248,0.3525,True,True,0.2281,0.0479,False,False,False,0.3525,0.029,0.0636,0.6402
0.4,0.7599,0.35,0.4,0.2,0.32,0.35,42,0,0.002,2.3441,0.0578,5.9233,0.0583,0.0781,0.764,0.3319,False,True,0.2211,0.0472,False,False,False,0.3319,0.028,0.0678,0.6792
0.4,0.7599,0.35,0.4,0.2,0.32,0.35,42,25,0.0027,2.9305,0.0577,5.9656,0.003,0.0266,0.1394,0.3356,True,True,0.2229,0.0469,False,False,False,0.3356,0.0282,0.0668,0.6768
0.4,0.7599,0.35,0.4,0.2,0.32,0.35,42,50,0.0032,3.4641,0.0641,6.5245,0.0138,0.0278,0.1391,0.3364,True,True,0.2231,0.0468,False,False,False,0.3364,0.0282,0.0666,0.6759
0.4,0.7599,0.35,0.4,0.2,0.32,0.35,42,75,0.0022,2.5996,0.0524,5.4881,0.008,0.0272,0.1237,0.3364,True,True,0.2232,0.0464,False,False,False,0.3364,0.0281,0.0666,0.6755
0.4,0.7599,0.35,0.4,0.2,0.32,0.35,42,100,0.0017,2.0866,0.0559,5.6322,0.0128,0.0293,0.1346,0.3358,True,True,0.2229,0.0463,False,False,False,0.3358,0.028,0.0667,0.6775
0.4,0.7599,0.35,0.4,0.2,0.32,0.35,137,0,0.0027,3.0192,0.0429,4.351,0.0616,0.078,0.7665,0.3324,False,True,0.2213,0.0461,False,False,False,0.3324,0.028,0.0677,0.68
0.4,0.7599,0.35,0.4,0.2,0.32,0.35,137,25,0.0023,2.737,0.0484,5.3554,0.0032,0.0266,0.1288,0.3354,True,True,0.2228,0.046,False,False,False,0.3354,0.0281,0.0668,0.6793
0.4,0.7599,0.35,0.4,0.2,0.32,0.35,137,50,0.003,3.5499,0.0646,6.5694,0.0067,0.0279,0.1289,0.3351,True,True,0.2227,0.0466,False,False,False,0.3351,0.0282,0.0669,0.6797
0.4,0.7599,0.35,0.4,0.2,0.32,0.35,137,75,0.0034,4.099,0.0712,7.5678,0.0075,0.0283,0.1289,0.3352,True,True,0.2228,0.0459,False,False,False,0.3352,0.0283,0.067,0.6796
0.4,0.7599,0.35,0.4,0.2,0.32,0.35,137,100,0.0033,3.743,0.068,7.0852,0.0106,0.0271,0.1266,0.335,True,True,0.2227,0.0459,False,False,False,0.335,0.0282,0.067,0.6806
0.4,0.7599,0.35,0.4,0.2,0.32,0.35,256,0,0.0016,2.0045,0.0771,7.4351,0.059,0.0797,0.7745,0.3347,False,True,0.2219,0.0457,False,False,False,0.3347,0.0281,0.0672,0.6801
0.4,0.7599,0.35,0.4,0.2,0.32,0.35,256,25,0.0014,1.9962,0.0837,8.0427,0.0166,0.0303,0.1433,0.3377,True,True,0.2236,0.0449,False,False,False,0.3377,0.0283,0.0664,0.6798
0.4,0.7599,0.35,0.4,0.2,0.32,0.35,256,50,0.001,1.2626,0.0793,8.5595,0.0325,0.0304,0.1441,0.3358,True,True,0.2229,0.0452,False,False,False,0.3358,0.0281,0.0667,0.6814
0.4,0.7599,0.35,0.4,0.2,0.32,0.35,256,75,-0.0003,0.0951,0.0572,5.1486,0.0251,0.0325,0.1563,0.3352,True,True,0.2227,0.0464,False,False,False,0.3352,0.0281,0.0669,0.6814
0.4,0.7599,0.35,0.4,0.2,0.32,0.35,256,100,-0.0006,-0.3112,0.0466,4.6895,0.0017,0.0317,0.1435,0.3344,True,True,0.2225,0.047,False,False,False,0.3344,0.028,0.067,0.6805
0.4,0.7599,0.35,0.4,0.2,0.32,0.35,1024,0,0.0005,0.9454,0.0775,8.1061,0.0498,0.0766,0.7795,0.332,False,True,0.2211,0.0456,False,False,False,0.332,0.0278,0.0677,0.6799
0.4,0.7599,0.35,0.4,0.2,0.32,0.35,1024,25,0.0009,1.376,0.0596,6.0569,0.0027,0.0237,0.1206,0.3349,True,True,0.2227,0.046,False,False,False,0.3349,0.028,0.0668,0.6799
0.4,0.7599,0.35,0.4,0.2,0.32,0.35,1024,50,0.0006,0.9853,0.0631,6.1684,0.0173,0.023,0.1217,0.3352,True,True,0.2228,0.0463,False,False,False,0.3352,0.0279,0.0667,0.6797
0.4,0.7599,0.35,0.4,0.2,0.32,0.35,1024,75,0.0006,1.0876,0.0561,5.4855,0.0149,0.0265,0.1531,0.337,True,True,0.2234,0.0459,False,False,False,0.337,0.0281,0.0664,0.6788
0.4,0.7599,0.35,0.4,0.2,0.32,0.35,1024,100,0.0013,1.7799,0.0416,4.1217,0.0125,0.0294,0.1523,0.3362,True,True,0.2231,0.0467,False,False,False,0.3362,0.0281,0.0666,0.6797
0.4,0.7599,0.35,0.4,0.2,0.32,0.35,31415,0,0.0015,1.7628,0.0762,7.7244,0.0691,0.0785,0.7721,0.3311,False,True,0.2208,0.0456,False,False,False,0.3311,0.0279,0.068,0.6812
0.4,0.7599,0.35,0.4,0.2,0.32,0.35,31415,25,0.0013,1.7258,0.0626,6.096,0.0013,0.0262,0.1157,0.3353,True,True,0.2228,0.0464,False,False,False,0.3353,0.0281,0.0669,0.681
0.4,0.7599,0.35,0.4,0.2,0.32,0.35,31415,50,0.0012,1.5049,0.0514,5.4871,0.003,0.0274,0.1228,0.3355,True,True,0.2228,0.0469,False,False,False,0.3355,0.0282,0.0669,0.6808
0.4,0.7599,0.35,0.4,0.2,0.32,0.35,31415,75,0.0008,1.2174,0.0523,5.532,0.0052,0.0274,0.1278,0.335,True,True,0.2227,0.047,False,False,False,0.335,0.0282,0.067,0.6798
0.4,0.7599,0.35,0.4,0.2,0.32,0.35,31415,100,-0.0002,0.1013,0.0566,5.7605,0.0025,0.0287,0.1288,0.3353,True,True,0.2228,0.046,False,False,False,0.3353,0.0281,0.0668,0.6796
0.4,0.7599,0.35,0.4,0.35,0.26,0.35,42,0,-0.0015,-1.1181,0.0594,6.3758,0.0586,0.0754,0.7416,0.3091,False,True,0.213,0.0441,False,False,False,0.3091,0.0266,0.0726,0.7383
0.4,0.7599,0.35,0.4,0.35,0.26,0.35,42,25,-0.0006,-0.1879,0.065,6.4889,0.0002,0.0276,0.1511,0.3123,True,True,0.2147,0.0439,False,False,False,0.3123,0.0269,0.0717,0.7358
0.4,0.7599,0.35,0.4,0.35,0.26,0.35,42,50,0.0001,0.5495,0.0692,6.9861,0.0059,0.0284,0.151,0.3125,True,True,0.2148,0.0435,False,False,False,0.3125,0.0269,0.0717,0.7358
0.4,0.7599,0.35,0.4,0.35,0.26,0.35,42,75,-0.0008,-0.3273,0.0549,5.5212,0.0102,0.0276,0.1293,0.3125,True,True,0.2148,0.0436,False,False,False,0.3125,0.0268,0.0716,0.7361
0.4,0.7599,0.35,0.4,0.35,0.26,0.35,42,100,-0.0013,-0.758,0.0605,5.9715,0.0083,0.0299,0.1385,0.312,True,True,0.2146,0.0433,False,False,False,0.312,0.0268,0.0717,0.7384
0.4,0.7599,0.35,0.4,0.35,0.26,0.35,137,0,-0.0008,-0.4377,0.0465,4.5369,0.0552,0.0751,0.7491,0.3092,False,True,0.213,0.0432,False,False,False,0.3092,0.0267,0.0727,0.7398
0.4,0.7599,0.35,0.4,0.35,0.26,0.35,137,25,-0.0011,-0.6804,0.0499,5.5167,0.0053,0.0287,0.1362,0.3113,True,True,0.2143,0.0428,False,False,False,0.3113,0.0268,0.072,0.7397
0.4,0.7599,0.35,0.4,0.35,0.26,0.35,137,50,-0.0002,0.1869,0.0684,6.7078,0.0086,0.0301,0.1416,0.3108,True,True,0.2141,0.0437,False,False,False,0.3108,0.0268,0.0721,0.741
0.4,0.7599,0.35,0.4,0.35,0.26,0.35,137,75,0.0001,0.6584,0.073,7.7926,0.0047,0.0297,0.1416,0.3107,True,True,0.2141,0.0431,False,False,False,0.3107,0.0269,0.0722,0.7414
0.4,0.7599,0.35,0.4,0.35,0.26,0.35,137,100,0.0007,1.094,0.0648,6.0281,0.0179,0.0285,0.1338,0.3109,True,True,0.2142,0.0429,False,False,False,0.3109,0.0269,0.0722,0.7414
0.4,0.7599,0.35,0.4,0.35,0.26,0.35,256,0,-0.0017,-1.2992,0.0702,6.7976,0.0545,0.0772,0.7586,0.3116,False,True,0.2139,0.0428,False,False,False,0.3116,0.0268,0.0721,0.7396
0.4,0.7599,0.35,0.4,0.35,0.26,0.35,256,25,-0.0017,-1.2574,0.0814,7.9378,0.0116,0.0307,0.1516,0.3141,True,True,0.2153,0.0421,False,False,False,0.3141,0.027,0.0714,0.7396
0.4,0.7599,0.35,0.4,0.35,0.26,0.35,256,50,-0.0019,-1.4662,0.078,8.2314,0.0311,0.0307,0.142,0.3126,True,True,0.2148,0.042,False,False,False,0.3126,0.0269,0.0717,0.7404
0.4,0.7599,0.35,0.4,0.35,0.26,0.35,256,75,-0.0029,-2.2784,0.0605,5.4496,0.0247,0.0321,0.1512,0.3121,True,True,0.2146,0.0431,False,False,False,0.3121,0.0268,0.0718,0.7404
0.4,0.7599,0.35,0.4,0.35,0.26,0.35,256,100,-0.0028,-2.4151,0.0494,4.9791,0.0005,0.0315,0.1439,0.3113,True,True,0.2143,0.0437,False,False,False,0.3113,0.0268,0.072,0.7396
0.4,0.7599,0.35,0.4,0.35,0.26,0.35,1024,0,-0.0024,-2.0627,0.0855,9.4593,0.042,0.0741,0.771,0.3092,False,True,0.2131,0.0432,False,False,False,0.3092,0.0266,0.0726,0.74
0.4,0.7599,0.35,0.4,0.35,0.26,0.35,1024,25,-0.002,-1.4063,0.0593,6.2107,0.007,0.0256,0.1232,0.3118,True,True,0.2145,0.0432,False,False,False,0.3118,0.0267,0.0718,0.7398
0.4,0.7599,0.35,0.4,0.35,0.26,0.35,1024,50,-0.0022,-1.6994,0.0554,5.5296,0.0199,0.0255,0.1245,0.3117,True,True,0.2145,0.0434,False,False,False,0.3117,0.0267,0.0718,0.7406
0.4,0.7599,0.35,0.4,0.35,0.26,0.35,1024,75,-0.0022,-1.9565,0.0519,5.0455,0.0136,0.0293,0.1763,0.3131,True,True,0.215,0.0427,False,False,False,0.3131,0.0268,0.0715,0.7397
0.4,0.7599,0.35,0.4,0.35,0.26,0.35,1024,100,-0.0017,-1.3168,0.0384,3.8729,0.0158,0.0317,0.1767,0.3124,True,True,0.2147,0.0435,False,False,False,0.3124,0.0268,0.0717,0.7409
0.4,0.7599,0.35,0.4,0.35,0.26,0.35,31415,0,-0.0017,-1.2061,0.0719,7.4675,0.0679,0.0758,0.7632,0.3082,False,True,0.2127,0.0433,False,False,False,0.3082,0.0266,0.0729,0.7402
0.4,0.7599,0.35,0.4,0.35,0.26,0.35,31415,25,-0.0022,-2.0389,0.0524,5.2749,0.008,0.0271,0.1307,0.3122,True,True,0.2146,0.0437,False,False,False,0.3122,0.0268,0.0719,0.7401
0.4,0.7599,0.35,0.4,0.35,0.26,0.35,31415,50,-0.0019,-1.4693,0.0442,4.6785,0.0022,0.0279,0.1278,0.3129,True,True,0.2149,0.0441,False,False,False,0.3129,0.027,0.0717,0.7382
0.4,0.7599,0.35,0.4,0.35,0.26,0.35,31415,75,-0.002,-1.6552,0.0445,4.7302,0.0028,0.0287,0.1282,0.3121,True,True,0.2146,0.0438,False,False,False,0.3121,0.027,0.0719,0.7379
0.4,0.7599,0.35,0.4,0.35,0.26,0.35,31415,100,-0.0032,-2.8846,0.0493,5.1634,0.0048,0.0309,0.132,0.3122,True,True,0.2146,0.0429,False,False,False,0.3122,0.0268,0.0718,0.7386
0.4,0.7599,0.35,0.4,0.5,0.2,0.35,42,0,-0.005,-4.596,0.0599,6.5733,0.0505,0.0727,0.7194,0.2891,False,True,0.2051,0.0407,False,False,False,0.2891,0.0254,0.0773,0.7985
0.4,0.7599,0.35,0.4,0.5,0.2,0.35,42,25,-0.0041,-3.5522,0.0697,7.1416,0.0014,0.0277,0.1414,0.2914,True,True,0.2064,0.0405,False,False,False,0.2914,0.0257,0.0767,0.7974
0.4,0.7599,0.35,0.4,0.5,0.2,0.35,42,50,-0.0038,-3.1537,0.0676,7.1248,0.0047,0.0287,0.1413,0.2915,True,True,0.2065,0.0404,False,False,False,0.2915,0.0256,0.0766,0.7972
0.4,0.7599,0.35,0.4,0.5,0.2,0.35,42,75,-0.0048,-4.6421,0.0523,5.4111,0.0116,0.0299,0.1632,0.2917,True,True,0.2065,0.0401,False,False,False,0.2917,0.0256,0.0766,0.7973
0.4,0.7599,0.35,0.4,0.5,0.2,0.35,42,100,-0.0051,-4.6937,0.0611,5.8612,0.0037,0.0327,0.1869,0.291,True,True,0.2062,0.0395,False,False,False,0.291,0.0255,0.0767,0.799
0.4,0.7599,0.35,0.4,0.5,0.2,0.35,137,0,-0.0039,-3.8307,0.0435,4.0704,0.0511,0.0724,0.7189,0.2893,False,True,0.2052,0.04,False,False,False,0.2893,0.0255,0.0773,0.7988
0.4,0.7599,0.35,0.4,0.5,0.2,0.35,137,25,-0.0045,-3.8643,0.0574,6.3967,0.0079,0.0298,0.1374,0.2912,True,True,0.2063,0.04,False,False,False,0.2912,0.0255,0.0767,0.7986
0.4,0.7599,0.35,0.4,0.5,0.2,0.35,137,50,-0.0035,-3.3279,0.0679,6.8614,0.0138,0.0308,0.1377,0.2905,True,True,0.206,0.0406,False,False,False,0.2905,0.0256,0.0769,0.8003
0.4,0.7599,0.35,0.4,0.5,0.2,0.35,137,75,-0.0033,-2.7531,0.0695,6.9977,0.0081,0.0309,0.1378,0.2902,True,True,0.2059,0.0399,False,False,False,0.2902,0.0257,0.0771,0.8025
0.4,0.7599,0.35,0.4,0.5,0.2,0.35,137,100,-0.0033,-2.8811,0.0585,5.5334,0.018,0.0304,0.1364,0.2904,True,True,0.206,0.0402,False,False,False,0.2904,0.0256,0.077,0.8022
0.4,0.7599,0.35,0.4,0.5,0.2,0.35,256,0,-0.004,-3.8496,0.0704,6.6448,0.0516,0.075,0.7379,0.2911,False,True,0.2059,0.04,False,False,False,0.2911,0.0257,0.0769,0.7991
0.4,0.7599,0.35,0.4,0.5,0.2,0.35,256,25,-0.0041,-3.7304,0.0743,7.227,0.0137,0.0303,0.1555,0.2933,True,True,0.2072,0.0391,False,False,False,0.2933,0.0258,0.0763,0.7982
0.4,0.7599,0.35,0.4,0.5,0.2,0.35,256,50,-0.0047,-4.3318,0.0732,7.6517,0.0292,0.0295,0.1453,0.2918,True,True,0.2066,0.0391,False,False,False,0.2918,0.0257,0.0766,0.7991
0.4,0.7599,0.35,0.4,0.5,0.2,0.35,256,75,-0.0059,-5.2826,0.0533,4.9475,0.0255,0.031,0.1621,0.2912,True,True,0.2063,0.0399,False,False,False,0.2912,0.0256,0.0767,0.7997
0.4,0.7599,0.35,0.4,0.5,0.2,0.35,256,100,-0.0056,-4.7917,0.046,4.548,0.0005,0.0325,0.1556,0.2905,True,True,0.206,0.0402,False,False,False,0.2905,0.0256,0.0769,0.799
0.4,0.7599,0.35,0.4,0.5,0.2,0.35,1024,0,-0.0058,-5.2422,0.0769,7.8759,0.0367,0.0714,0.7466,0.2893,False,True,0.2052,0.0398,False,False,False,0.2893,0.0253,0.0772,0.7978
0.4,0.7599,0.35,0.4,0.5,0.2,0.35,1024,25,-0.0055,-4.983,0.0545,6.0907,0.0027,0.0265,0.1248,0.2916,True,True,0.2065,0.04,False,False,False,0.2916,0.0254,0.0766,0.7978
0.4,0.7599,0.35,0.4,0.5,0.2,0.35,1024,50,-0.0057,-5.1414,0.056,5.4783,0.0149,0.0271,0.1304,0.2915,True,True,0.2065,0.0401,False,False,False,0.2915,0.0254,0.0766,0.7987
0.4,0.7599,0.35,0.4,0.5,0.2,0.35,1024,75,-0.0062,-6.3439,0.0491,5.0813,0.012,0.0312,0.2022,0.2928,True,True,0.207,0.0394,False,False,False,0.2928,0.0255,0.0763,0.7986
0.4,0.7599,0.35,0.4,0.5,0.2,0.35,1024,100,-0.0056,-5.2991,0.0333,3.2862,0.0171,0.0337,0.2027,0.2921,True,True,0.2067,0.0399,False,False,False,0.2921,0.0255,0.0765,0.8002
0.4,0.7599,0.35,0.4,0.5,0.2,0.35,31415,0,-0.0042,-3.5777,0.0711,8.0299,0.0649,0.0737,0.7515,0.288,False,True,0.2046,0.0402,False,False,False,0.288,0.0254,0.0777,0.8001
0.4,0.7599,0.35,0.4,0.5,0.2,0.35,31415,25,-0.0048,-4.6067,0.0589,5.8111,0.0085,0.029,0.1483,0.2914,True,True,0.2064,0.0407,False,False,False,0.2914,0.0256,0.0768,0.7999
0.4,0.7599,0.35,0.4,0.5,0.2,0.35,31415,50,-0.0048,-4.2212,0.0432,4.408,0.0048,0.0306,0.1602,0.2922,True,True,0.2067,0.0407,False,False,False,0.2922,0.0258,0.0766,0.7983
0.4,0.7599,0.35,0.4,0.5,0.2,0.35,31415,75,-0.0046,-4.4239,0.0444,4.4384,0.0019,0.0299,0.1497,0.2913,True,True,0.2064,0.0409,False,False,False,0.2913,0.0258,0.0768,0.7982
