run_id,block_idx,M_block,g_E_value,pre_bound_term,post_bound_term,Delta_j,bound_ratio,bound_active,realized_block_rho,raw_Psi_meanI_state_block,raw_Psi_persistence_I_block
R_E_bounded_kp0_7599_dp0_1032_s137,9,0.3488,-9.0135,-0.93,-0.1032,0.1032,1.0,True,0.3491,0.0082,0.0889
R_E_bounded_kp0_7599_dp0_1032_s137,10,0.3491,-8.8734,-0.9156,-0.1032,0.1032,1.0,True,0.3524,0.0068,0.0817
R_E_bounded_kp0_7599_dp0_1032_s137,11,0.3524,-7.5806,-0.7822,-0.1032,0.1032,1.0,True,0.3499,0.0077,0.0793
R_E_bounded_kp0_7599_dp0_1032_s137,12,0.3499,-8.5741,-0.8847,-0.1032,0.1032,1.0,True,0.3521,0.0071,0.0709
R_E_bounded_kp0_7599_dp0_1032_s137,13,0.3521,-7.6761,-0.7921,-0.1032,0.1032,1.0,True,0.3509,0.0092,0.0834
R_E_bounded_kp0_7599_dp0_1032_s137,14,0.3509,-8.1665,-0.8427,-0.1032,0.1032,1.0,True,0.3531,0.0088,0.0629
R_E_bounded_kp0_7599_dp0_1032_s137,15,0.3531,-7.3131,-0.7546,-0.1032,0.1032,1.0,True,0.3527,0.0089,0.1005
R_E_bounded_kp0_7599_dp0_1032_s256,0,0.3714,0.0,0.0,0.0,0.1032,0.0,False,0.3675,0.0083,0.0739
R_E_bounded_kp0_7599_dp0_1032_s256,1,0.3675,-1.575,-0.1625,-0.0947,0.1032,0.9178,True,0.3544,0.0036,0.0612
R_E_bounded_kp0_7599_dp0_1032_s256,2,0.3544,-6.7718,-0.6987,-0.1032,0.1032,1.0,True,0.3536,0.0052,0.0678
R_E_bounded_kp0_7599_dp0_1032_s256,3,0.3536,-7.1093,-0.7336,-0.1032,0.1032,1.0,True,0.3548,0.0091,0.0795
R_E_bounded_kp0_7599_dp0_1032_s256,4,0.3548,-6.638,-0.6849,-0.1032,0.1032,1.0,True,0.3516,0.0092,0.0848
R_E_bounded_kp0_7599_dp0_1032_s256,5,0.3516,-7.8799,-0.8131,-0.1032,0.1032,1.0,True,0.3473,0.0046,0.049
R_E_bounded_kp0_7599_dp0_1032_s256,6,0.3473,-9.6121,-0.9918,-0.1032,0.1032,1.0,True,0.3514,0.0025,0.0576
R_E_bounded_kp0_7599_dp0_1032_s256,7,0.3514,-7.9818,-0.8236,-0.1032,0.1032,1.0,True,0.3546,0.0066,0.0634
R_E_bounded_kp0_7599_dp0_1032_s256,8,0.3546,-6.7017,-0.6915,-0.1032,0.1032,1.0,True,0.3537,0.0093,0.056
R_E_bounded_kp0_7599_dp0_1032_s256,9,0.3537,-7.0456,-0.727,-0.1032,0.1032,1.0,True,0.3545,0.0038,0.0932
R_E_bounded_kp0_7599_dp0_1032_s256,10,0.3545,-6.7335,-0.6948,-0.1032,0.1032,1.0,True,0.3496,0.0072,0.0612
R_E_bounded_kp0_7599_dp0_1032_s256,11,0.3496,-8.6823,-0.8959,-0.1032,0.1032,1.0,True,0.3512,0.0068,0.0519
R_E_bounded_kp0_7599_dp0_1032_s256,12,0.3512,-8.0518,-0.8308,-0.1032,0.1032,1.0,True,0.3521,0.0061,0.0737
R_E_bounded_kp0_7599_dp0_1032_s256,13,0.3521,-7.7079,-0.7953,-0.1032,0.1032,1.0,True,0.3462,0.0103,0.0683
R_E_bounded_kp0_7599_dp0_1032_s256,14,0.3462,-10.0452,-1.0365,-0.1032,0.1032,1.0,True,0.3509,0.0042,0.0668
R_E_bounded_kp0_7599_dp0_1032_s256,15,0.3509,-8.1728,-0.8433,-0.1032,0.1032,1.0,True,0.3522,0.0064,0.0596
R_E_bounded_kp0_7599_dp0_1032_s1024,0,0.3714,0.0,0.0,0.0,0.1032,0.0,False,0.3676,0.004,0.0646
R_E_bounded_kp0_7599_dp0_1032_s1024,1,0.3676,-1.5368,-0.1586,-0.0941,0.1032,0.9116,True,0.3546,0.0048,0.0662
R_E_bounded_kp0_7599_dp0_1032_s1024,2,0.3546,-6.689,-0.6902,-0.1032,0.1032,1.0,True,0.3484,0.0066,0.0728
R_E_bounded_kp0_7599_dp0_1032_s1024,3,0.3484,-9.1791,-0.9471,-0.1032,0.1032,1.0,True,0.35,0.0099,0.0731
R_E_bounded_kp0_7599_dp0_1032_s1024,4,0.35,-8.5422,-0.8814,-0.1032,0.1032,1.0,True,0.3512,0.0076,0.056
R_E_bounded_kp0_7599_dp0_1032_s1024,5,0.3512,-8.0518,-0.8308,-0.1032,0.1032,1.0,True,0.3524,0.005,0.0561
R_E_bounded_kp0_7599_dp0_1032_s1024,6,0.3524,-7.5806,-0.7822,-0.1032,0.1032,1.0,True,0.3577,0.0056,0.0742
R_E_bounded_kp0_7599_dp0_1032_s1024,7,0.3577,-5.4726,-0.5647,-0.1032,0.1032,1.0,True,0.3497,0.0085,0.0739
R_E_bounded_kp0_7599_dp0_1032_s1024,8,0.3497,-8.6377,-0.8913,-0.1032,0.1032,1.0,True,0.3473,0.007,0.0823
R_E_bounded_kp0_7599_dp0_1032_s1024,9,0.3473,-9.6058,-0.9912,-0.1032,0.1032,1.0,True,0.3526,0.0065,0.0586
R_E_bounded_kp0_7599_dp0_1032_s1024,10,0.3526,-7.485,-0.7723,-0.1032,0.1032,1.0,True,0.3496,0.0066,0.0678
R_E_bounded_kp0_7599_dp0_1032_s1024,11,0.3496,-8.6696,-0.8946,-0.1032,0.1032,1.0,True,0.3502,0.0081,0.0816
R_E_bounded_kp0_7599_dp0_1032_s1024,12,0.3502,-8.4339,-0.8703,-0.1032,0.1032,1.0,True,0.3518,0.0039,0.0437
R_E_bounded_kp0_7599_dp0_1032_s1024,13,0.3518,-7.8098,-0.8059,-0.1032,0.1032,1.0,True,0.3539,0.0049,0.0447
R_E_bounded_kp0_7599_dp0_1032_s1024,14,0.3539,-6.9756,-0.7198,-0.1032,0.1032,1.0,True,0.3554,0.0071,0.0749
R_E_bounded_kp0_7599_dp0_1032_s1024,15,0.3554,-6.3769,-0.658,-0.1032,0.1032,1.0,True,0.352,0.0065,0.0612
R_E_bounded_kp0_7599_dp0_1032_s31415,0,0.3714,0.0,0.0,0.0,0.1032,0.0,False,0.3612,0.0028,0.0683
R_E_bounded_kp0_7599_dp0_1032_s31415,1,0.3612,-4.0651,-0.4195,-0.1031,0.1032,0.9994,True,0.3516,0.0078,0.0659
R_E_bounded_kp0_7599_dp0_1032_s31415,2,0.3516,-7.8863,-0.8137,-0.1032,0.1032,1.0,True,0.3521,0.0054,0.0548
R_E_bounded_kp0_7599_dp0_1032_s31415,3,0.3521,-7.6761,-0.7921,-0.1032,0.1032,1.0,True,0.35,0.0074,0.0704
R_E_bounded_kp0_7599_dp0_1032_s31415,4,0.35,-8.5358,-0.8808,-0.1032,0.1032,1.0,True,0.3502,0.0051,0.046
R_E_bounded_kp0_7599_dp0_1032_s31415,5,0.3502,-8.4403,-0.8709,-0.1032,0.1032,1.0,True,0.3527,0.0095,0.0784
R_E_bounded_kp0_7599_dp0_1032_s31415,6,0.3527,-7.4532,-0.7691,-0.1032,0.1032,1.0,True,0.3499,0.0064,0.0509
R_E_bounded_kp0_7599_dp0_1032_s31415,7,0.3499,-8.5741,-0.8847,-0.1032,0.1032,1.0,True,0.3515,0.0037,0.0538
R_E_bounded_kp0_7599_dp0_1032_s31415,8,0.3515,-7.9499,-0.8203,-0.1032,0.1032,1.0,True,0.3499,0.0089,0.0647
R_E_bounded_kp0_7599_dp0_1032_s31415,9,0.3499,-8.555,-0.8827,-0.1032,0.1032,1.0,True,0.3489,0.0064,0.0517
R_E_bounded_kp0_7599_dp0_1032_s31415,10,0.3489,-8.9498,-0.9235,-0.1032,0.1032,1.0,True,0.3517,0.0081,0.0765
R_E_bounded_kp0_7599_dp0_1032_s31415,11,0.3517,-7.848,-0.8098,-0.1032,0.1032,1.0,True,0.3499,0.0102,0.0458
R_E_bounded_kp0_7599_dp0_1032_s31415,12,0.3499,-8.5804,-0.8854,-0.1032,0.1032,1.0,True,0.3524,0.0049,0.077
R_E_bounded_kp0_7599_dp0_1032_s31415,13,0.3524,-7.5615,-0.7802,-0.1032,0.1032,1.0,True,0.3518,0.0041,0.0648
R_E_bounded_kp0_7599_dp0_1032_s31415,14,0.3518,-7.8098,-0.8059,-0.1032,0.1032,1.0,True,0.35,0.0079,0.0671
R_E_bounded_kp0_7599_dp0_1032_s31415,15,0.35,-8.5358,-0.8808,-0.1032,0.1032,1.0,True,0.3585,0.0086,0.0743
R_E_bounded_kp0_7599_dp0_2048_s42,0,0.3714,0.0,0.0,0.0,0.2048,0.0,False,0.3653,0.0072,0.0649
R_E_bounded_kp0_7599_dp0_2048_s42,1,0.3653,-2.4539,-0.5025,-0.2018,0.2048,0.9853,True,0.3342,0.0049,0.0491
R_E_bounded_kp0_7599_dp0_2048_s42,2,0.3342,-14.8152,-3.0341,-0.2048,0.2048,1.0,True,0.3272,0.0086,0.0737
R_E_bounded_kp0_7599_dp0_2048_s42,3,0.3272,-17.6047,-3.6053,-0.2048,0.2048,1.0,True,0.3312,0.0086,0.0539
R_E_bounded_kp0_7599_dp0_2048_s42,4,0.3312,-15.9998,-3.2767,-0.2048,0.2048,1.0,True,0.3314,0.0083,0.0656
R_E_bounded_kp0_7599_dp0_2048_s42,5,0.3314,-15.9488,-3.2662,-0.2048,0.2048,1.0,True,0.3338,0.0082,0.0598
R_E_bounded_kp0_7599_dp0_2048_s42,6,0.3338,-14.9745,-3.0667,-0.2048,0.2048,1.0,True,0.3319,0.0064,0.0652
R_E_bounded_kp0_7599_dp0_2048_s42,7,0.3319,-15.7196,-3.2193,-0.2048,0.2048,1.0,True,0.3287,0.0091,0.073
R_E_bounded_kp0_7599_dp0_2048_s42,8,0.3287,-16.9996,-3.4814,-0.2048,0.2048,1.0,True,0.3293,0.0048,0.0663
R_E_bounded_kp0_7599_dp0_2048_s42,9,0.3293,-16.7513,-3.4306,-0.2048,0.2048,1.0,True,0.3324,0.0095,0.0857
R_E_bounded_kp0_7599_dp0_2048_s42,10,0.3324,-15.5476,-3.1841,-0.2048,0.2048,1.0,True,0.3327,0.0086,0.0703
R_E_bounded_kp0_7599_dp0_2048_s42,11,0.3327,-15.4202,-3.158,-0.2048,0.2048,1.0,True,0.3293,0.0081,0.0433
R_E_bounded_kp0_7599_dp0_2048_s42,12,0.3293,-16.764,-3.4332,-0.2048,0.2048,1.0,True,0.3346,0.007,0.0807
R_E_bounded_kp0_7599_dp0_2048_s42,13,0.3346,-14.6624,-3.0028,-0.2048,0.2048,1.0,True,0.3307,0.0045,0.0484
R_E_bounded_kp0_7599_dp0_2048_s42,14,0.3307,-16.1972,-3.3171,-0.2048,0.2048,1.0,True,0.3297,0.0058,0.0586
R_E_bounded_kp0_7599_dp0_2048_s42,15,0.3297,-16.5921,-3.398,-0.2048,0.2048,1.0,True,0.3314,0.0064,0.0711
R_E_bounded_kp0_7599_dp0_2048_s137,0,0.3714,0.0,0.0,0.0,0.2048,0.0,False,0.3689,0.0074,0.0627
R_E_bounded_kp0_7599_dp0_2048_s137,1,0.3689,-1.0146,-0.2078,-0.1572,0.2048,0.7677,False,0.341,0.0032,0.0504
R_E_bounded_kp0_7599_dp0_2048_s137,2,0.341,-12.115,-2.4811,-0.2048,0.2048,1.0,True,0.3317,0.0097,0.0567
R_E_bounded_kp0_7599_dp0_2048_s137,3,0.3317,-15.796,-3.2349,-0.2048,0.2048,1.0,True,0.332,0.0101,0.0797
R_E_bounded_kp0_7599_dp0_2048_s137,4,0.332,-15.7132,-3.218,-0.2048,0.2048,1.0,True,0.329,0.0083,0.0584
R_E_bounded_kp0_7599_dp0_2048_s137,5,0.329,-16.8978,-3.4606,-0.2048,0.2048,1.0,True,0.3294,0.0107,0.0633
R_E_bounded_kp0_7599_dp0_2048_s137,6,0.3294,-16.7258,-3.4254,-0.2048,0.2048,1.0,True,0.3315,0.0111,0.0509
R_E_bounded_kp0_7599_dp0_2048_s137,7,0.3315,-15.8979,-3.2558,-0.2048,0.2048,1.0,True,0.3324,0.0076,0.0726
R_E_bounded_kp0_7599_dp0_2048_s137,8,0.3324,-15.554,-3.1854,-0.2048,0.2048,1.0,True,0.3287,0.0078,0.0702
R_E_bounded_kp0_7599_dp0_2048_s137,9,0.3287,-16.9996,-3.4814,-0.2048,0.2048,1.0,True,0.3286,0.0091,0.0895
R_E_bounded_kp0_7599_dp0_2048_s137,10,0.3286,-17.0315,-3.488,-0.2048,0.2048,1.0,True,0.3321,0.0074,0.0913
R_E_bounded_kp0_7599_dp0_2048_s137,11,0.3321,-15.6559,-3.2062,-0.2048,0.2048,1.0,True,0.3291,0.0094,0.0805
R_E_bounded_kp0_7599_dp0_2048_s137,12,0.3291,-16.8404,-3.4488,-0.2048,0.2048,1.0,True,0.3325,0.0085,0.0664
R_E_bounded_kp0_7599_dp0_2048_s137,13,0.3325,-15.4839,-3.171,-0.2048,0.2048,1.0,True,0.3297,0.0097,0.0885
R_E_bounded_kp0_7599_dp0_2048_s137,14,0.3297,-16.6112,-3.4019,-0.2048,0.2048,1.0,True,0.3335,0.0096,0.0603
R_E_bounded_kp0_7599_dp0_2048_s137,15,0.3335,-15.1018,-3.0928,-0.2048,0.2048,1.0,True,0.3319,0.0111,0.1043
R_E_bounded_kp0_7599_dp0_2048_s256,0,0.3714,0.0,0.0,0.0,0.2048,0.0,False,0.3675,0.0083,0.0739
R_E_bounded_kp0_7599_dp0_2048_s256,1,0.3675,-1.575,-0.3226,-0.188,0.2048,0.9178,True,0.3362,0.0051,0.0679
R_E_bounded_kp0_7599_dp0_2048_s256,2,0.3362,-14.0128,-2.8697,-0.2048,0.2048,1.0,True,0.3329,0.0075,0.0667
R_E_bounded_kp0_7599_dp0_2048_s256,3,0.3329,-15.3438,-3.1423,-0.2048,0.2048,1.0,True,0.3335,0.0114,0.0922
R_E_bounded_kp0_7599_dp0_2048_s256,4,0.3335,-15.0891,-3.0902,-0.2048,0.2048,1.0,True,0.3317,0.0114,0.081
R_E_bounded_kp0_7599_dp0_2048_s256,5,0.3317,-15.8087,-3.2375,-0.2048,0.2048,1.0,True,0.3255,0.0068,0.0554
R_E_bounded_kp0_7599_dp0_2048_s256,6,0.3255,-18.2861,-3.7449,-0.2048,0.2048,1.0,True,0.3311,0.0036,0.0606
R_E_bounded_kp0_7599_dp0_2048_s256,7,0.3311,-16.038,-3.2845,-0.2048,0.2048,1.0,True,0.3349,0.0088,0.0656
R_E_bounded_kp0_7599_dp0_2048_s256,8,0.3349,-14.535,-2.9767,-0.2048,0.2048,1.0,True,0.3339,0.0086,0.0515
R_E_bounded_kp0_7599_dp0_2048_s256,9,0.3339,-14.9299,-3.0576,-0.2048,0.2048,1.0,True,0.3333,0.0052,0.0955
R_E_bounded_kp0_7599_dp0_2048_s256,10,0.3333,-15.1719,-3.1071,-0.2048,0.2048,1.0,True,0.3291,0.0099,0.0591
R_E_bounded_kp0_7599_dp0_2048_s256,11,0.3291,-16.8659,-3.454,-0.2048,0.2048,1.0,True,0.3293,0.0093,0.0528
R_E_bounded_kp0_7599_dp0_2048_s256,12,0.3293,-16.7767,-3.4358,-0.2048,0.2048,1.0,True,0.3329,0.0079,0.069
R_E_bounded_kp0_7599_dp0_2048_s256,13,0.3329,-15.3247,-3.1384,-0.2048,0.2048,1.0,True,0.3255,0.0124,0.0637
R_E_bounded_kp0_7599_dp0_2048_s256,14,0.3255,-18.2925,-3.7462,-0.2048,0.2048,1.0,True,0.3302,0.0057,0.0715
R_E_bounded_kp0_7599_dp0_2048_s256,15,0.3302,-16.4201,-3.3627,-0.2048,0.2048,1.0,True,0.331,0.0081,0.0621
R_E_bounded_kp0_7599_dp0_2048_s1024,0,0.3714,0.0,0.0,0.0,0.2048,0.0,False,0.3676,0.004,0.0646
R_E_bounded_kp0_7599_dp0_2048_s1024,1,0.3676,-1.5368,-0.3147,-0.1867,0.2048,0.9116,True,0.337,0.0064,0.0648
R_E_bounded_kp0_7599_dp0_2048_s1024,2,0.337,-13.6944,-2.8045,-0.2048,0.2048,1.0,True,0.3272,0.009,0.0762
R_E_bounded_kp0_7599_dp0_2048_s1024,3,0.3272,-17.6047,-3.6053,-0.2048,0.2048,1.0,True,0.3303,0.0107,0.0736
R_E_bounded_kp0_7599_dp0_2048_s1024,4,0.3303,-16.3883,-3.3562,-0.2048,0.2048,1.0,True,0.3305,0.0084,0.0485
R_E_bounded_kp0_7599_dp0_2048_s1024,5,0.3305,-16.2736,-3.3327,-0.2048,0.2048,1.0,True,0.3331,0.0052,0.0518
R_E_bounded_kp0_7599_dp0_2048_s1024,6,0.3331,-15.2483,-3.1228,-0.2048,0.2048,1.0,True,0.337,0.0072,0.0767
R_E_bounded_kp0_7599_dp0_2048_s1024,7,0.337,-13.7135,-2.8084,-0.2048,0.2048,1.0,True,0.3297,0.0082,0.0638
R_E_bounded_kp0_7599_dp0_2048_s1024,8,0.3297,-16.6112,-3.4019,-0.2048,0.2048,1.0,True,0.3263,0.0079,0.0765
R_E_bounded_kp0_7599_dp0_2048_s1024,9,0.3263,-17.9486,-3.6758,-0.2048,0.2048,1.0,True,0.332,0.0083,0.0558
R_E_bounded_kp0_7599_dp0_2048_s1024,10,0.332,-15.6941,-3.2141,-0.2048,0.2048,1.0,True,0.3295,0.0066,0.0619
R_E_bounded_kp0_7599_dp0_2048_s1024,11,0.3295,-16.694,-3.4188,-0.2048,0.2048,1.0,True,0.3282,0.0088,0.0725
R_E_bounded_kp0_7599_dp0_2048_s1024,12,0.3282,-17.2098,-3.5245,-0.2048,0.2048,1.0,True,0.3331,0.0052,0.0419
R_E_bounded_kp0_7599_dp0_2048_s1024,13,0.3331,-15.2738,-3.128,-0.2048,0.2048,1.0,True,0.3327,0.006,0.0464
R_E_bounded_kp0_7599_dp0_2048_s1024,14,0.3327,-15.4202,-3.158,-0.2048,0.2048,1.0,True,0.3336,0.0071,0.0774
R_E_bounded_kp0_7599_dp0_2048_s1024,15,0.3336,-15.0445,-3.081,-0.2048,0.2048,1.0,True,0.3321,0.0079,0.069
R_E_bounded_kp0_7599_dp0_2048_s31415,0,0.3714,0.0,0.0,0.0,0.2048,0.0,False,0.3612,0.0028,0.0683
R_E_bounded_kp0_7599_dp0_2048_s31415,1,0.3612,-4.0651,-0.8325,-0.2047,0.2048,0.9994,True,0.3325,0.0097,0.071
R_E_bounded_kp0_7599_dp0_2048_s31415,2,0.3325,-15.4839,-3.171,-0.2048,0.2048,1.0,True,0.3321,0.0068,0.0638
R_E_bounded_kp0_7599_dp0_2048_s31415,3,0.3321,-15.6495,-3.2049,-0.2048,0.2048,1.0,True,0.3305,0.0081,0.078
R_E_bounded_kp0_7599_dp0_2048_s31415,4,0.3305,-16.2864,-3.3354,-0.2048,0.2048,1.0,True,0.33,0.0071,0.0467
R_E_bounded_kp0_7599_dp0_2048_s31415,5,0.33,-16.4711,-3.3732,-0.2048,0.2048,1.0,True,0.3326,0.0092,0.0826
R_E_bounded_kp0_7599_dp0_2048_s31415,6,0.3326,-15.4712,-3.1684,-0.2048,0.2048,1.0,True,0.3289,0.0072,0.0574
R_E_bounded_kp0_7599_dp0_2048_s31415,7,0.3289,-16.936,-3.4684,-0.2048,0.2048,1.0,True,0.3307,0.0053,0.0542
R_E_bounded_kp0_7599_dp0_2048_s31415,8,0.3307,-16.2036,-3.3184,-0.2048,0.2048,1.0,True,0.3308,0.0099,0.0702
R_E_bounded_kp0_7599_dp0_2048_s31415,9,0.3308,-16.159,-3.3093,-0.2048,0.2048,1.0,True,0.3303,0.0061,0.0569
R_E_bounded_kp0_7599_dp0_2048_s31415,10,0.3303,-16.3692,-3.3523,-0.2048,0.2048,1.0,True,0.33,0.0097,0.0795
R_E_bounded_kp0_7599_dp0_2048_s31415,11,0.33,-16.4965,-3.3784,-0.2048,0.2048,1.0,True,0.3295,0.0115,0.0518
R_E_bounded_kp0_7599_dp0_2048_s31415,12,0.3295,-16.7067,-3.4214,-0.2048,0.2048,1.0,True,0.3333,0.0056,0.0793
R_E_bounded_kp0_7599_dp0_2048_s31415,13,0.3333,-15.1719,-3.1071,-0.2048,0.2048,1.0,True,0.3328,0.0055,0.069
R_E_bounded_kp0_7599_dp0_2048_s31415,14,0.3328,-15.3948,-3.1528,-0.2048,0.2048,1.0,True,0.3313,0.0094,0.0652
R_E_bounded_kp0_7599_dp0_2048_s31415,15,0.3313,-15.9679,-3.2701,-0.2048,0.2048,1.0,True,0.3371,0.0093,0.0699
R_E_bounded_kp0_7599_dp0_4055_s42,0,0.3714,0.0,0.0,0.0,0.4055,0.0,False,0.3653,0.0072,0.0649
R_E_bounded_kp0_7599_dp0_4055_s42,1,0.3653,-2.4539,-0.995,-0.3995,0.4055,0.9853,True,0.2953,0.008,0.0576
R_E_bounded_kp0_7599_dp0_4055_s42,2,0.2953,-30.2844,-12.2793,-0.4055,0.4055,1.0,True,0.2876,0.0103,0.0742
R_E_bounded_kp0_7599_dp0_4055_s42,3,0.2876,-33.3732,-13.5317,-0.4055,0.4055,1.0,True,0.2921,0.0111,0.0586
R_E_bounded_kp0_7599_dp0_4055_s42,4,0.2921,-31.5582,-12.7957,-0.4055,0.4055,1.0,True,0.2915,0.0101,0.0677
R_E_bounded_kp0_7599_dp0_4055_s42,5,0.2915,-31.8129,-12.899,-0.4055,0.4055,1.0,True,0.293,0.0105,0.0631
R_E_bounded_kp0_7599_dp0_4055_s42,6,0.293,-31.2079,-12.6537,-0.4055,0.4055,1.0,True,0.2929,0.0091,0.063
R_E_bounded_kp0_7599_dp0_4055_s42,7,0.2929,-31.2461,-12.6692,-0.4055,0.4055,1.0,True,0.2892,0.0118,0.0683
R_E_bounded_kp0_7599_dp0_4055_s42,8,0.2892,-32.7363,-13.2734,-0.4055,0.4055,1.0,True,0.2894,0.0084,0.0536
R_E_bounded_kp0_7599_dp0_4055_s42,9,0.2894,-32.6408,-13.2347,-0.4055,0.4055,1.0,True,0.2926,0.01,0.0769
R_E_bounded_kp0_7599_dp0_4055_s42,10,0.2926,-31.3735,-12.7208,-0.4055,0.4055,1.0,True,0.2915,0.0118,0.0755
R_E_bounded_kp0_7599_dp0_4055_s42,11,0.2915,-31.8002,-12.8939,-0.4055,0.4055,1.0,True,0.2895,0.0105,0.0441
R_E_bounded_kp0_7599_dp0_4055_s42,12,0.2895,-32.609,-13.2218,-0.4055,0.4055,1.0,True,0.2927,0.0071,0.0895
R_E_bounded_kp0_7599_dp0_4055_s42,13,0.2927,-31.3416,-12.7079,-0.4055,0.4055,1.0,True,0.29,0.0076,0.0579
R_E_bounded_kp0_7599_dp0_4055_s42,14,0.29,-32.4243,-13.1469,-0.4055,0.4055,1.0,True,0.2905,0.0079,0.0591
R_E_bounded_kp0_7599_dp0_4055_s42,15,0.2905,-32.2205,-13.0643,-0.4055,0.4055,1.0,True,0.2909,0.0079,0.0648
R_E_bounded_kp0_7599_dp0_4055_s137,0,0.3714,0.0,0.0,0.0,0.4055,0.0,False,0.3689,0.0074,0.0627
R_E_bounded_kp0_7599_dp0_4055_s137,1,0.3689,-1.0146,-0.4114,-0.3113,0.4055,0.7677,False,0.3112,0.0065,0.0544
R_E_bounded_kp0_7599_dp0_4055_s137,2,0.3112,-23.9605,-9.7151,-0.4055,0.4055,1.0,True,0.2908,0.0123,0.0538
R_E_bounded_kp0_7599_dp0_4055_s137,3,0.2908,-32.0867,-13.0101,-0.4055,0.4055,1.0,True,0.2915,0.0132,0.0766
R_E_bounded_kp0_7599_dp0_4055_s137,4,0.2915,-31.832,-12.9068,-0.4055,0.4055,1.0,True,0.2888,0.0123,0.0691
R_E_bounded_kp0_7599_dp0_4055_s137,5,0.2888,-32.9019,-13.3406,-0.4055,0.4055,1.0,True,0.2895,0.0125,0.0592
R_E_bounded_kp0_7599_dp0_4055_s137,6,0.2895,-32.6153,-13.2244,-0.4055,0.4055,1.0,True,0.2881,0.0133,0.051
R_E_bounded_kp0_7599_dp0_4055_s137,7,0.2881,-33.1694,-13.449,-0.4055,0.4055,1.0,True,0.2923,0.0106,0.0833
R_E_bounded_kp0_7599_dp0_4055_s137,8,0.2923,-31.4945,-12.7699,-0.4055,0.4055,1.0,True,0.288,0.0089,0.0714
R_E_bounded_kp0_7599_dp0_4055_s137,9,0.288,-33.214,-13.4671,-0.4055,0.4055,1.0,True,0.2857,0.013,0.0937
R_E_bounded_kp0_7599_dp0_4055_s137,10,0.2857,-34.1056,-13.8286,-0.4055,0.4055,1.0,True,0.2925,0.0081,0.0862
R_E_bounded_kp0_7599_dp0_4055_s137,11,0.2925,-31.418,-12.7389,-0.4055,0.4055,1.0,True,0.2909,0.01,0.0765
R_E_bounded_kp0_7599_dp0_4055_s137,12,0.2909,-32.0422,-12.992,-0.4055,0.4055,1.0,True,0.2928,0.0087,0.0521
R_E_bounded_kp0_7599_dp0_4055_s137,13,0.2928,-31.2907,-12.6873,-0.4055,0.4055,1.0,True,0.289,0.0098,0.0773
R_E_bounded_kp0_7599_dp0_4055_s137,14,0.289,-32.8128,-13.3044,-0.4055,0.4055,1.0,True,0.2932,0.0093,0.0649
R_E_bounded_kp0_7599_dp0_4055_s137,15,0.2932,-31.1506,-12.6305,-0.4055,0.4055,1.0,True,0.2914,0.0126,0.0912
R_E_bounded_kp0_7599_dp0_4055_s256,0,0.3714,0.0,0.0,0.0,0.4055,0.0,False,0.3675,0.0083,0.0739
R_E_bounded_kp0_7599_dp0_4055_s256,1,0.3675,-1.575,-0.6386,-0.3721,0.4055,0.9178,True,0.2984,0.0081,0.0649
R_E_bounded_kp0_7599_dp0_4055_s256,2,0.2984,-29.0681,-11.7861,-0.4055,0.4055,1.0,True,0.2928,0.0099,0.0796
R_E_bounded_kp0_7599_dp0_4055_s256,3,0.2928,-31.2907,-12.6873,-0.4055,0.4055,1.0,True,0.2933,0.015,0.089
R_E_bounded_kp0_7599_dp0_4055_s256,4,0.2933,-31.1124,-12.615,-0.4055,0.4055,1.0,True,0.2918,0.0134,0.0831
R_E_bounded_kp0_7599_dp0_4055_s256,5,0.2918,-31.6983,-12.8525,-0.4055,0.4055,1.0,True,0.2857,0.0094,0.0604
R_E_bounded_kp0_7599_dp0_4055_s256,6,0.2857,-34.1374,-13.8415,-0.4055,0.4055,1.0,True,0.2915,0.0059,0.066
R_E_bounded_kp0_7599_dp0_4055_s256,7,0.2915,-31.832,-12.9068,-0.4055,0.4055,1.0,True,0.2927,0.0117,0.0632
R_E_bounded_kp0_7599_dp0_4055_s256,8,0.2927,-31.348,-12.7105,-0.4055,0.4055,1.0,True,0.2948,0.0103,0.0508
R_E_bounded_kp0_7599_dp0_4055_s256,9,0.2948,-30.4882,-12.3619,-0.4055,0.4055,1.0,True,0.2932,0.0072,0.0858
R_E_bounded_kp0_7599_dp0_4055_s256,10,0.2932,-31.1187,-12.6176,-0.4055,0.4055,1.0,True,0.2878,0.0113,0.0701
R_E_bounded_kp0_7599_dp0_4055_s256,11,0.2878,-33.2777,-13.4929,-0.4055,0.4055,1.0,True,0.2892,0.0117,0.0599
R_E_bounded_kp0_7599_dp0_4055_s256,12,0.2892,-32.7491,-13.2786,-0.4055,0.4055,1.0,True,0.2901,0.0082,0.0681
R_E_bounded_kp0_7599_dp0_4055_s256,13,0.2901,-32.3861,-13.1314,-0.4055,0.4055,1.0,True,0.2851,0.0126,0.0621
R_E_bounded_kp0_7599_dp0_4055_s256,14,0.2851,-34.3539,-13.9293,-0.4055,0.4055,1.0,True,0.2891,0.0056,0.0711
R_E_bounded_kp0_7599_dp0_4055_s256,15,0.2891,-32.7809,-13.2915,-0.4055,0.4055,1.0,True,0.2891,0.0097,0.0634
R_E_bounded_kp0_7599_dp0_4055_s1024,0,0.3714,0.0,0.0,0.0,0.4055,0.0,False,0.3676,0.004,0.0646
