Lambda_anchor,kappa,target_c,realized_delta_p,seed,window_start,Psi_meanI_state,Psi_meanI_state_z,Psi_persistence_I,Psi_persistence_I_z,relative_drift,rho_cv,rho_range_over_mean,mean_rho,Steady_State_Candidate,Lifted_Activation_Candidate,mean_active_state_variance,persistence_std,extinction_degenerate,saturation_degenerate,LowLow_Nondegenerate_Candidate
0.4,-1.1398,-0.5,-0.5,256,75,0.0101,10.4708,-0.0693,-6.709,0.0145,0.0242,0.1194,0.4254,True,True,0.2443,0.0479,False,False,False
0.4,-1.1398,-0.5,-0.5,256,100,0.0098,8.9885,-0.0708,-6.7396,0.001,0.0265,0.1251,0.4253,True,True,0.2443,0.0487,False,False,False
0.4,-1.1398,-0.5,-0.5,1024,0,0.01,10.1686,-0.0584,-6.0702,0.0189,0.0901,1.1837,0.4244,False,True,0.2428,0.0474,False,False,False
0.4,-1.1398,-0.5,-0.5,1024,25,0.0109,10.7036,-0.0586,-5.8575,0.003,0.0207,0.0976,0.4262,True,True,0.2445,0.0478,False,False,False
0.4,-1.1398,-0.5,-0.5,1024,50,0.0099,9.7184,-0.062,-6.2516,0.0072,0.0209,0.0948,0.4262,True,True,0.2445,0.0483,False,False,False
0.4,-1.1398,-0.5,-0.5,1024,75,0.0092,9.7926,-0.0693,-6.7851,0.0096,0.0228,0.101,0.4275,True,True,0.2447,0.0473,False,False,False
0.4,-1.1398,-0.5,-0.5,1024,100,0.0093,9.1327,-0.0711,-6.6179,0.006,0.0233,0.1077,0.4273,True,True,0.2446,0.0479,False,False,False
0.4,-1.1398,-0.5,-0.5,31415,0,0.0073,7.282,-0.0565,-5.6284,0.0352,0.0934,1.2166,0.4228,False,True,0.2425,0.0466,False,False,False
0.4,-1.1398,-0.5,-0.5,31415,25,0.0086,8.9053,-0.0643,-6.3838,0.0061,0.0223,0.126,0.4255,True,True,0.2444,0.0476,False,False,False
0.4,-1.1398,-0.5,-0.5,31415,50,0.0089,9.2079,-0.0678,-6.677,0.0068,0.0235,0.1175,0.4255,True,True,0.2444,0.0484,False,False,False
0.4,-1.1398,-0.5,-0.5,31415,75,0.0092,9.9487,-0.0699,-7.5409,0.0005,0.0239,0.1138,0.4254,True,True,0.2443,0.0485,False,False,False
0.4,-1.1398,-0.5,-0.5,31415,100,0.0096,10.4979,-0.0706,-6.749,0.0006,0.0248,0.1138,0.4252,True,True,0.2443,0.0479,False,False,False
0.4,-0.7599,-0.35,-0.35,42,0,0.0034,3.6613,-0.0515,-5.1068,0.032,0.0838,1.0247,0.4161,False,True,0.2418,0.0491,False,False,False
0.4,-0.7599,-0.35,-0.35,42,25,0.0043,4.8309,-0.0479,-4.9068,0.0022,0.024,0.1405,0.4184,True,True,0.2432,0.0485,False,False,False
0.4,-0.7599,-0.35,-0.35,42,50,0.005,5.6129,-0.0465,-4.8221,0.0071,0.0257,0.1423,0.4189,True,True,0.2433,0.0492,False,False,False
0.4,-0.7599,-0.35,-0.35,42,75,0.005,4.9357,-0.0529,-5.3093,0.0032,0.0235,0.1269,0.4192,True,True,0.2434,0.0488,False,False,False
0.4,-0.7599,-0.35,-0.35,42,100,0.0053,5.3139,-0.0492,-4.6756,0.0005,0.0255,0.1269,0.4191,True,True,0.2433,0.0482,False,False,False
0.4,-0.7599,-0.35,-0.35,137,0,0.0043,5.2251,-0.0535,-5.3644,0.0266,0.0844,1.0279,0.4164,False,True,0.2418,0.0475,False,False,False
0.4,-0.7599,-0.35,-0.35,137,25,0.0046,5.3067,-0.0542,-5.4419,0.004,0.0256,0.1215,0.418,True,True,0.2432,0.0479,False,False,False
0.4,-0.7599,-0.35,-0.35,137,50,0.0056,6.131,-0.0595,-5.9191,0.0005,0.0269,0.1253,0.4181,True,True,0.2432,0.0485,False,False,False
0.4,-0.7599,-0.35,-0.35,137,75,0.0054,6.0099,-0.0539,-5.418,0.0041,0.0263,0.1253,0.4184,True,True,0.2432,0.0479,False,False,False
0.4,-0.7599,-0.35,-0.35,137,100,0.0052,5.612,-0.0492,-4.679,0.0011,0.0253,0.1253,0.4182,True,True,0.2432,0.0478,False,False,False
0.4,-0.7599,-0.35,-0.35,256,0,0.0043,4.7091,-0.0378,-3.5344,0.0351,0.0857,1.0592,0.4177,False,True,0.2419,0.046,False,False,False
0.4,-0.7599,-0.35,-0.35,256,25,0.0041,4.487,-0.0341,-3.5125,0.0061,0.0247,0.0972,0.4196,True,True,0.2434,0.0459,False,False,False
0.4,-0.7599,-0.35,-0.35,256,50,0.0051,5.1875,-0.0292,-2.9848,0.0193,0.0244,0.1013,0.4186,True,True,0.2433,0.0464,False,False,False
0.4,-0.7599,-0.35,-0.35,256,75,0.0041,4.3661,-0.0453,-4.217,0.0141,0.0253,0.1331,0.4178,True,True,0.2431,0.0474,False,False,False
0.4,-0.7599,-0.35,-0.35,256,100,0.0039,3.6018,-0.048,-4.3029,0.0043,0.0255,0.1331,0.4177,True,True,0.2431,0.0486,False,False,False
0.4,-0.7599,-0.35,-0.35,1024,0,0.0043,4.4553,-0.0419,-4.2806,0.0254,0.0845,1.0537,0.4164,False,True,0.2418,0.0481,False,False,False
0.4,-0.7599,-0.35,-0.35,1024,25,0.0053,5.5735,-0.0425,-3.9898,0.0035,0.021,0.0975,0.4186,True,True,0.2433,0.0484,False,False,False
0.4,-0.7599,-0.35,-0.35,1024,50,0.0052,5.1313,-0.0458,-4.7765,0.0094,0.0219,0.0984,0.4187,True,True,0.2433,0.0486,False,False,False
0.4,-0.7599,-0.35,-0.35,1024,75,0.0044,5.0029,-0.0504,-4.9124,0.0098,0.0237,0.119,0.42,True,True,0.2435,0.048,False,False,False
0.4,-0.7599,-0.35,-0.35,1024,100,0.0041,4.3107,-0.0527,-4.9854,0.0088,0.0239,0.1192,0.4195,True,True,0.2434,0.0485,False,False,False
0.4,-0.7599,-0.35,-0.35,31415,0,0.0024,2.6853,-0.0403,-4.1839,0.0408,0.0861,1.0653,0.4149,False,True,0.2415,0.0475,False,False,False
0.4,-0.7599,-0.35,-0.35,31415,25,0.0037,4.0624,-0.0467,-4.6144,0.0045,0.0226,0.132,0.418,True,True,0.2432,0.0482,False,False,False
0.4,-0.7599,-0.35,-0.35,31415,50,0.0038,3.9928,-0.0543,-5.375,0.0069,0.0231,0.1168,0.4179,True,True,0.2432,0.0484,False,False,False
0.4,-0.7599,-0.35,-0.35,31415,75,0.0039,4.3308,-0.0584,-6.3705,0.0007,0.0236,0.1082,0.4177,True,True,0.2431,0.0487,False,False,False
0.4,-0.7599,-0.35,-0.35,31415,100,0.0043,4.9111,-0.0535,-5.2366,0.0006,0.0251,0.1082,0.4177,True,True,0.2431,0.048,False,False,False
0.4,-0.4221,-0.2,-0.2,42,0,0.0004,0.727,-0.0375,-3.7338,0.0409,0.08,0.8963,0.4079,False,True,0.2404,0.0499,False,False,False
0.4,-0.4221,-0.2,-0.2,42,25,0.0009,1.3953,-0.0372,-3.6768,0.0046,0.023,0.1276,0.4107,True,True,0.2419,0.0493,False,False,False
0.4,-0.4221,-0.2,-0.2,42,50,0.002,2.3812,-0.0263,-2.7499,0.009,0.0243,0.1273,0.4115,True,True,0.2421,0.0495,False,False,False
0.4,-0.4221,-0.2,-0.2,42,75,0.0023,2.4608,-0.0397,-3.886,0.0054,0.0229,0.1186,0.4116,True,True,0.2421,0.0493,False,False,False
0.4,-0.4221,-0.2,-0.2,42,100,0.0025,2.7311,-0.0357,-3.3776,0.0009,0.0251,0.1186,0.4115,True,True,0.2421,0.0486,False,False,False
0.4,-0.4221,-0.2,-0.2,137,0,0.0011,1.6227,-0.0337,-3.1701,0.0304,0.0806,0.8967,0.4086,False,True,0.2406,0.0477,False,False,False
0.4,-0.4221,-0.2,-0.2,137,25,0.0015,2.0008,-0.0387,-3.9918,0.0057,0.0247,0.1053,0.4103,True,True,0.2418,0.0481,False,False,False
0.4,-0.4221,-0.2,-0.2,137,50,0.0029,3.3994,-0.0414,-4.1477,0.0019,0.0252,0.1102,0.4103,True,True,0.2419,0.049,False,False,False
0.4,-0.4221,-0.2,-0.2,137,75,0.0031,3.6675,-0.0313,-3.1578,0.0051,0.0254,0.113,0.4107,True,True,0.2419,0.0481,False,False,False
0.4,-0.4221,-0.2,-0.2,137,100,0.0031,3.429,-0.026,-2.4404,0.0046,0.0245,0.113,0.4105,True,True,0.2419,0.0479,False,False,False
0.4,-0.4221,-0.2,-0.2,256,0,0.0015,1.7918,-0.0198,-1.8047,0.0439,0.0814,0.9219,0.41,False,True,0.2408,0.0465,False,False,True
0.4,-0.4221,-0.2,-0.2,256,25,0.0017,2.1981,-0.0189,-1.9016,0.0072,0.0244,0.1018,0.4125,True,True,0.2422,0.0465,False,False,False
0.4,-0.4221,-0.2,-0.2,256,50,0.0026,2.7659,-0.0108,-1.0754,0.0207,0.024,0.0982,0.4114,True,True,0.242,0.0467,False,False,False
0.4,-0.4221,-0.2,-0.2,256,75,0.0013,1.7455,-0.0288,-2.7329,0.0166,0.0252,0.1247,0.4106,True,True,0.2419,0.0481,False,False,False
0.4,-0.4221,-0.2,-0.2,256,100,0.0009,0.9951,-0.0347,-3.1838,0.0031,0.0255,0.1258,0.4103,True,True,0.2418,0.0492,False,False,False
0.4,-0.4221,-0.2,-0.2,1024,0,0.0013,1.6927,-0.022,-2.2025,0.0297,0.0804,0.9268,0.4083,False,True,0.2405,0.0481,False,False,False
0.4,-0.4221,-0.2,-0.2,1024,25,0.0021,2.5185,-0.0267,-2.512,0.0055,0.021,0.0954,0.4109,True,True,0.242,0.0485,False,False,False
0.4,-0.4221,-0.2,-0.2,1024,50,0.0018,2.1168,-0.0319,-3.256,0.0118,0.0214,0.0983,0.4112,True,True,0.242,0.0486,False,False,False
0.4,-0.4221,-0.2,-0.2,1024,75,0.0013,1.7128,-0.0382,-3.6798,0.0115,0.0234,0.1192,0.4127,True,True,0.2423,0.0482,False,False,False
0.4,-0.4221,-0.2,-0.2,1024,100,0.0012,1.5067,-0.0339,-3.1226,0.0114,0.024,0.1194,0.4122,True,True,0.2422,0.0486,False,False,False
0.4,-0.4221,-0.2,-0.2,31415,0,-0.0004,0.0774,-0.019,-2.0281,0.047,0.0821,0.9373,0.4067,False,True,0.2402,0.0478,False,False,False
0.4,-0.4221,-0.2,-0.2,31415,25,0.0009,1.4005,-0.0267,-2.5042,0.0055,0.0233,0.1316,0.4104,True,True,0.2419,0.0485,False,False,False
0.4,-0.4221,-0.2,-0.2,31415,50,0.0013,1.624,-0.0407,-4.0575,0.0059,0.0237,0.1082,0.4103,True,True,0.2419,0.0485,False,False,False
0.4,-0.4221,-0.2,-0.2,31415,75,0.0017,2.2926,-0.0436,-4.7182,0.0027,0.024,0.1112,0.4102,True,True,0.2418,0.049,False,False,False
0.4,-0.4221,-0.2,-0.2,31415,100,0.0017,2.1271,-0.039,-3.8624,0.0011,0.0251,0.1111,0.4103,True,True,0.2419,0.0481,False,False,False
0.4,-0.209,-0.1,-0.1,42,0,-0.0004,-0.0973,-0.0247,-2.5181,0.0439,0.079,0.8144,0.4023,False,True,0.2394,0.0501,False,False,False
0.4,-0.209,-0.1,-0.1,42,25,0.0001,0.5284,-0.0228,-2.116,0.0036,0.0234,0.1194,0.4053,True,True,0.2409,0.0495,False,False,False
0.4,-0.209,-0.1,-0.1,42,50,0.0008,1.2937,-0.0121,-1.3051,0.0092,0.024,0.1182,0.4061,True,True,0.2411,0.0499,False,False,True
0.4,-0.209,-0.1,-0.1,42,75,0.001,1.304,-0.024,-2.334,0.0049,0.023,0.1142,0.4062,True,True,0.2411,0.0493,False,False,False
0.4,-0.209,-0.1,-0.1,42,100,0.001,1.3024,-0.0231,-2.1633,0.0028,0.0253,0.1192,0.406,True,True,0.2411,0.0489,False,False,False
0.4,-0.209,-0.1,-0.1,137,0,0.0001,0.5935,-0.0175,-1.5904,0.0318,0.0794,0.8338,0.4035,False,True,0.2397,0.0482,False,False,True
0.4,-0.209,-0.1,-0.1,137,25,0.0004,0.7385,-0.0224,-2.2894,0.0028,0.0244,0.1007,0.4051,True,True,0.2409,0.0484,False,False,False
0.4,-0.209,-0.1,-0.1,137,50,0.0016,2.0395,-0.029,-2.9385,0.0028,0.0252,0.1175,0.4051,True,True,0.2409,0.0493,False,False,False
0.4,-0.209,-0.1,-0.1,137,75,0.0019,2.5564,-0.0212,-2.1014,0.0031,0.0256,0.1174,0.4055,True,True,0.241,0.0482,False,False,False
0.4,-0.209,-0.1,-0.1,137,100,0.0017,2.0892,-0.0152,-1.3921,0.0065,0.0247,0.1174,0.4054,True,True,0.2409,0.048,False,False,False
0.4,-0.209,-0.1,-0.1,256,0,0.0001,0.4035,-0.0089,-0.8026,0.0447,0.0802,0.8422,0.4046,False,True,0.2399,0.0467,False,False,True
0.4,-0.209,-0.1,-0.1,256,25,0.0001,0.5416,-0.0066,-0.6321,0.0095,0.0254,0.1081,0.4069,True,True,0.2412,0.047,False,False,True
0.4,-0.209,-0.1,-0.1,256,50,0.0007,0.9876,0.0034,0.4106,0.0237,0.0245,0.1005,0.4058,True,True,0.241,0.0471,False,False,True
0.4,-0.209,-0.1,-0.1,256,75,-0.0002,0.2281,-0.0156,-1.4637,0.0163,0.025,0.1225,0.405,True,True,0.2409,0.0483,False,False,True
0.4,-0.209,-0.1,-0.1,256,100,-0.0005,-0.2244,-0.0208,-1.8989,0.0058,0.0253,0.1206,0.4047,True,True,0.2408,0.0493,False,False,True
0.4,-0.209,-0.1,-0.1,1024,0,0.0004,0.7864,-0.0084,-0.7429,0.034,0.0791,0.8528,0.4024,False,True,0.2395,0.0482,False,False,True
0.4,-0.209,-0.1,-0.1,1024,25,0.0012,1.6113,-0.0161,-1.4332,0.0098,0.0209,0.0967,0.4054,True,True,0.241,0.0485,False,False,True
0.4,-0.209,-0.1,-0.1,1024,50,0.0009,1.2501,-0.0211,-2.1489,0.0146,0.0213,0.0966,0.4059,True,True,0.2411,0.0489,False,False,False
0.4,-0.209,-0.1,-0.1,1024,75,0.0002,0.5366,-0.0246,-2.3159,0.0107,0.0233,0.1227,0.4075,True,True,0.2414,0.0484,False,False,False
0.4,-0.209,-0.1,-0.1,1024,100,0.0002,0.5866,-0.0253,-2.358,0.0165,0.0245,0.1229,0.4067,True,True,0.2412,0.0488,False,False,False
0.4,-0.209,-0.1,-0.1,31415,0,-0.0015,-0.941,-0.0024,-0.2982,0.0498,0.0806,0.8544,0.4012,False,True,0.2392,0.048,False,False,True
0.4,-0.209,-0.1,-0.1,31415,25,-0.0002,0.2416,-0.0086,-0.6764,0.0044,0.0241,0.1373,0.4051,True,True,0.2409,0.0488,False,False,True
0.4,-0.209,-0.1,-0.1,31415,50,-0.0001,0.2423,-0.0238,-2.3246,0.0078,0.0246,0.1205,0.405,True,True,0.2409,0.0486,False,False,False
0.4,-0.209,-0.1,-0.1,31415,75,0.0002,0.663,-0.0263,-2.832,0.0022,0.0245,0.1127,0.4046,True,True,0.2408,0.0491,False,False,False
0.4,-0.209,-0.1,-0.1,31415,100,0.0002,0.5389,-0.0246,-2.3939,0.0015,0.0257,0.1126,0.4049,True,True,0.2408,0.0482,False,False,False
0.4,-0.1042,-0.05,-0.05,42,0,-0.0007,-0.3283,-0.0175,-1.7395,0.0453,0.0788,0.8121,0.3995,False,True,0.2389,0.0504,False,False,True
0.4,-0.1042,-0.05,-0.05,42,25,-0.0002,0.3101,-0.0145,-1.3066,0.0028,0.0233,0.1162,0.4026,True,True,0.2404,0.0498,False,False,True
0.4,-0.1042,-0.05,-0.05,42,50,0.0005,0.9856,-0.0056,-0.6119,0.0098,0.024,0.117,0.4034,True,True,0.2406,0.0501,False,False,True
0.4,-0.1042,-0.05,-0.05,42,75,0.0007,1.073,-0.019,-1.8064,0.0064,0.0235,0.1209,0.4035,True,True,0.2406,0.0495,False,False,True
0.4,-0.1042,-0.05,-0.05,42,100,0.0008,1.1288,-0.0181,-1.658,0.0047,0.0257,0.123,0.4032,True,True,0.2405,0.0491,False,False,True
0.4,-0.1042,-0.05,-0.05,137,0,-0.0001,0.3209,-0.0096,-0.8207,0.0334,0.079,0.8071,0.4004,False,True,0.2391,0.0483,False,False,True
0.4,-0.1042,-0.05,-0.05,137,25,-0.0,0.3524,-0.0141,-1.4887,0.0037,0.0243,0.1044,0.4022,True,True,0.2403,0.0487,False,False,True
0.4,-0.1042,-0.05,-0.05,137,50,0.0013,1.764,-0.0153,-1.5661,0.0018,0.0254,0.1134,0.4023,True,True,0.2403,0.0496,False,False,True
0.4,-0.1042,-0.05,-0.05,137,75,0.0017,2.2894,-0.0138,-1.3485,0.0034,0.0259,0.1132,0.4027,True,True,0.2404,0.0485,False,False,False
0.4,-0.1042,-0.05,-0.05,137,100,0.0014,1.7619,-0.0098,-0.8505,0.0056,0.0249,0.1133,0.4026,True,True,0.2404,0.0481,False,False,True
0.4,-0.1042,-0.05,-0.05,256,0,-0.0,0.282,-0.0018,-0.17,0.0469,0.0797,0.8229,0.4015,False,True,0.2393,0.0467,False,False,True
0.4,-0.1042,-0.05,-0.05,256,25,-0.0001,0.359,-0.0007,0.0179,0.0086,0.0256,0.1178,0.4041,True,True,0.2407,0.0467,False,False,True
0.4,-0.1042,-0.05,-0.05,256,50,0.0006,0.956,0.0093,1.0216,0.0238,0.0246,0.1052,0.4029,True,True,0.2405,0.0471,False,False,True
0.4,-0.1042,-0.05,-0.05,256,75,-0.0002,0.2564,-0.0099,-0.9308,0.0168,0.0251,0.1224,0.4021,True,True,0.2403,0.0485,False,False,True
0.4,-0.1042,-0.05,-0.05,256,100,-0.0004,-0.189,-0.0137,-1.2157,0.0059,0.0252,0.1224,0.4019,True,True,0.2403,0.0496,False,False,True
0.4,-0.1042,-0.05,-0.05,1024,0,-0.0001,0.3053,-0.0029,-0.2153,0.0366,0.0787,0.828,0.3995,False,True,0.2389,0.0484,False,False,True
0.4,-0.1042,-0.05,-0.05,1024,25,0.0009,1.3337,-0.008,-0.6787,0.0077,0.0215,0.0993,0.4026,True,True,0.2404,0.0489,False,False,True
0.4,-0.1042,-0.05,-0.05,1024,50,0.0007,1.0905,-0.0105,-1.0895,0.0113,0.0213,0.0983,0.4029,True,True,0.2405,0.0491,False,False,True
0.4,-0.1042,-0.05,-0.05,1024,75,-0.0001,0.2465,-0.0138,-1.2605,0.0108,0.0234,0.1236,0.4044,True,True,0.2408,0.0484,False,False,True
0.4,-0.1042,-0.05,-0.05,1024,100,-0.0,0.3784,-0.0161,-1.4809,0.0166,0.0246,0.1239,0.4036,True,True,0.2406,0.0489,False,False,True
0.4,-0.1042,-0.05,-0.05,31415,0,-0.0015,-1.0198,0.0057,0.5579,0.0533,0.0801,0.8296,0.3983,False,True,0.2386,0.0483,False,False,True
0.4,-0.1042,-0.05,-0.05,31415,25,-0.0004,0.0534,-0.0032,-0.1654,0.0034,0.0242,0.1342,0.4023,True,True,0.2404,0.0491,False,False,True
0.4,-0.1042,-0.05,-0.05,31415,50,-0.0,0.3165,-0.0182,-1.7368,0.0084,0.0245,0.1283,0.4022,True,True,0.2403,0.0489,False,False,True
0.4,-0.1042,-0.05,-0.05,31415,75,0.0,0.4983,-0.0217,-2.3468,0.0021,0.0246,0.1215,0.4017,True,True,0.2402,0.0492,False,False,False
0.4,-0.1042,-0.05,-0.05,31415,100,-0.0002,0.1662,-0.0206,-1.9979,0.0012,0.026,0.1214,0.4019,True,True,0.2403,0.0484,False,False,True
0.4,0.0,0.0,0.0,42,0,-0.0007,-0.3675,-0.01,-0.958,0.0465,0.0786,0.8117,0.3962,False,True,0.2383,0.0504,False,False,True
0.4,0.0,0.0,0.0,42,25,-0.0001,0.3241,-0.0099,-0.8383,0.0023,0.023,0.1181,0.3996,True,True,0.2398,0.0497,False,False,True
0.4,0.0,0.0,0.0,42,50,0.0006,0.9968,-0.0015,-0.1846,0.0098,0.0241,0.1219,0.4002,True,True,0.24,0.0499,False,False,True
0.4,0.0,0.0,0.0,42,75,0.0003,0.7426,-0.0162,-1.5453,0.006,0.0238,0.1269,0.4003,True,True,0.24,0.0495,False,False,True
0.4,0.0,0.0,0.0,42,100,0.0006,0.959,-0.0135,-1.2436,0.0045,0.0261,0.128,0.4,True,True,0.2399,0.0493,False,False,True
0.4,0.0,0.0,0.0,137,0,-0.0,0.4043,-0.0056,-0.4277,0.0346,0.0785,0.803,0.3975,False,True,0.2385,0.0486,False,False,True
0.4,0.0,0.0,0.0,137,25,0.0,0.4041,-0.0079,-0.8161,0.0025,0.024,0.1062,0.3993,True,True,0.2398,0.0489,False,False,True
0.4,0.0,0.0,0.0,137,50,0.0013,1.8018,-0.0071,-0.7696,0.0028,0.0253,0.1172,0.3993,True,True,0.2398,0.0497,False,False,True
0.4,0.0,0.0,0.0,137,75,0.0016,2.3239,-0.0055,-0.4713,0.0039,0.026,0.1171,0.3996,True,True,0.2398,0.0486,False,False,False
0.4,0.0,0.0,0.0,137,100,0.0014,1.7626,0.0005,0.1983,0.0066,0.0249,0.1171,0.3996,True,True,0.2398,0.0483,False,False,True
0.4,0.0,0.0,0.0,256,0,-0.0006,-0.2213,0.0039,0.372,0.0497,0.0795,0.8131,0.3985,False,True,0.2387,0.047,False,False,True
0.4,0.0,0.0,0.0,256,25,-0.0005,-0.0536,0.0052,0.6138,0.008,0.0254,0.1126,0.4013,True,True,0.2402,0.0468,False,False,True
0.4,0.0,0.0,0.0,256,50,0.0004,0.6777,0.0192,2.0406,0.0247,0.0244,0.1069,0.4002,True,True,0.2399,0.0471,False,False,False
0.4,0.0,0.0,0.0,256,75,-0.0004,0.0955,-0.0015,-0.1411,0.0177,0.0251,0.1262,0.3993,True,True,0.2398,0.0485,False,False,True
0.4,0.0,0.0,0.0,256,100,-0.0006,-0.3273,-0.0051,-0.359,0.0045,0.0253,0.1263,0.3991,True,True,0.2397,0.0497,False,False,True
0.4,0.0,0.0,0.0,1024,0,-0.0002,0.1757,0.0035,0.4673,0.0393,0.0783,0.8262,0.3965,False,True,0.2383,0.0487,False,False,True
0.4,0.0,0.0,0.0,1024,25,0.0008,1.2156,0.0001,0.1299,0.0076,0.0213,0.0971,0.3998,True,True,0.2399,0.049,False,False,True
0.4,0.0,0.0,0.0,1024,50,0.0005,0.9119,-0.004,-0.4413,0.0103,0.0207,0.096,0.4,True,True,0.2399,0.0491,False,False,True
0.4,0.0,0.0,0.0,1024,75,-0.0002,0.1303,-0.0083,-0.7364,0.0104,0.0229,0.1215,0.4015,True,True,0.2402,0.0484,False,False,True
0.4,0.0,0.0,0.0,1024,100,0.0001,0.4586,-0.0065,-0.5908,0.0168,0.0247,0.1218,0.4007,True,True,0.24,0.0492,False,False,True
0.4,0.0,0.0,0.0,31415,0,-0.0011,-0.6199,0.0112,1.1188,0.0561,0.0797,0.8324,0.395,False,True,0.238,0.0485,False,False,True
0.4,0.0,0.0,0.0,31415,25,-0.0002,0.3351,0.001,0.2602,0.0044,0.0242,0.1413,0.3991,True,True,0.2397,0.0494,False,False,True
0.4,0.0,0.0,0.0,31415,50,0.0003,0.619,-0.0116,-1.0577,0.0074,0.0247,0.1393,0.3992,True,True,0.2397,0.0492,False,False,True
0.4,0.0,0.0,0.0,31415,75,0.0001,0.4802,-0.0126,-1.4189,0.0017,0.0245,0.1264,0.3987,True,True,0.2396,0.0493,False,False,True
0.4,0.0,0.0,0.0,31415,100,-0.0004,-0.0141,-0.0111,-1.0504,0.0017,0.0259,0.1264,0.3989,True,True,0.2397,0.0484,False,False,True
0.4,0.1042,0.05,0.05,42,0,-0.0003,-0.0198,0.0009,0.1416,0.0484,0.0787,0.8114,0.3929,False,True,0.2376,0.0505,False,False,True
0.4,0.1042,0.05,0.05,42,25,0.0005,0.8792,0.0008,0.2223,0.0016,0.0227,0.1201,0.3965,True,True,0.2392,0.0499,False,False,True
0.4,0.1042,0.05,0.05,42,50,0.0011,1.489,0.0062,0.6382,0.0091,0.0237,0.1219,0.397,True,True,0.2393,0.0501,False,False,True
0.4,0.1042,0.05,0.05,42,75,0.0007,1.0876,-0.0101,-0.9151,0.0062,0.0236,0.1249,0.397,True,True,0.2393,0.0495,False,False,True
0.4,0.1042,0.05,0.05,42,100,0.0007,1.0652,-0.0075,-0.659,0.0059,0.026,0.1301,0.3968,True,True,0.2392,0.0495,False,False,True
0.4,0.1042,0.05,0.05,137,0,-0.0001,0.3512,0.0048,0.5911,0.0382,0.0784,0.7992,0.3944,False,True,0.2379,0.049,False,False,True
0.4,0.1042,0.05,0.05,137,25,0.0,0.4163,-0.0003,0.0242,0.0014,0.0241,0.1039,0.3964,True,True,0.2392,0.0492,False,False,True
0.4,0.1042,0.05,0.05,137,50,0.0013,1.7193,0.0007,0.0234,0.0028,0.0252,0.1141,0.3962,True,True,0.2391,0.0503,False,False,True
0.4,0.1042,0.05,0.05,137,75,0.0018,2.4027,0.0012,0.2261,0.0041,0.026,0.114,0.3965,True,True,0.2392,0.049,False,False,False
0.4,0.1042,0.05,0.05,137,100,0.0015,1.8185,0.0064,0.8368,0.0079,0.0247,0.114,0.3964,True,True,0.2392,0.0486,False,False,True
0.4,0.1042,0.05,0.05,256,0,-0.0006,-0.2916,0.0107,1.0358,0.0533,0.0795,0.8119,0.3951,False,True,0.238,0.0475,False,False,True
0.4,0.1042,0.05,0.05,256,25,-0.0006,-0.1762,0.0112,1.2705,0.0083,0.0259,0.1125,0.3982,True,True,0.2395,0.0471,False,False,True
0.4,0.1042,0.05,0.05,256,50,0.0002,0.4957,0.025,2.5913,0.0269,0.0252,0.1128,0.3971,True,True,0.2393,0.0472,False,False,False
0.4,0.1042,0.05,0.05,256,75,-0.0004,0.0325,0.0042,0.3706,0.0175,0.0255,0.1242,0.3962,True,True,0.2391,0.0486,False,False,True
0.4,0.1042,0.05,0.05,256,100,-0.0005,-0.2588,-0.0026,-0.102,0.0059,0.0259,0.1263,0.396,True,True,0.2391,0.0497,False,False,True
0.4,0.1042,0.05,0.05,1024,0,-0.0002,0.1627,0.0104,1.2,0.0396,0.0782,0.8272,0.3931,False,True,0.2376,0.0487,False,False,True
0.4,0.1042,0.05,0.05,1024,25,0.0009,1.3465,0.0091,1.0087,0.0056,0.0212,0.104,0.3963,True,True,0.2392,0.0488,False,False,True
0.4,0.1042,0.05,0.05,1024,50,0.0007,1.0795,0.004,0.367,0.0115,0.0206,0.1039,0.3966,True,True,0.2392,0.0491,False,False,True
0.4,0.1042,0.05,0.05,1024,75,-0.0,0.3071,0.0009,0.1554,0.0137,0.023,0.1235,0.3983,True,True,0.2396,0.0486,False,False,True
0.4,0.1042,0.05,0.05,1024,100,0.0003,0.65,0.0003,0.0662,0.0158,0.0245,0.1238,0.3975,True,True,0.2394,0.0493,False,False,True
0.4,0.1042,0.05,0.05,31415,0,-0.0009,-0.3604,0.0205,2.0551,0.0565,0.0797,0.8271,0.3917,False,True,0.2373,0.0487,False,False,False
0.4,0.1042,0.05,0.05,31415,25,-0.0001,0.4389,0.0107,1.2024,0.0027,0.0251,0.1395,0.3958,True,True,0.2391,0.0495,False,False,True
0.4,0.1042,0.05,0.05,31415,50,0.0003,0.6364,-0.0021,-0.0899,0.0073,0.0256,0.1414,0.3959,True,True,0.2391,0.0494,False,False,True
0.4,0.1042,0.05,0.05,31415,75,0.0001,0.4953,-0.0021,-0.303,0.0019,0.0247,0.1285,0.3954,True,True,0.239,0.0493,False,False,True
0.4,0.1042,0.05,0.05,31415,100,-0.0005,-0.1497,-0.0054,-0.4843,0.0018,0.0262,0.1284,0.3956,True,True,0.239,0.0485,False,False,True
0.4,0.209,0.1,0.1,42,0,-0.0001,0.2262,0.0084,0.9091,0.0491,0.0788,0.8078,0.3897,False,True,0.2369,0.0506,False,False,True
0.4,0.209,0.1,0.1,42,25,0.0005,0.922,0.0097,1.1278,0.0013,0.0223,0.116,0.3931,True,True,0.2385,0.0499,False,False,True
