Lambda_anchor,kappa,target_c,realized_delta_p,seed,window_start,Psi_meanI_state,Psi_meanI_state_z,Psi_persistence_I,Psi_persistence_I_z,relative_drift,rho_cv,rho_range_over_mean,mean_rho,Steady_State_Candidate,Lifted_Activation_Candidate,mean_active_state_variance,persistence_std,extinction_degenerate,saturation_degenerate,LowLow_Nondegenerate_Candidate
0.4,0.209,0.1,0.1,42,50,0.0011,1.5235,0.015,1.5916,0.0097,0.0235,0.1189,0.3936,True,True,0.2386,0.0502,False,False,True
0.4,0.209,0.1,0.1,42,75,0.0007,1.0438,-0.0006,0.0041,0.0063,0.0237,0.1189,0.3936,True,True,0.2386,0.0498,False,False,True
0.4,0.209,0.1,0.1,42,100,0.0009,1.2561,-0.0003,0.0549,0.0039,0.0259,0.1261,0.3934,True,True,0.2385,0.0498,False,False,True
0.4,0.209,0.1,0.1,137,0,0.0006,0.9932,0.0129,1.4299,0.0407,0.0787,0.7965,0.3907,False,True,0.2371,0.0492,False,False,True
0.4,0.209,0.1,0.1,137,25,0.0005,0.9233,0.007,0.8218,0.0015,0.0244,0.0937,0.3929,True,True,0.2384,0.0493,False,False,True
0.4,0.209,0.1,0.1,137,50,0.0018,2.3952,0.0083,0.8107,0.0005,0.0253,0.1069,0.3927,True,True,0.2384,0.0504,False,False,False
0.4,0.209,0.1,0.1,137,75,0.0023,2.9528,0.0089,1.0506,0.0041,0.0257,0.1068,0.3931,True,True,0.2385,0.049,False,False,False
0.4,0.209,0.1,0.1,137,100,0.0018,2.2069,0.0146,1.688,0.0087,0.0245,0.1068,0.3932,True,True,0.2385,0.0488,False,False,False
0.4,0.209,0.1,0.1,256,0,-0.0005,-0.1947,0.0191,1.8224,0.0571,0.0797,0.8115,0.3918,False,True,0.2373,0.048,False,False,True
0.4,0.209,0.1,0.1,256,25,-0.0002,0.1993,0.0208,2.2835,0.0102,0.0263,0.1185,0.3949,True,True,0.2388,0.0475,False,False,False
0.4,0.209,0.1,0.1,256,50,0.0007,1.0463,0.036,3.6007,0.0289,0.0253,0.1138,0.3937,True,True,0.2386,0.0476,False,False,False
0.4,0.209,0.1,0.1,256,75,0.0,0.4606,0.014,1.2496,0.0172,0.0257,0.1304,0.3928,True,True,0.2384,0.0489,False,False,True
0.4,0.209,0.1,0.1,256,100,-0.0002,0.0738,0.0048,0.6316,0.0075,0.0262,0.1304,0.3926,True,True,0.2384,0.0501,False,False,True
0.4,0.209,0.1,0.1,1024,0,0.0001,0.4844,0.0166,1.8257,0.0416,0.0783,0.8246,0.3895,False,True,0.2369,0.0488,False,False,True
0.4,0.209,0.1,0.1,1024,25,0.0012,1.6275,0.0135,1.4445,0.0046,0.0215,0.11,0.3928,True,True,0.2384,0.0489,False,False,True
0.4,0.209,0.1,0.1,1024,50,0.0009,1.2133,0.0089,0.8712,0.0112,0.0208,0.1099,0.393,True,True,0.2385,0.0493,False,False,True
0.4,0.209,0.1,0.1,1024,75,-0.0,0.301,0.0081,0.865,0.0159,0.0237,0.1337,0.3949,True,True,0.2389,0.0487,False,False,True
0.4,0.209,0.1,0.1,1024,100,0.0004,0.7838,0.0056,0.5634,0.0132,0.0248,0.1339,0.3942,True,True,0.2387,0.0495,False,False,True
0.4,0.209,0.1,0.1,31415,0,-0.0004,0.0847,0.0307,3.0518,0.0586,0.0798,0.8282,0.3883,False,True,0.2366,0.0488,False,False,False
0.4,0.209,0.1,0.1,31415,25,0.0003,0.8877,0.02,2.1425,0.0024,0.0255,0.1386,0.3926,True,True,0.2384,0.0498,False,False,False
0.4,0.209,0.1,0.1,31415,50,0.0005,0.8507,0.0059,0.7128,0.0067,0.0259,0.1395,0.3927,True,True,0.2384,0.0496,False,False,True
0.4,0.209,0.1,0.1,31415,75,0.0004,0.784,0.0069,0.6441,0.0019,0.0249,0.1255,0.3921,True,True,0.2383,0.0496,False,False,True
0.4,0.209,0.1,0.1,31415,100,-0.0002,0.073,0.005,0.597,0.0013,0.0262,0.1254,0.3924,True,True,0.2383,0.0489,False,False,True
0.4,0.4221,0.2,0.2,42,0,0.0009,1.1403,0.0268,2.6461,0.0521,0.0796,0.7962,0.3823,False,True,0.2352,0.0509,False,False,False
0.4,0.4221,0.2,0.2,42,25,0.0014,1.8078,0.0217,2.3587,0.0012,0.0231,0.1255,0.3857,True,True,0.2368,0.0503,False,False,False
0.4,0.4221,0.2,0.2,42,50,0.0022,2.5089,0.0259,2.7137,0.0117,0.0243,0.1304,0.3865,True,True,0.237,0.0504,False,False,False
0.4,0.4221,0.2,0.2,42,75,0.0019,2.1963,0.0141,1.52,0.0045,0.0243,0.1252,0.3865,True,True,0.237,0.0498,False,False,False
0.4,0.4221,0.2,0.2,42,100,0.0022,2.5005,0.0162,1.6377,0.0046,0.027,0.1357,0.3862,True,True,0.2369,0.0501,False,False,False
0.4,0.4221,0.2,0.2,137,0,0.0017,2.1559,0.0239,2.475,0.0476,0.0793,0.7943,0.3832,False,True,0.2354,0.0497,False,False,False
0.4,0.4221,0.2,0.2,137,25,0.0014,1.8389,0.0227,2.6209,0.0033,0.0244,0.1037,0.3857,True,True,0.2369,0.0496,False,False,False
0.4,0.4221,0.2,0.2,137,50,0.0027,3.2189,0.0243,2.4764,0.0014,0.0256,0.1048,0.3857,True,True,0.2368,0.0508,False,False,False
0.4,0.4221,0.2,0.2,137,75,0.0032,3.7355,0.0285,3.2358,0.005,0.0263,0.1047,0.3859,True,True,0.2369,0.0492,False,False,False
0.4,0.4221,0.2,0.2,137,100,0.0028,3.1616,0.0325,3.4731,0.0094,0.0249,0.1026,0.3859,True,True,0.2369,0.0491,False,False,False
0.4,0.4221,0.2,0.2,256,0,0.0012,1.537,0.0393,3.7959,0.0634,0.0811,0.8129,0.3843,False,True,0.2356,0.0488,False,False,False
0.4,0.4221,0.2,0.2,256,25,0.0015,2.0075,0.0383,4.0812,0.0138,0.0274,0.1279,0.3877,True,True,0.2373,0.0482,False,False,False
0.4,0.4221,0.2,0.2,256,50,0.0023,2.6474,0.0557,5.6572,0.0345,0.0257,0.1263,0.3863,True,True,0.237,0.048,False,False,False
0.4,0.4221,0.2,0.2,256,75,0.0016,2.0227,0.0288,2.532,0.018,0.0259,0.1267,0.3851,True,True,0.2367,0.0495,False,False,False
0.4,0.4221,0.2,0.2,256,100,0.001,1.1606,0.0211,2.1964,0.0082,0.026,0.1278,0.385,True,True,0.2367,0.0505,False,False,False
0.4,0.4221,0.2,0.2,1024,0,0.0012,1.5948,0.0387,4.2948,0.045,0.0787,0.8196,0.3816,False,True,0.2351,0.0495,False,False,False
0.4,0.4221,0.2,0.2,1024,25,0.0021,2.5746,0.0291,2.8974,0.0024,0.0221,0.1174,0.385,True,True,0.2367,0.0496,False,False,False
0.4,0.4221,0.2,0.2,1024,50,0.0022,2.4852,0.028,2.7223,0.0126,0.0215,0.1174,0.3851,True,True,0.2367,0.0501,False,False,False
0.4,0.4221,0.2,0.2,1024,75,0.0013,1.7461,0.027,2.8043,0.0194,0.0246,0.1363,0.3873,True,True,0.2372,0.0494,False,False,False
0.4,0.4221,0.2,0.2,1024,100,0.0015,1.9561,0.0238,2.2522,0.0108,0.0258,0.1406,0.3868,True,True,0.2371,0.0502,False,False,False
0.4,0.4221,0.2,0.2,31415,0,0.0008,1.1793,0.0464,4.6719,0.0681,0.0803,0.8258,0.3807,False,True,0.2348,0.049,False,False,False
0.4,0.4221,0.2,0.2,31415,25,0.0013,1.8883,0.0377,3.9656,0.0026,0.0259,0.1338,0.3855,True,True,0.2368,0.0499,False,False,False
0.4,0.4221,0.2,0.2,31415,50,0.0015,1.9298,0.0238,2.6145,0.0058,0.0264,0.141,0.3857,True,True,0.2368,0.0496,False,False,False
0.4,0.4221,0.2,0.2,31415,75,0.0012,1.6931,0.0247,2.4551,0.0009,0.0258,0.1195,0.385,True,True,0.2367,0.0497,False,False,False
0.4,0.4221,0.2,0.2,31415,100,0.0009,1.2932,0.026,2.7989,0.001,0.0263,0.1194,0.3851,True,True,0.2367,0.0491,False,False,False
0.4,0.7599,0.35,0.35,42,0,0.0054,5.512,0.0652,6.5398,0.0639,0.0825,0.7939,0.3673,False,True,0.2315,0.0525,False,False,False
0.4,0.7599,0.35,0.35,42,25,0.0055,5.7276,0.0562,5.7466,0.0009,0.0244,0.1324,0.3715,True,True,0.2334,0.0517,False,False,False
0.4,0.7599,0.35,0.35,42,50,0.0061,6.1443,0.0572,5.9459,0.0133,0.0259,0.1439,0.3724,True,True,0.2336,0.0513,False,False,False
0.4,0.7599,0.35,0.35,42,75,0.0053,5.3001,0.045,4.6904,0.0029,0.0256,0.1309,0.3727,True,True,0.2337,0.0506,False,False,False
0.4,0.7599,0.35,0.35,42,100,0.0051,5.1891,0.0474,4.6019,0.0099,0.0285,0.1322,0.372,True,True,0.2335,0.051,False,False,False
0.4,0.7599,0.35,0.35,137,0,0.0053,5.8387,0.0496,5.0387,0.0617,0.0817,0.7863,0.3688,False,True,0.2319,0.0509,False,False,False
0.4,0.7599,0.35,0.35,137,25,0.0052,5.5506,0.0589,6.7204,0.0049,0.0243,0.1162,0.3718,True,True,0.2335,0.0508,False,False,False
0.4,0.7599,0.35,0.35,137,50,0.0067,7.878,0.0659,6.9732,0.004,0.026,0.1184,0.3716,True,True,0.2334,0.0518,False,False,False
0.4,0.7599,0.35,0.35,137,75,0.007,7.7348,0.0697,7.5671,0.007,0.0268,0.1185,0.3713,True,True,0.2333,0.0504,False,False,False
0.4,0.7599,0.35,0.35,137,100,0.0066,6.9186,0.0656,6.6029,0.0135,0.0258,0.1185,0.3714,True,True,0.2334,0.0508,False,False,False
0.4,0.7599,0.35,0.35,256,0,0.0055,5.8344,0.0737,7.2221,0.0705,0.0834,0.8058,0.3698,False,True,0.2321,0.0501,False,False,False
0.4,0.7599,0.35,0.35,256,25,0.0052,5.8018,0.0737,7.7253,0.0136,0.0286,0.137,0.3737,True,True,0.2339,0.0494,False,False,False
0.4,0.7599,0.35,0.35,256,50,0.0053,5.6212,0.0828,8.8993,0.0352,0.0273,0.1279,0.3723,True,True,0.2336,0.0488,False,False,False
0.4,0.7599,0.35,0.35,256,75,0.0043,4.4558,0.0519,4.6687,0.0181,0.0288,0.1314,0.3713,True,True,0.2333,0.0497,False,False,False
0.4,0.7599,0.35,0.35,256,100,0.0041,4.0632,0.0501,4.7791,0.0055,0.0289,0.1337,0.3711,True,True,0.2333,0.051,False,False,False
0.4,0.7599,0.35,0.35,1024,0,0.0046,5.0564,0.0769,8.6323,0.0531,0.0807,0.8056,0.3669,False,True,0.2314,0.0504,False,False,False
0.4,0.7599,0.35,0.35,1024,25,0.0054,6.0596,0.0595,6.0505,0.0022,0.0229,0.1253,0.3704,True,True,0.2331,0.0504,False,False,False
0.4,0.7599,0.35,0.35,1024,50,0.0054,5.6342,0.0594,5.7354,0.0161,0.0222,0.1251,0.3708,True,True,0.2332,0.0509,False,False,False
0.4,0.7599,0.35,0.35,1024,75,0.0049,5.7202,0.0581,6.052,0.023,0.0251,0.1373,0.3729,True,True,0.2338,0.0503,False,False,False
0.4,0.7599,0.35,0.35,1024,100,0.005,5.5261,0.0501,4.9425,0.0036,0.0263,0.1448,0.3728,True,True,0.2337,0.0514,False,False,False
0.4,0.7599,0.35,0.35,31415,0,0.0047,4.7376,0.0724,7.2271,0.0787,0.0823,0.8186,0.366,False,True,0.2311,0.0496,False,False,False
0.4,0.7599,0.35,0.35,31415,25,0.005,5.7526,0.0638,6.4764,0.0026,0.0255,0.1368,0.3713,True,True,0.2334,0.0507,False,False,False
0.4,0.7599,0.35,0.35,31415,50,0.0053,5.4906,0.054,5.5561,0.0045,0.0258,0.1367,0.3717,True,True,0.2335,0.0508,False,False,False
0.4,0.7599,0.35,0.35,31415,75,0.0051,5.948,0.0563,5.7414,0.0011,0.0251,0.1165,0.3709,True,True,0.2333,0.0511,False,False,False
0.4,0.7599,0.35,0.35,31415,100,0.0043,5.0923,0.0572,5.833,0.0017,0.0257,0.1164,0.3712,True,True,0.2333,0.0501,False,False,False
0.4,1.1398,0.5,0.5,42,0,0.0133,13.4562,0.1151,11.5203,0.0739,0.0852,0.781,0.3457,False,True,0.2253,0.0538,False,False,False
0.4,1.1398,0.5,0.5,42,25,0.013,13.3771,0.0956,9.7646,0.0011,0.026,0.1403,0.3506,True,True,0.2276,0.0527,False,False,False
0.4,1.1398,0.5,0.5,42,50,0.0131,12.7984,0.095,9.6856,0.0251,0.028,0.1523,0.3519,True,True,0.228,0.0523,False,False,False
0.4,1.1398,0.5,0.5,42,75,0.012,11.1131,0.0868,8.4967,0.0052,0.0277,0.1293,0.3527,True,True,0.2282,0.0517,False,False,False
0.4,1.1398,0.5,0.5,42,100,0.0121,11.6768,0.0954,9.5724,0.0184,0.0311,0.1444,0.3517,True,True,0.2279,0.0522,False,False,False
0.4,1.1398,0.5,0.5,137,0,0.0125,13.1262,0.0921,8.8348,0.0698,0.0846,0.7788,0.3477,False,True,0.226,0.0526,False,False,False
0.4,1.1398,0.5,0.5,137,25,0.0123,12.5103,0.1005,10.9899,0.0045,0.0265,0.1232,0.3507,True,True,0.2276,0.052,False,False,False
0.4,1.1398,0.5,0.5,137,50,0.0137,14.7056,0.106,10.7944,0.0104,0.0276,0.1278,0.3506,True,True,0.2276,0.0533,False,False,False
0.4,1.1398,0.5,0.5,137,75,0.0141,14.7759,0.1129,12.3433,0.0074,0.0283,0.1257,0.35,True,True,0.2274,0.0518,False,False,False
0.4,1.1398,0.5,0.5,137,100,0.0141,14.9843,0.1135,11.2707,0.018,0.028,0.1256,0.3504,True,True,0.2275,0.0522,False,False,False
0.4,1.1398,0.5,0.5,256,0,0.0126,12.564,0.1177,11.7123,0.0802,0.0862,0.7827,0.3485,False,True,0.2262,0.0522,False,False,False
0.4,1.1398,0.5,0.5,256,25,0.0121,12.7857,0.1097,11.2162,0.0095,0.0286,0.1369,0.3534,True,True,0.2284,0.0512,False,False,False
0.4,1.1398,0.5,0.5,256,50,0.0123,12.3607,0.1176,12.6805,0.0356,0.0279,0.1375,0.352,True,True,0.228,0.0506,False,False,False
0.4,1.1398,0.5,0.5,256,75,0.0114,10.9178,0.0928,8.6958,0.0229,0.0289,0.1379,0.3509,True,True,0.2277,0.0511,False,False,False
0.4,1.1398,0.5,0.5,256,100,0.011,10.3269,0.0899,8.6884,0.0058,0.0303,0.1469,0.3513,True,True,0.2278,0.052,False,False,False
0.4,1.1398,0.5,0.5,1024,0,0.0119,12.2915,0.1222,12.8804,0.0628,0.0836,0.7903,0.3452,False,True,0.2252,0.0522,False,False,False
0.4,1.1398,0.5,0.5,1024,25,0.0123,12.2663,0.0977,10.4604,0.003,0.0254,0.1409,0.3492,True,True,0.2272,0.0527,False,False,False
0.4,1.1398,0.5,0.5,1024,50,0.0122,12.3265,0.0937,8.4623,0.0248,0.0257,0.1407,0.3498,True,True,0.2274,0.053,False,False,False
0.4,1.1398,0.5,0.5,1024,75,0.0115,12.1602,0.0917,9.464,0.0298,0.0281,0.1464,0.3524,True,True,0.2281,0.0514,False,False,False
0.4,1.1398,0.5,0.5,1024,100,0.0114,11.9093,0.0863,8.7432,0.0002,0.0299,0.1599,0.3527,True,True,0.2282,0.0517,False,False,False
0.4,1.1398,0.5,0.5,31415,0,0.0115,11.235,0.1083,11.0432,0.0943,0.0869,0.8103,0.3446,False,True,0.2249,0.0509,False,False,False
0.4,1.1398,0.5,0.5,31415,25,0.0117,12.412,0.0942,9.5662,0.0004,0.0275,0.1504,0.351,True,True,0.2277,0.0515,False,False,False
0.4,1.1398,0.5,0.5,31415,50,0.0119,12.0904,0.0943,9.715,0.0007,0.0271,0.1399,0.3516,True,True,0.2279,0.0521,False,False,False
0.4,1.1398,0.5,0.5,31415,75,0.012,13.0412,0.1014,10.5449,0.0027,0.026,0.1257,0.3501,True,True,0.2275,0.0525,False,False,False
0.4,1.1398,0.5,0.5,31415,100,0.0117,13.0851,0.0982,10.703,0.0039,0.0271,0.1255,0.3506,True,True,0.2276,0.0516,False,False,False
0.4,1.4355,0.6,0.6,42,0,0.0214,22.8966,0.1464,14.7587,0.0829,0.0889,0.7811,0.3247,False,True,0.2184,0.0548,False,False,False
0.4,1.4355,0.6,0.6,42,25,0.0209,21.3204,0.135,13.7938,0.0022,0.0285,0.1635,0.3303,True,True,0.2211,0.0537,False,False,False
0.4,1.4355,0.6,0.6,42,50,0.021,19.6486,0.1425,13.8858,0.0259,0.029,0.1486,0.3311,True,True,0.2214,0.0531,False,False,False
0.4,1.4355,0.6,0.6,42,75,0.0203,18.5381,0.1433,14.6697,0.0067,0.0297,0.1432,0.3323,True,True,0.2218,0.0531,False,False,False
0.4,1.4355,0.6,0.6,42,100,0.0197,19.0257,0.1364,13.6751,0.0279,0.0336,0.1704,0.331,True,True,0.2213,0.0537,False,False,False
0.4,1.4355,0.6,0.6,137,0,0.0207,20.8905,0.1303,12.4973,0.0805,0.0884,0.7655,0.3261,False,True,0.2189,0.0537,False,False,False
0.4,1.4355,0.6,0.6,137,25,0.0207,20.7432,0.1407,14.183,0.0099,0.0284,0.1444,0.3296,True,True,0.2209,0.0529,False,False,False
0.4,1.4355,0.6,0.6,137,50,0.0216,23.2525,0.1485,16.1478,0.003,0.0295,0.1445,0.3295,True,True,0.2208,0.0542,False,False,False
0.4,1.4355,0.6,0.6,137,75,0.0215,22.1115,0.1584,16.94,0.0095,0.0306,0.1289,0.3289,True,True,0.2206,0.0533,False,False,False
0.4,1.4355,0.6,0.6,137,100,0.0214,21.6911,0.1575,15.5826,0.0196,0.0304,0.1287,0.3294,True,True,0.2208,0.0538,False,False,False
0.4,1.4355,0.6,0.6,256,0,0.0217,21.2732,0.1688,16.67,0.0926,0.09,0.7757,0.3264,False,True,0.219,0.0539,False,False,False
0.4,1.4355,0.6,0.6,256,25,0.0208,23.1589,0.157,15.558,0.0102,0.0302,0.142,0.3323,True,True,0.2218,0.0526,False,False,False
0.4,1.4355,0.6,0.6,256,50,0.0202,20.3011,0.1512,15.7871,0.0415,0.0298,0.1427,0.3308,True,True,0.2213,0.0522,False,False,False
0.4,1.4355,0.6,0.6,256,75,0.0195,18.0219,0.1208,11.5648,0.0159,0.0315,0.1431,0.3298,True,True,0.2209,0.0521,False,False,False
0.4,1.4355,0.6,0.6,256,100,0.0189,17.2201,0.1259,12.7898,0.0033,0.0354,0.1623,0.3303,True,True,0.2211,0.0532,False,False,False
0.4,1.4355,0.6,0.6,1024,0,0.0201,20.8877,0.1627,17.0696,0.0731,0.0876,0.766,0.3238,False,True,0.2181,0.0541,False,False,False
0.4,1.4355,0.6,0.6,1024,25,0.0204,20.3421,0.137,14.4975,0.0052,0.0273,0.1294,0.3278,True,True,0.2203,0.0547,False,False,False
0.4,1.4355,0.6,0.6,1024,50,0.02,20.384,0.1316,11.7748,0.0195,0.0272,0.1292,0.3281,True,True,0.2204,0.0544,False,False,False
0.4,1.4355,0.6,0.6,1024,75,0.019,18.6303,0.1304,13.3646,0.0439,0.0321,0.1548,0.3308,True,True,0.2213,0.0528,False,False,False
0.4,1.4355,0.6,0.6,1024,100,0.0185,19.7301,0.1231,12.0961,0.0082,0.0349,0.1944,0.3312,True,True,0.2214,0.0534,False,False,False
0.4,1.4355,0.6,0.6,31415,0,0.0199,19.7743,0.1547,15.9072,0.1116,0.0905,0.7957,0.3222,False,True,0.2175,0.0525,False,False,False
0.4,1.4355,0.6,0.6,31415,25,0.0199,20.293,0.1349,13.5863,0.012,0.0318,0.1797,0.3294,True,True,0.2208,0.053,False,False,False
0.4,1.4355,0.6,0.6,31415,50,0.0198,20.2806,0.1365,14.0455,0.0106,0.0307,0.1574,0.3304,True,True,0.2211,0.0535,False,False,False
0.4,1.4355,0.6,0.6,31415,75,0.0197,21.2155,0.134,14.2239,0.0024,0.03,0.1578,0.3295,True,True,0.2208,0.0537,False,False,False
0.4,1.4355,0.6,0.6,31415,100,0.0194,20.9048,0.1407,16.1717,0.0054,0.0311,0.1577,0.3297,True,True,0.2209,0.0533,False,False,False
0.4,2.2622,0.8,0.8,42,0,0.0535,59.0379,0.247,27.0306,0.1694,0.0958,0.6922,0.2248,False,True,0.1738,0.056,False,False,False
0.4,2.2622,0.8,0.8,42,25,0.053,53.0624,0.254,25.3907,0.0413,0.047,0.2396,0.232,True,True,0.1781,0.0565,False,False,False
0.4,2.2622,0.8,0.8,42,50,0.0527,51.6486,0.2594,24.4262,0.014,0.0432,0.2381,0.2335,True,True,0.1789,0.0563,False,False,False
0.4,2.2622,0.8,0.8,42,75,0.0512,46.8218,0.2578,25.8772,0.0092,0.0391,0.207,0.2358,True,True,0.1801,0.0568,False,False,False
0.4,2.2622,0.8,0.8,42,100,0.0507,49.2724,0.2534,23.8388,0.0541,0.0428,0.224,0.2321,True,True,0.1781,0.0562,False,False,False
0.4,2.2622,0.8,0.8,137,0,0.0531,50.7515,0.2515,25.9416,0.1464,0.0919,0.7144,0.2273,False,True,0.1752,0.056,False,False,False
0.4,2.2622,0.8,0.8,137,25,0.0534,54.6487,0.266,26.9832,0.0315,0.0484,0.2755,0.2308,False,True,0.1774,0.0559,False,False,False
0.4,2.2622,0.8,0.8,137,50,0.054,57.2493,0.2517,26.3544,0.0314,0.0487,0.2762,0.2303,False,True,0.1771,0.0564,False,False,False
0.4,2.2622,0.8,0.8,137,75,0.054,51.3698,0.2675,27.1101,0.0493,0.0458,0.2624,0.2286,False,True,0.1762,0.0567,False,False,False
0.4,2.2622,0.8,0.8,137,100,0.0541,53.9522,0.2582,26.7581,0.04,0.0447,0.233,0.2283,True,True,0.1761,0.0574,False,False,False
0.4,2.2622,0.8,0.8,256,0,0.0544,52.8648,0.3297,37.4717,0.133,0.1006,0.6882,0.2284,False,True,0.1757,0.059,False,False,False
0.4,2.2622,0.8,0.8,256,25,0.0557,57.1935,0.2956,29.8466,0.0015,0.0482,0.2057,0.2334,True,True,0.1788,0.057,False,False,False
0.4,2.2622,0.8,0.8,256,50,0.0557,51.9648,0.2857,28.7076,0.1082,0.0571,0.2192,0.2299,False,True,0.1769,0.0569,False,False,False
0.4,2.2622,0.8,0.8,256,75,0.0546,53.6332,0.2746,27.0357,0.0589,0.0598,0.221,0.2298,True,True,0.1768,0.0565,False,False,False
0.4,2.2622,0.8,0.8,256,100,0.0539,52.8695,0.2603,23.9346,0.0301,0.0596,0.2402,0.2298,True,True,0.1768,0.0569,False,False,False
0.4,2.2622,0.8,0.8,1024,0,0.0522,51.0213,0.2906,30.0199,0.0737,0.0889,0.6786,0.2228,False,True,0.1728,0.058,False,False,False
0.4,2.2622,0.8,0.8,1024,25,0.052,52.6343,0.2621,26.8753,0.0139,0.0471,0.2403,0.2247,True,True,0.1741,0.058,False,False,False
0.4,2.2622,0.8,0.8,1024,50,0.0521,52.6341,0.2735,26.2683,0.0204,0.0453,0.2345,0.2252,True,True,0.1744,0.0575,False,False,False
0.4,2.2622,0.8,0.8,1024,75,0.0506,56.2434,0.275,27.2053,0.0751,0.0481,0.2318,0.2277,True,True,0.1758,0.0568,False,False,False
0.4,2.2622,0.8,0.8,1024,100,0.0499,54.1136,0.2563,27.3358,0.0706,0.0518,0.2451,0.2301,True,True,0.177,0.0568,False,False,False
0.4,2.2622,0.8,0.8,31415,0,0.0521,53.3021,0.2652,28.5307,0.1774,0.0934,0.6849,0.2243,False,True,0.1735,0.0564,False,False,False
0.4,2.2622,0.8,0.8,31415,25,0.0534,54.7988,0.2394,26.3234,0.0087,0.0457,0.2383,0.23,True,True,0.177,0.0561,False,False,False
0.4,2.2622,0.8,0.8,31415,50,0.0537,52.438,0.2643,27.9688,0.0326,0.0454,0.2377,0.2306,True,True,0.1773,0.057,False,False,False
0.4,2.2622,0.8,0.8,31415,75,0.0538,56.4603,0.2739,29.3802,0.0323,0.0427,0.2082,0.2287,True,True,0.1763,0.0572,False,False,False
0.4,2.2622,0.8,0.8,31415,100,0.0543,60.6624,0.2802,28.4684,0.0093,0.0449,0.2053,0.226,True,True,0.1748,0.0564,False,False,False
