run_id,base_sign,kappa,target_d,alpha,seed,window_start,Psi_meanI_state,Psi_meanI_state_z,Psi_persistence_I,Psi_persistence_I_z,relative_drift,rho_cv,rho_range_over_mean,mean_rho,Steady_State_Candidate,Lifted_Activation_Candidate,mean_active_state_variance,persistence_std,extinction_degenerate,saturation_degenerate,LowLow_Nondegenerate_Candidate
R_E_kp0_7599_ap0_2048_s137,+,0.7599,0.05,0.2048,137,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_2048_s137,+,0.7599,0.05,0.2048,137,125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_2048_s137,+,0.7599,0.05,0.2048,137,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_2048_s137,+,0.7599,0.05,0.2048,137,175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_2048_s137,+,0.7599,0.05,0.2048,137,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_2048_s137,+,0.7599,0.05,0.2048,137,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_2048_s137,+,0.7599,0.05,0.2048,137,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_2048_s137,+,0.7599,0.05,0.2048,137,275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_2048_s137,+,0.7599,0.05,0.2048,137,300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_2048_s256,+,0.7599,0.05,0.2048,256,0,0.0034,4.5959,0.0768,7.5468,3.0638,0.9826,2.2874,0.1717,False,True,0.1138,0.0375,False,False,False
R_E_kp0_7599_ap0_2048_s256,+,0.7599,0.05,0.2048,256,25,0.0014,2.3085,0.0568,5.8927,4.4444,1.6659,4.2879,0.0799,False,True,0.0558,0.0278,False,False,False
R_E_kp0_7599_ap0_2048_s256,+,0.7599,0.05,0.2048,256,50,-0.0004,-0.582,0.0072,0.9506,5.4907,4.8767,44.8382,0.0026,False,False,0.0024,0.0075,True,False,False
R_E_kp0_7599_ap0_2048_s256,+,0.7599,0.05,0.2048,256,75,-0.0,-0.1008,-0.0013,-0.119,5.8718,6.4695,57.1408,0.0,False,False,0.0,0.0008,True,True,False
R_E_kp0_7599_ap0_2048_s256,+,0.7599,0.05,0.2048,256,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_2048_s256,+,0.7599,0.05,0.2048,256,125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_2048_s256,+,0.7599,0.05,0.2048,256,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_2048_s256,+,0.7599,0.05,0.2048,256,175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_2048_s256,+,0.7599,0.05,0.2048,256,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_2048_s256,+,0.7599,0.05,0.2048,256,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_2048_s256,+,0.7599,0.05,0.2048,256,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_2048_s256,+,0.7599,0.05,0.2048,256,275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_2048_s256,+,0.7599,0.05,0.2048,256,300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_2048_s1024,+,0.7599,0.05,0.2048,1024,0,0.0024,3.6154,0.0738,7.0755,3.0546,0.9764,2.2838,0.1729,False,True,0.1145,0.0384,False,False,False
R_E_kp0_7599_ap0_2048_s1024,+,0.7599,0.05,0.2048,1024,25,0.0014,2.6953,0.0621,6.4592,4.4291,1.6539,4.0209,0.081,False,True,0.0565,0.0285,False,False,False
R_E_kp0_7599_ap0_2048_s1024,+,0.7599,0.05,0.2048,1024,50,-0.0008,-1.3845,-0.0117,-1.1594,5.4556,4.6459,42.5806,0.0031,False,False,0.0029,0.0085,True,False,False
R_E_kp0_7599_ap0_2048_s1024,+,0.7599,0.05,0.2048,1024,75,-0.0,0.0,-0.0007,0.0,5.9001,7.3856,66.6611,0.0,False,False,0.0,0.0004,True,True,False
R_E_kp0_7599_ap0_2048_s1024,+,0.7599,0.05,0.2048,1024,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_2048_s1024,+,0.7599,0.05,0.2048,1024,125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_2048_s1024,+,0.7599,0.05,0.2048,1024,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_2048_s1024,+,0.7599,0.05,0.2048,1024,175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_2048_s1024,+,0.7599,0.05,0.2048,1024,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_2048_s1024,+,0.7599,0.05,0.2048,1024,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_2048_s1024,+,0.7599,0.05,0.2048,1024,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_2048_s1024,+,0.7599,0.05,0.2048,1024,275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_2048_s1024,+,0.7599,0.05,0.2048,1024,300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_2048_s31415,+,0.7599,0.05,0.2048,31415,0,0.004,5.8486,0.0611,6.5693,3.3482,1.0505,2.6372,0.145,False,True,0.1008,0.0373,False,False,False
R_E_kp0_7599_ap0_2048_s31415,+,0.7599,0.05,0.2048,31415,25,0.0033,6.6543,0.0515,5.0392,4.473,1.6863,5.0676,0.0547,False,True,0.0432,0.0273,False,False,False
R_E_kp0_7599_ap0_2048_s31415,+,0.7599,0.05,0.2048,31415,50,-0.0003,-1.3037,-0.0176,-1.7394,5.8633,6.5068,60.5042,0.0014,False,False,0.0013,0.0055,True,False,False
R_E_kp0_7599_ap0_2048_s31415,+,0.7599,0.05,0.2048,31415,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_2048_s31415,+,0.7599,0.05,0.2048,31415,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_2048_s31415,+,0.7599,0.05,0.2048,31415,125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_2048_s31415,+,0.7599,0.05,0.2048,31415,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_2048_s31415,+,0.7599,0.05,0.2048,31415,175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_2048_s31415,+,0.7599,0.05,0.2048,31415,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_2048_s31415,+,0.7599,0.05,0.2048,31415,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_2048_s31415,+,0.7599,0.05,0.2048,31415,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_2048_s31415,+,0.7599,0.05,0.2048,31415,275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_2048_s31415,+,0.7599,0.05,0.2048,31415,300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_4055_s42,+,0.7599,0.1,0.4055,42,0,0.005,7.0905,0.0673,7.4091,3.449,1.0846,2.8028,0.1397,False,True,0.0972,0.0366,False,False,False
R_E_kp0_7599_ap0_4055_s42,+,0.7599,0.1,0.4055,42,25,0.0032,6.156,0.0683,6.3797,4.4863,1.6864,5.2397,0.0484,False,False,0.0394,0.0268,True,False,False
R_E_kp0_7599_ap0_4055_s42,+,0.7599,0.1,0.4055,42,50,-0.0001,-0.5359,0.008,0.8814,5.8439,6.125,55.988,0.0013,False,False,0.0013,0.0058,True,False,False
R_E_kp0_7599_ap0_4055_s42,+,0.7599,0.1,0.4055,42,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_4055_s42,+,0.7599,0.1,0.4055,42,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_4055_s42,+,0.7599,0.1,0.4055,42,125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_4055_s42,+,0.7599,0.1,0.4055,42,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_4055_s42,+,0.7599,0.1,0.4055,42,175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_4055_s42,+,0.7599,0.1,0.4055,42,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_4055_s42,+,0.7599,0.1,0.4055,42,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_4055_s42,+,0.7599,0.1,0.4055,42,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_4055_s42,+,0.7599,0.1,0.4055,42,275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_4055_s42,+,0.7599,0.1,0.4055,42,300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_4055_s137,+,0.7599,0.1,0.4055,137,0,0.0043,5.9193,0.0615,6.1445,3.1267,0.994,2.3126,0.1673,False,True,0.1116,0.0372,False,False,False
R_E_kp0_7599_ap0_4055_s137,+,0.7599,0.1,0.4055,137,25,0.0024,4.9299,0.0526,5.5601,4.4613,1.6776,4.2217,0.075,False,True,0.0536,0.0271,False,False,False
R_E_kp0_7599_ap0_4055_s137,+,0.7599,0.1,0.4055,137,50,0.0006,2.5103,0.008,0.7416,5.8485,6.3281,58.6011,0.0021,False,False,0.0019,0.007,True,False,False
R_E_kp0_7599_ap0_4055_s137,+,0.7599,0.1,0.4055,137,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_4055_s137,+,0.7599,0.1,0.4055,137,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_4055_s137,+,0.7599,0.1,0.4055,137,125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_4055_s137,+,0.7599,0.1,0.4055,137,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_4055_s137,+,0.7599,0.1,0.4055,137,175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_4055_s137,+,0.7599,0.1,0.4055,137,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_4055_s137,+,0.7599,0.1,0.4055,137,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_4055_s137,+,0.7599,0.1,0.4055,137,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_4055_s137,+,0.7599,0.1,0.4055,137,275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_4055_s137,+,0.7599,0.1,0.4055,137,300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_4055_s256,+,0.7599,0.1,0.4055,256,0,0.0048,6.9642,0.0795,7.9124,3.2505,1.0229,2.5303,0.1552,False,True,0.1059,0.037,False,False,False
R_E_kp0_7599_ap0_4055_s256,+,0.7599,0.1,0.4055,256,25,0.0028,5.4161,0.062,6.2443,4.4804,1.6858,4.6771,0.0634,False,True,0.0479,0.0272,False,False,False
R_E_kp0_7599_ap0_4055_s256,+,0.7599,0.1,0.4055,256,50,-0.0001,-0.2249,0.0063,0.753,5.8558,6.299,57.9081,0.0016,False,False,0.0015,0.0059,True,False,False
R_E_kp0_7599_ap0_4055_s256,+,0.7599,0.1,0.4055,256,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_4055_s256,+,0.7599,0.1,0.4055,256,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_4055_s256,+,0.7599,0.1,0.4055,256,125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_4055_s256,+,0.7599,0.1,0.4055,256,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_4055_s256,+,0.7599,0.1,0.4055,256,175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_4055_s256,+,0.7599,0.1,0.4055,256,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_4055_s256,+,0.7599,0.1,0.4055,256,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_4055_s256,+,0.7599,0.1,0.4055,256,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_4055_s256,+,0.7599,0.1,0.4055,256,275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_4055_s256,+,0.7599,0.1,0.4055,256,300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_4055_s1024,+,0.7599,0.1,0.4055,1024,0,0.0039,5.9578,0.0833,7.8981,3.2409,1.0166,2.52,0.1567,False,True,0.1068,0.038,False,False,False
R_E_kp0_7599_ap0_4055_s1024,+,0.7599,0.1,0.4055,1024,25,0.0029,5.7471,0.0685,7.1088,4.473,1.6796,4.4399,0.0648,False,True,0.0487,0.028,False,False,False
R_E_kp0_7599_ap0_4055_s1024,+,0.7599,0.1,0.4055,1024,50,0.0002,0.8353,0.0058,0.6141,5.8423,6.2586,58.1655,0.0018,False,False,0.0017,0.0066,True,False,False
R_E_kp0_7599_ap0_4055_s1024,+,0.7599,0.1,0.4055,1024,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_4055_s1024,+,0.7599,0.1,0.4055,1024,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_4055_s1024,+,0.7599,0.1,0.4055,1024,125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_4055_s1024,+,0.7599,0.1,0.4055,1024,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_4055_s1024,+,0.7599,0.1,0.4055,1024,175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_4055_s1024,+,0.7599,0.1,0.4055,1024,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_4055_s1024,+,0.7599,0.1,0.4055,1024,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_4055_s1024,+,0.7599,0.1,0.4055,1024,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_4055_s1024,+,0.7599,0.1,0.4055,1024,275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_4055_s1024,+,0.7599,0.1,0.4055,1024,300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_4055_s31415,+,0.7599,0.1,0.4055,31415,0,0.0024,3.4152,0.0543,5.3158,3.809,1.2616,3.2582,0.1174,False,True,0.0817,0.0339,False,False,False
R_E_kp0_7599_ap0_4055_s31415,+,0.7599,0.1,0.4055,31415,25,0.0017,3.1698,0.0266,2.8495,4.5556,1.7474,8.1892,0.0271,False,False,0.0241,0.0223,True,False,False
R_E_kp0_7599_ap0_4055_s31415,+,0.7599,0.1,0.4055,31415,50,-0.0004,-1.5266,-0.0124,-1.1311,5.8613,6.4124,59.1953,0.0007,False,False,0.0007,0.004,True,True,False
R_E_kp0_7599_ap0_4055_s31415,+,0.7599,0.1,0.4055,31415,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_4055_s31415,+,0.7599,0.1,0.4055,31415,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_4055_s31415,+,0.7599,0.1,0.4055,31415,125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_4055_s31415,+,0.7599,0.1,0.4055,31415,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_4055_s31415,+,0.7599,0.1,0.4055,31415,175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_4055_s31415,+,0.7599,0.1,0.4055,31415,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_4055_s31415,+,0.7599,0.1,0.4055,31415,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_4055_s31415,+,0.7599,0.1,0.4055,31415,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_4055_s31415,+,0.7599,0.1,0.4055,31415,275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_kp0_7599_ap0_4055_s31415,+,0.7599,0.1,0.4055,31415,300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,True,False
R_E_km0_7599_ap0_0000_s42,-,-0.7599,0.0,0.0,42,0,0.0035,4.0645,-0.0522,-4.7174,0.0141,0.0342,0.3368,0.4193,False,True,0.2433,0.0493,False,False,False
R_E_km0_7599_ap0_0000_s42,-,-0.7599,0.0,0.0,42,25,0.0041,4.7589,-0.0487,-4.9483,0.0024,0.024,0.1405,0.4185,True,True,0.2432,0.0487,False,False,False
R_E_km0_7599_ap0_0000_s42,-,-0.7599,0.0,0.0,42,50,0.0052,5.8577,-0.0483,-4.5478,0.0084,0.0257,0.1423,0.4189,True,True,0.2433,0.0494,False,False,False
R_E_km0_7599_ap0_0000_s42,-,-0.7599,0.0,0.0,42,75,0.0048,5.5121,-0.0518,-5.0697,0.0014,0.0234,0.1269,0.4192,True,True,0.2434,0.0489,False,False,False
R_E_km0_7599_ap0_0000_s42,-,-0.7599,0.0,0.0,42,100,0.0052,5.2625,-0.0492,-5.1473,0.0006,0.0255,0.1269,0.4191,True,True,0.2433,0.0483,False,False,False
R_E_km0_7599_ap0_0000_s42,-,-0.7599,0.0,0.0,42,125,0.0042,4.4119,-0.0508,-4.8339,0.0071,0.0246,0.1271,0.4187,True,True,0.2433,0.0485,False,False,False
R_E_km0_7599_ap0_0000_s42,-,-0.7599,0.0,0.0,42,150,0.0044,4.7316,-0.0482,-4.5521,0.0001,0.025,0.1425,0.4184,True,True,0.2432,0.0478,False,False,False
R_E_km0_7599_ap0_0000_s42,-,-0.7599,0.0,0.0,42,175,0.0054,5.8627,-0.0389,-3.5466,0.006,0.0255,0.1423,0.4188,True,True,0.2433,0.0486,False,False,False
R_E_km0_7599_ap0_0000_s42,-,-0.7599,0.0,0.0,42,200,0.0049,4.9429,-0.0371,-3.8703,0.0021,0.0255,0.155,0.4182,True,True,0.2432,0.0486,False,False,False
R_E_km0_7599_ap0_0000_s42,-,-0.7599,0.0,0.0,42,225,0.0047,5.4892,-0.0355,-3.5753,0.0007,0.0249,0.1547,0.4188,True,True,0.2433,0.0488,False,False,False
R_E_km0_7599_ap0_0000_s42,-,-0.7599,0.0,0.0,42,250,0.0032,3.5701,-0.0502,-5.2198,0.0028,0.0236,0.1147,0.4185,True,True,0.2433,0.0491,False,False,False
R_E_km0_7599_ap0_0000_s42,-,-0.7599,0.0,0.0,42,275,0.0023,2.7925,-0.0567,-5.983,0.0019,0.024,0.1225,0.4179,True,True,0.2432,0.0481,False,False,False
R_E_km0_7599_ap0_0000_s42,-,-0.7599,0.0,0.0,42,300,0.0017,2.1885,-0.051,-5.2543,0.0015,0.0229,0.1375,0.4188,True,True,0.2433,0.0476,False,False,False
R_E_km0_7599_ap0_0000_s137,-,-0.7599,0.0,0.0,137,0,0.0044,4.9255,-0.052,-5.3873,0.0205,0.0357,0.3233,0.4195,False,True,0.2433,0.0478,False,False,False
R_E_km0_7599_ap0_0000_s137,-,-0.7599,0.0,0.0,137,25,0.0046,5.0214,-0.052,-5.595,0.0073,0.0261,0.1215,0.4182,True,True,0.2432,0.0478,False,False,False
R_E_km0_7599_ap0_0000_s137,-,-0.7599,0.0,0.0,137,50,0.0059,6.2748,-0.0606,-5.5778,0.0005,0.0269,0.1253,0.4182,True,True,0.2432,0.0484,False,False,False
R_E_km0_7599_ap0_0000_s137,-,-0.7599,0.0,0.0,137,75,0.0055,5.9575,-0.0533,-4.7226,0.0071,0.0264,0.1253,0.4183,True,True,0.2432,0.0478,False,False,False
R_E_km0_7599_ap0_0000_s137,-,-0.7599,0.0,0.0,137,100,0.005,5.1803,-0.0458,-4.7042,0.0003,0.0252,0.1253,0.4183,True,True,0.2432,0.0479,False,False,False
R_E_km0_7599_ap0_0000_s137,-,-0.7599,0.0,0.0,137,125,0.0042,4.8304,-0.0364,-3.3554,0.0047,0.0215,0.1149,0.4179,True,True,0.2432,0.0474,False,False,False
R_E_km0_7599_ap0_0000_s137,-,-0.7599,0.0,0.0,137,150,0.0044,5.2943,-0.0452,-4.5894,0.0032,0.0198,0.0976,0.4182,True,True,0.2432,0.0478,False,False,False
R_E_km0_7599_ap0_0000_s137,-,-0.7599,0.0,0.0,137,175,0.004,3.9273,-0.0519,-5.3915,0.0027,0.0188,0.108,0.4186,True,True,0.2433,0.0488,False,False,False
R_E_km0_7599_ap0_0000_s137,-,-0.7599,0.0,0.0,137,200,0.0046,5.262,-0.042,-4.2411,0.0043,0.0203,0.1099,0.4186,True,True,0.2433,0.0478,False,False,False
R_E_km0_7599_ap0_0000_s137,-,-0.7599,0.0,0.0,137,225,0.0042,4.5669,-0.0362,-3.6037,0.0004,0.0201,0.1099,0.4186,True,True,0.2433,0.0475,False,False,False
R_E_km0_7599_ap0_0000_s137,-,-0.7599,0.0,0.0,137,250,0.0033,3.6344,-0.0596,-6.0483,0.0031,0.0213,0.1023,0.4183,True,True,0.2433,0.0478,False,False,False
R_E_km0_7599_ap0_0000_s137,-,-0.7599,0.0,0.0,137,275,0.0041,4.2534,-0.0598,-5.8039,0.0012,0.0226,0.109,0.4184,True,True,0.2433,0.0485,False,False,False
R_E_km0_7599_ap0_0000_s137,-,-0.7599,0.0,0.0,137,300,0.0033,3.7986,-0.0504,-5.2148,0.0004,0.0233,0.1023,0.4182,True,True,0.2432,0.0479,False,False,False
R_E_km0_7599_ap0_0000_s256,-,-0.7599,0.0,0.0,256,0,0.0044,4.5375,-0.0376,-3.9708,0.0111,0.0385,0.3526,0.4209,False,True,0.2435,0.0462,False,False,False
R_E_km0_7599_ap0_0000_s256,-,-0.7599,0.0,0.0,256,25,0.0043,4.2443,-0.034,-3.0943,0.0046,0.0244,0.0973,0.4194,True,True,0.2434,0.0457,False,False,False
R_E_km0_7599_ap0_0000_s256,-,-0.7599,0.0,0.0,256,50,0.0051,5.5681,-0.03,-2.9121,0.0179,0.0241,0.1014,0.4183,True,True,0.2432,0.0464,False,False,False
R_E_km0_7599_ap0_0000_s256,-,-0.7599,0.0,0.0,256,75,0.004,4.805,-0.0428,-4.41,0.0135,0.0253,0.1331,0.4179,True,True,0.2431,0.0474,False,False,False
R_E_km0_7599_ap0_0000_s256,-,-0.7599,0.0,0.0,256,100,0.0038,4.3474,-0.0484,-5.0166,0.0065,0.0258,0.1331,0.4179,True,True,0.2431,0.0485,False,False,False
