run_id,mode,stage,c_label,kappa,tier,u_const,seed,window_start_tick,window_start_block,window_start_schedule_phase,window_in_primary_family,primary_exclusion_reason,window_mean_rho,raw_Psi_meanI_state,Psi_meanI_state_z,raw_Psi_persistence_I,Psi_persistence_I_z,relative_drift,rho_cv,rho_range_over_mean,mean_active_state_variance,persistence_std,Steady_State_Candidate_APPARATUS_ONLY,Lifted_Activation_Candidate_APPARATUS_ONLY,extinction_degenerate_APPARATUS_ONLY,saturation_degenerate_APPARATUS_ONLY,LowLow_Nondegenerate_Candidate_APPARATUS_ONLY,analytic_realized_delta_p_u0_convention,driven_realized_contrast_mean,driven_realized_contrast_range,window_schedule_composition
c3_w2_tcop_cm1_states_L0.4_kp0_2090_up0_0000_s31415,cm1,stageA,0.1,0.209,0.0,,31415,300,12,0,False,EXITS_PRIMARY_BLOCK_SET,0.3942239999999999,-0.0013897164802222,-1.0243909023668794,0.0089797061398492,0.9725525040693948,0.0064282575665446,0.0231884269794617,0.1298754004579238,0.2387278719999999,0.0491560558222483,True,True,False,False,True,0.0999997797896519,0.0999997797896519,0.0,"{""0.0000"": 4}"
c3_w2_tcop_cm1_states_L0.4_km0_2090_up0_0000_s42,cm1,stageA,-0.1,-0.209,0.0,,42,0,0,0,False,PRE_PRIMARY_PHASE_IMBALANCE,0.402256,-0.000416422027722,-0.0894433477898516,-0.0247209293486415,-2.1967133341406657,0.0439203061651076,0.0790475074301942,0.8144067439282279,0.23943504,0.0500554738665013,False,True,False,False,False,-0.0999997797896519,-0.0999997797896519,0.0,"{""0.0000"": 4}"
c3_w2_tcop_cm1_states_L0.4_km0_2090_up0_0000_s42,cm1,stageA,-0.1,-0.209,0.0,,42,25,1,1,False,PRE_PRIMARY_PHASE_IMBALANCE,0.4053360000000001,6.091356073712787e-05,0.5224399988399973,-0.0227829796363205,-2.2678866390392045,0.0036240227639917,0.0233945486460519,0.1194071088691675,0.2409488064,0.0494773392979048,True,True,False,False,False,-0.0999997797896519,-0.0999997797896519,0.0,"{""0.0000"": 4}"
c3_w2_tcop_cm1_states_L0.4_km0_2090_up0_0000_s42,cm1,stageA,-0.1,-0.209,0.0,,42,50,2,2,False,PRE_PRIMARY_PHASE_IMBALANCE,0.40612,0.0008486029730935,1.2577727037051134,-0.0121368636129477,-1.1035429961535526,0.0092316923772779,0.0240207985965154,0.1181916671964157,0.2410913792,0.0498781074219942,True,True,False,False,True,-0.0999997797896519,-0.0999997797896519,0.0,"{""0.0000"": 4}"
c3_w2_tcop_cm1_states_L0.4_km0_2090_up0_0000_s42,cm1,stageA,-0.1,-0.209,0.0,,42,75,3,0,True,,0.406248,0.0009980893828392,1.4490300818897364,-0.024042468113167,-2.3433983799305897,0.0049381673438962,0.0230450696018391,0.1142159466281287,0.2411229151999999,0.0493348000502687,True,True,False,False,False,-0.0999997797896519,-0.0999997797896519,0.0,"{""0.0000"": 4}"
c3_w2_tcop_cm1_states_L0.4_km0_2090_up0_0000_s42,cm1,stageA,-0.1,-0.209,0.0,,42,100,4,1,True,,0.405988,0.0009717804050704,1.2922276218991335,-0.0231348202418513,-2.4971977644913483,0.0027579927693406,0.0253266779749112,0.1192153459727495,0.2410560175999999,0.0488584061958635,True,True,False,False,False,-0.0999997797896519,-0.0999997797896519,0.0,"{""0.0000"": 4}"
c3_w2_tcop_cm1_states_L0.4_km0_2090_up0_0000_s42,cm1,stageA,-0.1,-0.209,0.0,,42,125,5,2,True,,0.405428,0.0002263582576874,0.5581238497302768,-0.0182140696714833,-1.756279660495366,0.0114148573331497,0.0248697602973143,0.1193800129261422,0.2409544719999999,0.0491684534635776,True,True,False,False,True,-0.0999997797896519,-0.0999997797896519,0.0,"{""0.0000"": 4}"
c3_w2_tcop_cm1_states_L0.4_km0_2090_up0_0000_s42,cm1,stageA,-0.1,-0.209,0.0,,42,150,6,0,True,,0.4051239999999999,0.0002010983360506,0.5650544105213522,-0.0127507909486635,-1.097901094013752,0.0028408958458849,0.0256687580323344,0.1402039865813825,0.2408904047999999,0.0482587258845485,True,True,False,False,True,-0.0999997797896519,-0.0999997797896519,0.0,"{""0.0000"": 4}"
c3_w2_tcop_cm1_states_L0.4_km0_2090_up0_0000_s42,cm1,stageA,-0.1,-0.209,0.0,,42,175,7,1,True,,0.4052799999999999,0.0006725062529779,1.1117531352728354,-0.0038011140947879,-0.2753124114014705,0.0026840425784488,0.0251160611366373,0.1352151595558252,0.2409245088,0.0488438491521706,True,True,False,False,True,-0.0999997797896519,-0.0999997797896519,0.0,"{""0.0000"": 4}"
c3_w2_tcop_cm1_states_L0.4_km0_2090_up0_0000_s42,cm1,stageA,-0.1,-0.209,0.0,,42,200,8,2,True,,0.4046040000000001,0.000518711029936,0.8727768860678267,-0.0028916015445045,-0.2533780892468646,0.0009295943955866,0.0252098328006554,0.1552134923154157,0.2407955632,0.0487668246249435,True,True,False,False,True,-0.0999997797896519,-0.0999997797896519,0.0,"{""0.0000"": 4}"
