run_id,Tick,Moran_I_Psi,Moran_I_Act,same_sign_share,pos_largest,pos_mean_size,pos_total_cells,neg_largest,neg_mean_size,neg_total_cells
flight6_probe3_fusion_residual_20x20,0,0.2723510697159719,-0.006569827014646497,0.8461538461538461,27,3.6444444444444444,164,2,1.15,23
flight6_probe3_fusion_residual_20x20,100,0.1564967695620962,0.04229848363926571,0.75,5,1.3157894736842106,25,3,1.3333333333333333,20
flight6_probe3_fusion_residual_20x20,500,0.1253304307261701,-0.015605647758236306,0.96,2,1.2857142857142858,9,4,1.6875,27
flight6_probe3_fusion_residual_20x20,1000,0.038060841783581024,-0.015697137580794055,0.7142857142857143,3,1.4285714285714286,20,2,1.2142857142857142,17
flight6_probe3_fusion_residual_20x20,1500,0.17793356701719243,9.860533442394485e-18,1.0,4,1.5,15,3,1.375,11
flight6_probe3_fusion_residual_20x20,2000,0.0787037037037037,-0.014074656875601011,0.9230769230769231,2,1.1333333333333333,17,2,1.1428571428571428,16
flight6_probe3_fusion_residual_20x20,2500,0.05274888558692421,0.018666666666666668,0.8235294117647058,3,1.4444444444444444,13,2,1.5,18
flight6_probe3_fusion_residual_20x20,2999,0.07332796132151488,0.007049945387747012,0.9230769230769231,2,1.4285714285714286,10,2,1.3076923076923077,17
