run_id,Tick,Metric,mean,sd,min,p01,p05,p25,median,p75,p95,p99,max
flight6_probe2_starvation_FLR_20x20,0,Lambda_total,0.6746904166910255,0.05848424081670871,0.6002637759408663,0.6017567170503089,0.6060050692895621,0.6251683263358665,0.66205234482845,0.7114836351246,0.7860458097268475,0.834703553332017,0.8701991485808731
flight6_probe2_starvation_FLR_20x20,0,Drive_Raw,-0.9099883332358977,0.3121576049757238,-2.37332718222895,-1.7187363936301854,-1.4389014709075727,-1.0707818508084057,-0.9277592747679848,-0.7428117877800704,-0.3724646136968754,-0.20649684026103304,-0.041888571492830984
flight6_probe2_starvation_FLR_20x20,0,p_act,0.29819153344553967,0.06165437383205195,0.09437708257385528,0.1605242607742027,0.19979849599526323,0.2627019121377775,0.2905457705705363,0.32916572022139806,0.41386618896106203,0.4540729201610969,0.494634094224673
flight6_probe2_starvation_FLR_20x20,0,Psi_local,0.31,1.574833404086466,-5.0,-4.0,-2.0,0.0,0.0,1.0,4.0,5.0,6.0
flight6_probe2_starvation_FLR_20x20,0,b_i_v,0.7491304602827585,0.08659587964347673,0.6013133520805053,0.6056995824435077,0.61624597679403,0.6749035347650623,0.7442148775840078,0.8223506931108033,0.887292796404885,0.8969961137586103,0.8997274220415777
flight6_probe2_starvation_FLR_20x20,0,b_i_u,0.7496159727816079,0.08992891632451876,0.6002637759408663,0.6041221023641371,0.6103913397968084,0.6739554087534111,0.7527978097091038,0.8306043480981061,0.8866494565011814,0.8976458595693947,0.8997345908422204
flight6_probe2_starvation_FLR_20x20,0,b_i_r,0.7490832085438771,0.08854575358613659,0.6014581541576042,0.6046968345243912,0.6190933347555115,0.6711880567223053,0.7405362522015124,0.8280907374978644,0.8863647893307512,0.8954206231951128,0.897768184308253
flight6_probe2_starvation_FLR_20x20,0,Local_Density,0.4975,0.16696089317449178,0.125,0.125,0.25,0.375,0.5,0.625,0.75,0.875,1.0
flight6_probe2_starvation_FLR_20x20,100,Lambda_total,0.6717854166910255,0.058625050627896656,0.5720947354724645,0.5863859212030771,0.5982852987223197,0.6234207818401106,0.6618578587922255,0.7095651610141236,0.7850699133278598,0.8186375750001257,0.8691991485808731
flight6_probe2_starvation_FLR_20x20,100,Drive_Raw,-0.8809833332358977,0.27494149900110515,-1.6808851907543985,-1.5580290261011596,-1.3113757781509234,-1.0528041085934716,-0.8981336688076962,-0.7144112717075356,-0.38175774232142673,-0.2307654840052145,-0.16798169501480054
flight6_probe2_starvation_FLR_20x20,100,p_act,0.303135279850343,0.056299475633766624,0.16540850770869456,0.18219040720287571,0.22013418810893362,0.2661001292566352,0.2965398719241845,0.33533859709850694,0.41164599580828226,0.44813766220682505,0.4635220195961506
flight6_probe2_starvation_FLR_20x20,100,Psi_local,0.075,1.2095588375327733,-5.0,-3.01,-2.0,0.0,0.0,0.0,2.0,4.0,5.0
flight6_probe2_starvation_FLR_20x20,100,b_i_v,0.7462254602827585,0.08761138661774234,0.5829239266669569,0.5932548779421493,0.6119493311412058,0.6711247620118611,0.739782585201521,0.8223396931868139,0.8872866200204199,0.9004520037124889,0.9274065986186649
flight6_probe2_starvation_FLR_20x20,100,b_i_u,0.7467109727816077,0.08994542909074126,0.5720947354724645,0.5866703815042702,0.6020783544228776,0.6771109114347816,0.7441542950564595,0.8287164941992884,0.8827000424157634,0.8995181928685138,0.918236936702636
flight6_probe2_starvation_FLR_20x20,100,b_i_r,0.7461782085438771,0.08826575516113558,0.5800292276327433,0.6014406641464672,0.6135491002540361,0.6706956224236675,0.7398396111317486,0.8222249511080643,0.8837944293394993,0.9047971095078998,0.9271975426277366
flight6_probe2_starvation_FLR_20x20,100,Local_Density,0.3025,0.1657367541591122,0.0,0.0,0.0,0.25,0.25,0.375,0.5,0.625,0.75
flight6_probe2_starvation_FLR_20x20,500,Lambda_total,0.6649504166910256,0.06274995654276973,0.539410727249064,0.5505731965663841,0.5795790290569994,0.6176937812993828,0.6587455388555699,0.7053581086253452,0.7794992380565848,0.8368078723712294,0.9091991485808731
flight6_probe2_starvation_FLR_20x20,500,Drive_Raw,-0.9405108332358977,0.3134238879224099,-1.7504333624028812,-1.6627677065407522,-1.4328553735734595,-1.146752012521827,-0.9636969263608126,-0.7541759397187273,-0.39502300092904347,-0.2566450514222115,0.19929659432349212
flight6_probe2_starvation_FLR_20x20,500,p_act,0.2920997795059176,0.06284493157085036,0.15651262123699455,0.16779706633268068,0.20072828246288213,0.24867208210005942,0.2833772336062838,0.3267129500023218,0.40848363573441065,0.44182672888743635,0.5541632877876487
flight6_probe2_starvation_FLR_20x20,500,Psi_local,-0.055,0.9820315498558488,-3.0,-3.0,-2.0,0.0,0.0,0.0,2.0,3.0,4.0
flight6_probe2_starvation_FLR_20x20,500,b_i_v,0.7393904602827586,0.09020796451491624,0.5477134603795667,0.5736370060957389,0.5983305696559117,0.6702421798404913,0.7293756214065483,0.8124606432273118,0.8964322183769211,0.9190247874788995,0.9554416404630885
flight6_probe2_starvation_FLR_20x20,500,b_i_u,0.7398759727816078,0.09161309710859786,0.539410727249064,0.5619815183420596,0.5903940192025544,0.6671220441293573,0.7331308820058122,0.8187295485401722,0.8885345433913518,0.9216248218707973,0.9257121551502435
flight6_probe2_starvation_FLR_20x20,500,b_i_r,0.739343208543877,0.09205089194084128,0.5490292276327433,0.5748227661661973,0.5974310000845293,0.6612522316198237,0.7371528067607793,0.8185472185491427,0.8868159746210926,0.9110126690494044,0.9517511346284306
flight6_probe2_starvation_FLR_20x20,500,Local_Density,0.235,0.14545107437758575,0.0,0.0,0.0,0.125,0.25,0.375,0.5,0.625,0.625
flight6_probe2_starvation_FLR_20x20,1000,Lambda_total,0.6436654166910256,0.0697891554947378,0.48170088138882194,0.5142459155582976,0.5407704505452562,0.5922525823573714,0.6399639516580873,0.6844574218188997,0.7659959638244053,0.8299171899968324,0.9021991485808731
flight6_probe2_starvation_FLR_20x20,1000,Drive_Raw,-0.9865883332358978,0.31102040847727824,-1.7943144131871689,-1.6636759465347943,-1.4601564782843652,-1.2221541077104618,-0.9860466524867231,-0.7870648902147793,-0.45087485655349385,-0.20830542053085643,-0.07870340567650747
flight6_probe2_starvation_FLR_20x20,1000,p_act,0.28301235494062615,0.061391790697522326,0.15111913217612344,0.1676764868202713,0.19655949523368305,0.2352821964761783,0.2789767082349456,0.31967126482596114,0.3952612644880755,0.453630114635807,0.48553095569619587
flight6_probe2_starvation_FLR_20x20,1000,Psi_local,-0.06,1.1088163437695742,-3.0,-3.0,-3.0,-0.0,0.0,0.0,2.0,3.0,5.0
flight6_probe2_starvation_FLR_20x20,1000,b_i_v,0.7181054602827587,0.09629594181794131,0.48170088138882194,0.5383707772777847,0.577065747893623,0.6462105152386686,0.7098022553416801,0.7924465428634071,0.8828266969516534,0.9152600158721652,0.9714416404630886
flight6_probe2_starvation_FLR_20x20,1000,b_i_u,0.7185909727816076,0.09768913142140265,0.4990947354724644,0.5210484096795154,0.5555008521124931,0.6458035176100216,0.7149478739486601,0.8026558671933859,0.8768201662462504,0.9135149984333663,0.9873465230826848
flight6_probe2_starvation_FLR_20x20,1000,b_i_r,0.718058208543877,0.09512808308730081,0.5170374806996666,0.5331073112542016,0.5713606512434746,0.6422411189692908,0.7148948720759984,0.7881199373758926,0.8737120905318628,0.893617915572685,0.9597511346284306
flight6_probe2_starvation_FLR_20x20,1000,Local_Density,0.3225,0.16808295481472274,0.0,0.0,0.125,0.25,0.375,0.5,0.625,0.625,0.75
flight6_probe2_starvation_FLR_20x20,1500,Lambda_total,0.6262254166910255,0.07440891495902623,0.44548748743667166,0.46907157514085374,0.5156608181587414,0.5714554868870343,0.6239967199568695,0.6704549934932034,0.7526393274311083,0.8281675919151025,0.8721991485808731
flight6_probe2_starvation_FLR_20x20,1500,Drive_Raw,-1.119473333235898,0.35272964167550663,-2.004275751003971,-1.879471083024975,-1.6795771505469637,-1.3441075217795293,-1.1330160783180783,-0.9171225060697096,-0.518680154735154,-0.2061987325932241,-0.011203405676507572
flight6_probe2_starvation_FLR_20x20,1500,p_act,0.2591616805648593,0.06610530953727123,0.1275671787662822,0.14112517736821775,0.16558069164408099,0.2147674072615362,0.2511690386486668,0.29268912864077556,0.37942933884914265,0.454146593975141,0.5022271860977819
flight6_probe2_starvation_FLR_20x20,1500,Psi_local,0.0,0.923109054128783,-3.0,-3.0,-2.0,-0.0,0.0,0.0,2.0,3.0,4.0
flight6_probe2_starvation_FLR_20x20,1500,b_i_v,0.7006654602827587,0.10069574595068152,0.4497008813888219,0.4882828706036526,0.5507764675541982,0.6290406183017969,0.6920734569080773,0.7732440059679313,0.8706497327018662,0.897786331898606,0.9474416404630885
flight6_probe2_starvation_FLR_20x20,1500,b_i_u,0.7011426064739009,0.1017818701719063,0.44548748743667166,0.486970439839906,0.5416896215324597,0.6254099100534654,0.6954914826501941,0.7763350971405569,0.8730222418511431,0.9083881978697922,0.98
flight6_probe2_starvation_FLR_20x20,1500,b_i_r,0.7006182085438769,0.09982079103523765,0.46645815415760405,0.5139916550366129,0.5483802089089663,0.6199272302559382,0.6979542813050946,0.7751429729467572,0.8657304012897628,0.9118805222444154,0.940271877231332
flight6_probe2_starvation_FLR_20x20,1500,Local_Density,0.2225,0.1533665649942821,0.0,0.0,0.0,0.125,0.25,0.375,0.5,0.625,0.75
flight6_probe2_starvation_FLR_20x20,2000,Lambda_total,0.6050404166910256,0.07706137511264084,0.42409473547246435,0.4430952615453928,0.49343152087557285,0.5499037653910355,0.5970349234060257,0.6511000528800505,0.7483215800434175,0.8069383193485998,0.8861991485808731
flight6_probe2_starvation_FLR_20x20,2000,Drive_Raw,-1.1689008332358979,0.34777018589687253,-2.0953778972530586,-1.9217183122342072,-1.7411472467621998,-1.3990653581782748,-1.1883171727441264,-0.9466384486870758,-0.5545884897215992,-0.2750542519858861,-0.05595702853940665
flight6_probe2_starvation_FLR_20x20,2000,p_act,0.2501180637316932,0.06374285967054406,0.1184514086910235,0.1363934887217679,0.1576755993530336,0.20598488465691608,0.24122444276273342,0.28676583302930586,0.37115250702395747,0.43735004074074607,0.49115424805353675
flight6_probe2_starvation_FLR_20x20,2000,Psi_local,-0.13,1.084453825780806,-5.0,-4.0,-2.0,0.0,0.0,0.0,1.0499999999999545,3.0,3.0
flight6_probe2_starvation_FLR_20x20,2000,b_i_v,0.6794804602827585,0.10426043636145833,0.44311150168790514,0.4760766761786383,0.5291623093320039,0.6011388077689963,0.6639504779837737,0.7517198115886994,0.8607715047529113,0.9091333133037984,0.953343981231961
flight6_probe2_starvation_FLR_20x20,2000,b_i_u,0.679957606473901,0.10256979514628935,0.42409473547246435,0.46244215963808444,0.5170619670500423,0.602307662396445,0.677577303645717,0.7535090075749011,0.8475262060113014,0.897355444988156,0.9413760711824093
flight6_probe2_starvation_FLR_20x20,2000,b_i_r,0.6794332085438769,0.1030236821064664,0.4347424553405812,0.49335502985702984,0.5222812382585921,0.6009131024681761,0.6765912460593639,0.7566836674724893,0.857895474682823,0.8994169090911708,0.9317523312392433
flight6_probe2_starvation_FLR_20x20,2000,Local_Density,0.2375,0.1379563513841173,0.0,0.0,0.0,0.125,0.25,0.375,0.5,0.625,0.75
