run_id,Tick,Moran_I_Psi,Moran_I_Act,same_sign_share,pos_largest,pos_mean_size,pos_total_cells,neg_largest,neg_mean_size,neg_total_cells
flight6_probe2_starvation_FLR_20x20,0,0.20343384938760659,-0.020167472579313606,0.6846153846153846,20,2.4878048780487805,102,5,1.5263157894736843,58
flight6_probe2_starvation_FLR_20x20,100,0.12805139186295503,0.04290909090909091,0.6358695652173914,7,1.744186046511628,75,7,1.6111111111111112,58
flight6_probe2_starvation_FLR_20x20,500,0.047532420281192325,-0.0011551790527532056,0.5620437956204379,4,1.6333333333333333,49,10,1.5,57
flight6_probe2_starvation_FLR_20x20,1000,0.13568166992824526,-0.022475762960192026,0.7232704402515723,6,2.0,58,8,1.763157894736842,67
flight6_probe2_starvation_FLR_20x20,1500,0.1375,-0.0033444816053511835,0.7363636363636363,4,1.7096774193548387,53,4,1.3888888888888888,50
flight6_probe2_starvation_FLR_20x20,2000,0.09108345409598498,-0.030568239472349084,0.6686046511627907,5,1.6363636363636365,54,6,1.5106382978723405,71
flight6_probe2_starvation_FLR_20x20,2500,0.11639962299717249,0.016608391608391636,0.6549295774647887,5,1.9333333333333333,58,4,1.3488372093023255,58
flight6_probe2_starvation_FLR_20x20,2999,0.16449049894432713,0.005681818181818196,0.7346938775510204,8,1.8181818181818181,40,4,1.457142857142857,51
