Tick,epoch,Lambda_total_mean,Lambda_total_std,Lambda_total_min,Lambda_total_max,Drive_Raw_mean,Drive_Raw_std,Drive_Raw_min,Drive_Raw_max,p_act_mean,p_act_std,p_act_min,p_act_max,Psi_local_mean,Psi_local_std,Psi_local_min,Psi_local_max,b_i_v_mean,b_i_v_std,b_i_v_min,b_i_v_max,b_i_u_mean,b_i_u_std,b_i_u_min,b_i_u_max,b_i_r_mean,b_i_r_std,b_i_r_min,b_i_r_max,Local_Density_mean,Local_Density_std,Local_Density_min,Local_Density_max
10,0,0.3234759121881495,0.08738791027102578,0.14245038720183165,0.6204503063834794,-2.5045338512474022,0.39877285885870634,-3.369798186683156,-1.1578395847053744,0.08965428658233339,0.031728913233341455,0.04292026797136997,0.24666946482768284,-0.01375,0.44137392027622113,-3.0,3.0,0.752024717351705,0.08675586151220889,0.5986459111072814,0.9047918528978457,0.7502400747562102,0.08751270637835229,0.5964106457876179,0.9028563514740195,0.7526947235244613,0.0879854257992736,0.5990292276327434,0.903768184308253,0.091875,0.10037235363883822,0.0,0.625
11,0,0.3234539350300681,0.08738864664365993,0.14245038720183165,0.6204503063834794,-2.5264186348797275,0.39605652656903595,-3.4301984511926733,-1.0181987744660823,0.08800991698632893,0.030708664753288088,0.04105125348777204,0.272724621837303,0.00125,0.45276753141098797,-3.0,3.0,0.7520109673517049,0.08676487146818358,0.5977139068671896,0.9037918528978457,0.7502263247562102,0.08751451704648572,0.5964106457876179,0.9034817847943981,0.7526809735244612,0.087983545189646,0.5990292276327434,0.903768184308253,0.083125,0.1024332862159562,0.0,0.625
12,0,0.3234562060752025,0.08739042464723853,0.14245038720183165,0.6204503063834794,-2.5245345506991903,0.40074459119086553,-3.4301984511926733,-1.1004498832955614,0.08825026512536896,0.031164713046257685,0.04105125348777204,0.2571590532237115,-0.01125,0.4948468828839887,-4.0,4.0,0.7520122173517049,0.08676033218591676,0.5977139068671896,0.9047918528978457,0.7502275747562102,0.08751814179814706,0.5964106457876179,0.9034817847943981,0.7526822235244613,0.08798500633403514,0.5990292276327434,0.902768184308253,0.084375,0.10369162514398161,0.0,0.5
13,0,0.3234371104008116,0.08739385463164162,0.14245038720183165,0.6204503063834794,-2.5226578083967537,0.4011755433119521,-3.4286963067220007,-1.0857077551492527,0.08842966127089755,0.03176758553508144,0.041096465807712035,0.25990312348267103,-0.03375,0.39857362870616514,-3.0,2.0,0.7520009673517049,0.08675426479164966,0.5977139068671896,0.9053439812319609,0.7502163247562101,0.0875148515058544,0.5964106457876179,0.9034817847943981,0.7526709735244613,0.08799241661206303,0.5990292276327434,0.9022789796151022,0.08125,0.09185586535436918,0.0,0.5
14,0,0.32337728785512304,0.08737425676925974,0.14245038720183165,0.6228335793212874,-2.5237564735795077,0.4032024257573306,-3.4301984511926733,-0.9961206697650153,0.08837764891835258,0.03162415012451031,0.04105125348777204,0.2770077790375303,-0.03,0.46270941205037097,-4.0,3.0,0.751967217351705,0.08673946282593319,0.5970442850294928,0.9060470183398527,0.7501825747562103,0.08752306091959616,0.5964106457876179,0.9034817847943981,0.7526372235244613,0.08798705910187789,0.5990292276327434,0.9022789796151022,0.083125,0.09874406627742247,0.0,0.5
15,0,0.3233309945114716,0.0873910465930045,0.14245038720183165,0.6228335793212874,-2.5016760219541134,0.40593678697498486,-3.373793727331032,-1.0235549875467722,0.09007017412903583,0.03279565219673899,0.04279334445421419,0.2716921556286315,-0.02125,0.43393367868834515,-3.0,3.0,0.7519372173517049,0.08674046624710458,0.5970442850294928,0.9060470183398527,0.7501525747562102,0.0875459588744399,0.5964106457876179,0.9034817847943981,0.7526072235244612,0.08798862034695941,0.5990292276327434,0.9022789796151022,0.09625,0.10804368329523019,0.0,0.5
16,0,0.3232956072067998,0.08739470131696382,0.14245038720183165,0.6228335793212874,-2.524005071172801,0.3973593204546394,-3.4286963067220007,-1.0475533510081294,0.08821015429088146,0.03085836285177987,0.041096465807712035,0.2670982492647024,0.005,0.44858109634713766,-4.0,3.0,0.751915967351705,0.08673135726299644,0.5970442850294928,0.9060470183398527,0.7501313247562102,0.08754500461488172,0.5964106457876179,0.9034817847943981,0.7525859735244613,0.08800109946195195,0.5990292276327434,0.9022789796151022,0.08375,0.10047543232054292,0.0,0.5
17,0,0.3233105348859968,0.08743755669443873,0.14245038720183165,0.6228335793212874,-2.535585985456013,0.40233992358735937,-3.4301984511926733,-0.9621550269673871,0.08754628760172584,0.031538147490103134,0.04105125348777204,0.28368246080620463,0.0,0.35,-3.0,3.0,0.751920967351705,0.08673015179494631,0.5970442850294928,0.9060470183398527,0.7501363247562103,0.08755671733239237,0.5965028582694459,0.9034817847943981,0.7525909735244611,0.08802032152056351,0.5990292276327434,0.9022789796151022,0.0775,0.09657008465358204,0.0,0.5
18,0,0.3233146526986603,0.08746912511781241,0.14245038720183165,0.6228335793212874,-2.5436163892053587,0.39429009739440685,-3.378900318015952,-1.1671186096294393,0.08678499538154989,0.03065851206001569,0.04263181484373985,0.2450024419279074,-0.02375,0.3961514072927168,-4.0,3.0,0.751920967351705,0.08673368065229588,0.5970442850294928,0.9060470183398527,0.7501363247562103,0.0875646145659174,0.5985028582694459,0.9035982778601103,0.7525909735244611,0.08802624738845781,0.5990292276327434,0.9032789796151022,0.071875,0.08921314014762624,0.0,0.5
19,0,0.3232812021388838,0.08751705640838349,0.14245038720183165,0.6247138934205992,-2.539297066444465,0.3907456060820714,-3.4286963067220007,-0.938644426317603,0.08700854685510583,0.030448760450144594,0.041096465807712035,0.2883625010242476,-0.02125,0.42520399515997026,-3.0,2.0,0.7518972173517049,0.08674217293677902,0.5970442850294928,0.9060470183398527,0.7501125747562102,0.08758064343314524,0.5985028582694459,0.9045982778601103,0.7525672235244611,0.08803278125801331,0.5990292276327434,0.9032789796151022,0.075,0.09343697742328783,0.0,0.5
20,0,0.32324847391272377,0.08752770397261456,0.14245038720183165,0.6247138934205992,-2.5029436043491047,0.4028871494390112,-3.4286963067220007,-0.938644426317603,0.08986934221008346,0.03216511979381922,0.041096465807712035,0.2883625010242476,-0.02,0.41635321543132103,-3.0,3.0,0.7518759673517049,0.08676223415820777,0.5963133520805053,0.9060470183398527,0.7500913247562103,0.08758021680124432,0.5985028582694459,0.9045982778601103,0.7525459735244613,0.08803158754555615,0.5990292276327434,0.9032789796151022,0.0925,0.09901073174156426,0.0,0.5
21,0,0.3232225170621293,0.0875742948945521,0.14245038720183165,0.6247138934205992,-2.5074224317514826,0.40513670087378983,-3.4286963067220007,-1.024655026967387,0.08959014239374165,0.03207860405345873,0.041096465807712035,0.27148043355907964,-0.03875,0.5084274161569181,-5.0,3.0,0.7518559673517049,0.08677892234879621,0.5963133520805053,0.9060470183398527,0.7500713247562102,0.08759557163445954,0.5985028582694459,0.9045982778601103,0.7525259735244613,0.08803662276375272,0.5990292276327434,0.9032789796151022,0.090625,0.0991664478288902,0.0,0.5
22,0,0.3231618613205787,0.08759314083024033,0.14245038720183165,0.6247138934205992,-2.503446304717685,0.3972576341905626,-3.4301984511926733,-1.0069943615887533,0.08967447213699124,0.03138638591377426,0.04105125348777204,0.2748927861402229,-0.02625,0.4917427554118108,-3.0,3.0,0.751817217351705,0.08678537430754127,0.5963133520805053,0.9060470183398527,0.7500325747562102,0.08760064447144866,0.5985028582694459,0.9045982778601103,0.7524872235244612,0.08805162473599873,0.5982672832930099,0.9032789796151022,0.095,0.1060586512265737,0.0,0.625
23,0,0.3231190731992825,0.0875985975655462,0.14189874727074392,0.6303544732966563,-2.51799245720287,0.40117661506760066,-3.4324050109170243,-0.9785821068133749,0.08875108014879375,0.03176626546801782,0.040984954638703205,0.2804414830852243,-0.02875,0.4335013696633495,-3.0,3.0,0.7517909673517049,0.08677512763130146,0.5963133520805053,0.9060470183398527,0.7500063247562103,0.08760828323054067,0.5985028582694459,0.9045982778601103,0.7524609735244613,0.08806234549953662,0.5982672832930099,0.9032789796151022,0.086875,0.10112453646370893,0.0,0.5
24,0,0.32306472340026765,0.08755593792753069,0.1400579438443655,0.6331890439611862,-2.534381731398929,0.3963506938933441,-3.4301984511926733,-1.154743824155255,0.08744790679111716,0.030551616609757894,0.04105125348777204,0.24722743449226986,-0.02625,0.42492462566907085,-3.0,3.0,0.7517622173517049,0.086775192882521,0.5963133520805053,0.9060470183398527,0.7499775747562103,0.08760148110301566,0.5985028582694459,0.9045982778601103,0.7524322235244613,0.08804513248018715,0.5982672832930099,0.9032789796151022,0.078125,0.09565767415633729,0.0,0.5
25,0,0.3230200933187857,0.08754580576360822,0.1400579438443655,0.6331890439611862,-2.5418258767248574,0.3977763949847492,-3.439768224622538,-1.1143065144649333,0.08698448547843471,0.030803050878311634,0.04076470748527938,0.25459820425708857,-0.0175,0.43839907618515805,-3.0,3.0,0.7517359673517049,0.08678723670569244,0.5963133520805053,0.9060470183398527,0.7499513247562102,0.08760076674521948,0.5985028582694459,0.9037345908422204,0.7524059735244613,0.08803529019048532,0.5982672832930099,0.9032789796151022,0.074375,0.0934139811537866,0.0,0.625
26,0,0.3229893222181395,0.08753395249469413,0.1400579438443655,0.6331890439611862,-2.511792711127442,0.4005273265950795,-3.3754247538704973,-1.1897495096887094,0.08917193681994773,0.03157635032292452,0.04274166872973809,0.2409707013701522,-0.02875,0.44628851374419215,-3.0,3.0,0.7517184673517049,0.086772899020211,0.5963133520805053,0.906154399358882,0.7499338247562102,0.0876033202838631,0.5975048207459807,0.9042044190463274,0.7523884735244613,0.08804328489188265,0.5982672832930099,0.9032789796151022,0.088125,0.09625608746983227,0.0,0.5
27,0,0.3229400759067556,0.08752379489391808,0.1400579438443655,0.6331890439611862,-2.5065209463729774,0.4029748440475764,-3.439768224622538,-0.9850533510081294,0.08963951235775061,0.03244638787260943,0.04076470748527938,0.2791713375236551,-0.03625,0.46361183925779975,-4.0,3.0,0.7516897173517049,0.08675941289054934,0.5963133520805053,0.906154399358882,0.7499050747562103,0.08761280503698395,0.5985028582694459,0.9052044190463274,0.7523597235244612,0.08804676696526474,0.5982672832930099,0.9032789796151022,0.09125,0.09839334327077214,0.0,0.5
28,0,0.32287889627909144,0.08751785629086002,0.1400579438443655,0.6331890439611862,-2.4980937898836344,0.3980223439762879,-3.3762128519078023,-1.154743824155255,0.09010127210621185,0.03179347631774751,0.04271672765237555,0.24722743449226986,-0.0425,0.4657722082735294,-4.0,4.0,0.7516534673517049,0.0867641680818392,0.5961973336628332,0.906154399358882,0.7498688247562103,0.0876222819299535,0.5985028582694459,0.9054817847943981,0.7523234735244613,0.08803613887812861,0.5982672832930099,0.9032789796151022,0.096875,0.10331422034260337,0.0,0.5
29,0,0.3228028195954604,0.08748574133822538,0.1400579438443655,0.6331890439611862,-2.501054346618158,0.39192095801957744,-3.433899754675945,-1.154743824155255,0.08969549698456626,0.03050670755954163,0.040940121039710155,0.24722743449226986,-0.01,0.4649193478443331,-3.0,4.0,0.7516109673517049,0.08676531012498279,0.5941973336628332,0.910154399358882,0.7498263247562104,0.08762171723530779,0.5985028582694459,0.9054817847943981,0.7522809735244613,0.0880185264164526,0.5982672832930099,0.9032789796151022,0.095,0.10144656844861732,0.0,0.625
30,0,0.32278917434096754,0.0874965523586223,0.1400579438443655,0.6331890439611862,-2.5176714276361296,0.40127625217075186,-3.3762128519078023,-1.019864852997574,0.08876968177068507,0.03147621276120932,0.04271672765237555,0.2724031891035213,-0.0075,0.46898160944753475,-3.0,3.0,0.751600967351705,0.08676529067424267,0.5941973336628332,0.910154399358882,0.7498163247562103,0.08763467083175515,0.5985028582694459,0.9054817847943981,0.7522709735244613,0.08802321516480759,0.5982672832930099,0.9032789796151022,0.09,0.10773593295646537,0.0,0.75
31,0,0.32277833678450024,0.08750997173311818,0.1400579438443655,0.6331890439611862,-2.533261652861999,0.4065235111090147,-3.439768224622538,-1.1456850620576708,0.08782022330744088,0.03198905750202262,0.04076470748527938,0.24886532532749428,-0.01,0.45814844755821227,-3.0,4.0,0.7515934673517048,0.0867731007675467,0.5941973336628332,0.910154399358882,0.7498088247562102,0.08762605851203424,0.5985028582694459,0.9054817847943981,0.7522634735244612,0.08803218592723384,0.5982672832930099,0.9032789796151022,0.080625,0.10031006616985158,0.0,0.625
32,0,0.3227648672072963,0.08753111082743928,0.1400579438443655,0.6331890439611862,-2.518706156170815,0.40062068862291283,-3.433899754675945,-1.212155026967387,0.0886559830389342,0.03114204296944611,0.040940121039710155,0.23702676623262714,-0.025,0.4905354217587146,-5.0,3.0,0.751583467351705,0.08678871282767392,0.5941973336628332,0.910154399358882,0.7497988247562103,0.08761668548496043,0.5985028582694459,0.9072044190463274,0.7522534735244613,0.08804258899310954,0.5982672832930099,0.9033047488516797,0.086875,0.10025163652030823,0.0,0.625
33,0,0.3227234871091064,0.08753510545226464,0.1400579438443655,0.6331890439611862,-2.5184029265635743,0.4014791952149255,-3.433899754675945,-0.967243824155255,0.08875349816059391,0.031963590624240375,0.040940121039710155,0.28267590517369384,-0.01625,0.44691826713617333,-3.0,3.0,0.751558467351705,0.08679543063025909,0.5941973336628332,0.910154399358882,0.7497738247562102,0.08761680514775265,0.5985028582694459,0.9072044190463274,0.7522284735244612,0.08804110008172229,0.5982672832930099,0.9033047488516797,0.086875,0.09966545602664947,0.0,0.5
34,0,0.32269808903091857,0.08754051839094076,0.1400579438443655,0.6331890439611862,-2.4911607688763255,0.4059239362673938,-3.378900318015952,-1.0579802701023935,0.0908101149511945,0.03285209921018268,0.04263181484373985,0.2651186606898204,-0.01625,0.4766927076220067,-3.0,3.0,0.7515422173517049,0.08681978592755195,0.5941973336628332,0.910154399358882,0.7497575747562102,0.08760433149454379,0.5975887922121785,0.9072044190463274,0.7522122235244612,0.088041101093566,0.5982672832930099,0.9032789796151022,0.1025,0.10888999609697854,0.0,0.5
35,0,0.32267029257738034,0.08753077110613115,0.1400579438443655,0.6331890439611862,-2.5330688296904786,0.3946899591053247,-3.433899754675945,-1.1985301492215208,0.08748937040520423,0.03017527865681493,0.040940121039710155,0.23941943000011057,-0.0125,0.4648588495446763,-4.0,3.0,0.751525967351705,0.0868210100357313,0.5941973336628332,0.910154399358882,0.7497413247562101,0.08760392566159096,0.5955887922121785,0.9072044190463274,0.7521959735244613,0.0880400444288967,0.5982672832930099,0.9032789796151022,0.079375,0.0957515502485469,0.0,0.5
36,0,0.3226499212530765,0.08753918968967991,0.1400579438443655,0.6360331636317655,-2.499556564987694,0.4065546458206593,-3.439768224622538,-1.0304544679867962,0.0902172955661968,0.032807537254229975,0.04076470748527938,0.27036604549951304,-0.0375,0.4675401052316261,-4.0,3.0,0.7515134673517049,0.08682451952361149,0.5941973336628332,0.910154399358882,0.7497288247562102,0.08761537736605388,0.5955887922121785,0.9072044190463274,0.7521834735244614,0.08802826943955604,0.5982672832930099,0.9062789796151022,0.095625,0.10056675332832417,0.0,0.5
37,0,0.3225794522204688,0.08748864079997791,0.1400579438443655,0.6360331636317655,-2.514057191118125,0.40300750551357517,-3.439768224622538,-1.1433673454729378,0.08906445360858535,0.03186705294792197,0.04076470748527938,0.24928562239577753,-0.00875,0.4568078781063216,-3.0,4.0,0.751475967351705,0.08682189860622291,0.5941973336628332,0.910154399358882,0.7496913247562103,0.08760048888188642,0.5955887922121785,0.9072044190463274,0.7521459735244612,0.08801382551190275,0.5982672832930099,0.9082789796151022,0.089375,0.10068321297515291,0.0,0.5
38,0,0.32256539454950783,0.08749756662278249,0.1400579438443655,0.6360331636317655,-2.5237227968019686,0.39842038541822183,-3.439768224622538,-0.9558673454729378,0.0882583704489353,0.031150203230407434,0.04076470748527938,0.28492931980784497,0.01375,0.5060246411984302,-5.0,4.0,0.7514672173517049,0.08680891751744686,0.5941973336628332,0.910154399358882,0.7496825747562103,0.08760669952737117,0.5955887922121785,0.9082044190463274,0.7521372235244612,0.08802236855965752,0.5982672832930099,0.9082789796151022,0.085625,0.10189800353785151,0.0,0.5
39,0,0.3225899530731646,0.08751581071634823,0.1400579438443655,0.6417501357002148,-2.5046401877073414,0.4035252243539586,-3.3762128519078023,-1.0596889062056576,0.08976566341703052,0.03217894130760272,0.04271672765237555,0.2647952205177916,-0.02,0.5082814181140208,-4.0,5.0,0.751480967351705,0.08680167849958552,0.5941973336628332,0.910154399358882,0.7496963247562103,0.08763904990829684,0.5955887922121785,0.9082044190463274,0.7521509735244613,0.08800118460959318,0.5982672832930099,0.9082789796151022,0.095625,0.10641714793678696,0.0,0.625
40,0,0.3225515349765362,0.08749203404535466,0.1400579438443655,0.6417501357002148,-2.519793860093855,0.4054853220412906,-3.439768224622538,-1.0800094021526068,0.08871622779127634,0.03175595703676281,0.04076470748527938,0.26096919502240484,-0.01125,0.49736650218928097,-3.0,3.0,0.7514609673517049,0.08678647818301721,0.5941973336628332,0.910154399358882,0.7496763247562103,0.08764196298125661,0.5955887922121785,0.9091414363367055,0.7521309735244612,0.08798980023760507,0.5982672832930099,0.9082789796151022,0.08875,0.10576359250706266,0.0,0.625
41,0,0.3225356661169498,0.08750519591945712,0.1400579438443655,0.6417501357002148,-2.490951085532201,0.4029757682248543,-3.439768224622538,-0.9329994571991409,0.09074257233959607,0.03244392253447123,0.04076470748527938,0.2894934202206857,-0.02,0.45645372164108816,-3.0,3.0,0.7514497173517048,0.08678889555232909,0.5941973336628332,0.910154399358882,0.7496650747562102,0.08765572475177792,0.5955887922121785,0.9091414363367055,0.7521197235244612,0.08798970912204919,0.5982672832930099,0.9082789796151022,0.1025,0.10789896894780784,0.0,0.5
42,0,0.32249971844617065,0.08747560401613104,0.1382351072991228,0.6388868537296797,-2.5165636262153175,0.40273960389302604,-3.3762128519078023,-1.0192909947275197,0.08889872420222467,0.031794464147604465,0.04271672765237555,0.2725138738799318,-0.00125,0.469039910348789,-4.0,4.0,0.7514297173517049,0.08678843246870926,0.5941973336628332,0.910154399358882,0.7496450747562102,0.08766360759535355,0.5955887922121785,0.9091414363367055,0.7520997235244613,0.08797730110115039,0.5982672832930099,0.9082789796151022,0.088125,0.09984167153548662,0.0,0.5
43,0,0.32249262811489937,0.08744694745886501,0.1382351072991228,0.6388868537296797,-2.5310451125404025,0.4031847111053771,-3.378900318015952,-1.0586206697650153,0.08786119074623806,0.031345869458187216,0.04263181484373985,0.2649974033752398,-0.0375,0.3903123748998999,-3.0,2.0,0.751428467351705,0.08677158161032564,0.5941973336628332,0.910154399358882,0.7496438247562103,0.08768277310639482,0.5955887922121785,0.9091414363367055,0.7520984735244611,0.08795138466955114,0.5982672832930099,0.9082789796151022,0.079375,0.0921127875216031,0.0,0.375
44,0,0.32242349448860885,0.0873984608372803,0.1382351072991228,0.6388868537296797,-2.5212435220455647,0.3962286615674528,-3.378900318015952,-1.1780539377473742,0.08837862668216342,0.030813868325419925,0.04263181484373985,0.24304826096661508,-0.04,0.4496109429273269,-3.0,2.0,0.751390967351705,0.08675564656690875,0.5941973336628332,0.910154399358882,0.7496063247562103,0.08767860981588754,0.5955887922121785,0.9091414363367055,0.7520609735244612,0.08794867113202616,0.5982672832930099,0.9082789796151022,0.08375,0.09237322393421159,0.0,0.5
45,0,0.3223511013904768,0.08736618199781233,0.1382351072991228,0.6388868537296797,-2.512314344438093,0.40714329419977285,-3.4470595708035088,-1.0181987744660823,0.08928830732733442,0.031990756026567986,0.04054810362827074,0.272724621837303,-0.01125,0.46890664049467246,-4.0,3.0,0.7513509673517049,0.08673326094022958,0.5941973336628332,0.909154399358882,0.7495663247562102,0.08767708480712208,0.5955887922121785,0.9092044190463274,0.7520209735244613,0.08795089348811944,0.5982672832930099,0.9082789796151022,0.090625,0.10092347038721965,0.0,0.5
46,0,0.32232977387276507,0.08734834177298925,0.1382351072991228,0.6388868537296797,-2.51872777950894,0.3997578180687298,-3.4470595708035088,-1.0586206697650153,0.08865410616356793,0.03145673656700434,0.04054810362827074,0.2649974033752398,0.0025,0.47433506090104705,-4.0,5.0,0.7513397173517049,0.08673109324414092,0.5921050731477736,0.907154399358882,0.7495550747562102,0.08766489071531955,0.5955887922121785,0.9102044190463274,0.7520097235244613,0.08795464626597621,0.5982672832930099,0.9082789796151022,0.089375,0.10514313161115185,0.0,0.5
47,0,0.3223369847981501,0.08735851382923017,0.1382351072991228,0.6388868537296797,-2.5125270608073995,0.3957116676300437,-3.4470595708035088,-1.1319525850812813,0.08899494382063117,0.031055302463686856,0.04054810362827074,0.25136292889496553,-0.025,0.4548351349665063,-4.0,5.0,0.751342217351705,0.0867320386693363,0.5921050731477736,0.907154399358882,0.7495575747562103,0.08766833844717514,0.5955887922121785,0.9102044190463274,0.7520122235244613,0.08796656832260784,0.5982672832930099,0.9102789796151022,0.090625,0.10111681054602148,0.0,0.75
48,0,0.322288628017262,0.08730743596568948,0.1382351072991228,0.6388868537296797,-2.546157987930952,0.39980589448416903,-3.4470595708035088,-1.133002859767959,0.086732899182635,0.03090245230928816,0.04054810362827074,0.25117128600297256,0.0025,0.4486019950914173,-3.0,3.0,0.7513172173517049,0.0867195637126763,0.5911050731477736,0.907154399358882,0.7495325747562103,0.08767104713865033,0.5955887922121785,0.9102044190463274,0.7519872235244612,0.08795098569500441,0.5982672832930099,0.9122789796151022,0.075,0.09722718241315029,0.0,0.5
49,0,0.322292495389042,0.08729874280091787,0.1382351072991228,0.6388868537296797,-2.516767518443832,0.40536603685205436,-3.3762128519078023,-1.0304544679867962,0.08893478013523008,0.03199549399878388,0.04271672765237555,0.27036604549951304,-0.01625,0.4687599998933356,-4.0,3.0,0.751319717351705,0.08672127642562606,0.5911050731477736,0.907154399358882,0.7495350747562103,0.08765613090482816,0.5955887922121785,0.9102044190463274,0.7519897235244613,0.08796426059797924,0.5982672832930099,0.9122789796151022,0.09,0.10432820807432666,0.0,0.625
