Tick,epoch,Lambda_total_mean,Lambda_total_std,Lambda_total_min,Lambda_total_max,Drive_Raw_mean,Drive_Raw_std,Drive_Raw_min,Drive_Raw_max,p_act_mean,p_act_std,p_act_min,p_act_max,Psi_local_mean,Psi_local_std,Psi_local_min,Psi_local_max,b_i_v_mean,b_i_v_std,b_i_v_min,b_i_v_max,b_i_u_mean,b_i_u_std,b_i_u_min,b_i_u_max,b_i_r_mean,b_i_r_std,b_i_r_min,b_i_r_max,Local_Density_mean,Local_Density_std,Local_Density_min,Local_Density_max
31,0,0.6737504166910255,0.05859948589623343,0.5867787023114004,0.8589028571267923,-0.8565608332358977,0.26749984717186,-1.6011964744447118,-0.028703405676507643,0.3079212031181249,0.05600905106973999,0.1761363129093537,0.497896394801476,-0.235,1.201987936711513,-4.0,5.0,0.7481904602827586,0.08699071108885913,0.5943133520805053,0.9084065986186649,0.7486759727816077,0.08980500539067567,0.5867787023114004,0.9072369367026359,0.7481432085438771,0.08815337875553972,0.5964773010922388,0.9046509969734138,0.3225,0.16049727412015447,0.0,0.75
32,0,0.6735154166910255,0.05855351947295735,0.5867787023114004,0.8589028571267923,-0.8590633332358977,0.26826094387753774,-1.8812095132582538,-0.028703405676507643,0.3074475421427518,0.055605100037442394,0.14092750803753154,0.497896394801476,0.015,1.208211488109594,-4.0,6.0,0.7479554602827586,0.0869375121297874,0.5933133520805053,0.9074065986186649,0.7484409727816076,0.08976699464011345,0.5867787023114004,0.9072369367026359,0.7479082085438771,0.08816714486828459,0.5964773010922388,0.9036509969734138,0.3275,0.16324827717314505,0.0,0.875
33,0,0.6735304166910256,0.05859140420887153,0.5887787023114004,0.8579028571267923,-0.8749408332358977,0.29162975414238784,-2.0797649081805325,-0.005888571492830508,0.3047318632561305,0.059636422398965126,0.11996838591801547,0.5035425827668838,0.055,1.1819369695546373,-6.0,6.0,0.7479704602827586,0.08698129965421889,0.5933133520805053,0.9074065986186649,0.7484559727816077,0.08973355079622071,0.5887787023114004,0.9072369367026359,0.747923208543877,0.08820285986803211,0.5964773010922388,0.9071975426277366,0.3225,0.17359255456384068,0.0,0.875
34,0,0.6735854166910257,0.05850430802039837,0.5887787023114004,0.8559028571267923,-0.9000333332358976,0.29781901815176776,-1.6422649081805325,-0.14127107824390617,0.2998276139201124,0.06048235612102217,0.17053554058717305,0.470093442852471,-0.025,1.1744679646546345,-5.0,5.0,0.7480254602827585,0.08694053006230609,0.5933133520805053,0.909929589468841,0.7485109727816076,0.08974054323345229,0.5887787023114004,0.9052369367026359,0.747978208543877,0.08812040502767188,0.5944773010922388,0.9071975426277366,0.2475,0.15153382460691736,0.0,0.625
35,0,0.6735604166910255,0.05852463472813748,0.5857787023114004,0.8561991485808731,-0.8770083332358977,0.2814029033641869,-1.81698547019091,-0.07477107824390572,0.3040849603054405,0.0578489817117455,0.14839802608801683,0.4865027750565092,0.0,1.3304134695650072,-5.0,6.0,0.7480004602827586,0.0869932983372812,0.5923133520805053,0.910929589468841,0.7484859727816077,0.08980396305853727,0.5857787023114004,0.9052369367026359,0.7479532085438769,0.08813321007736695,0.5944773010922388,0.9071975426277366,0.325,0.17589059099337861,0.0,0.875
36,0,0.6735604166910255,0.05858152090890353,0.5857787023114004,0.8561991485808731,-0.8616958332358976,0.28577900126752703,-1.6422649081805325,-0.07520340567650763,0.3072883596813738,0.05925326038182499,0.17053554058717305,0.4863959242955209,-0.03,1.1353853971229328,-4.0,4.0,0.7480004602827586,0.0869935362827353,0.5903133520805053,0.909929589468841,0.7484859727816077,0.08988836875902573,0.5857787023114004,0.9042369367026359,0.7479532085438769,0.088122877549083,0.5944773010922388,0.9071975426277366,0.295,0.1523462339541086,0.0,0.75
37,0,0.6735304166910256,0.05857233431606934,0.5857787023114004,0.8561991485808731,-0.8627533332358976,0.2746592889758875,-1.6220907956310446,-0.09638857149283098,0.30682475237465917,0.05705290611710322,0.1732675584668145,0.4811622815685541,0.03,1.3206437824031128,-6.0,5.0,0.7479704602827586,0.08692687113123886,0.5913133520805053,0.909929589468841,0.7484559727816077,0.08996271669666914,0.5857787023114004,0.9042369367026359,0.747923208543877,0.08804477778136403,0.5927091530439078,0.9091975426277366,0.325,0.16535945694153692,0.0,0.75
38,0,0.6735604166910255,0.058582294614837854,0.5877787023114004,0.8561991485808731,-0.8910708332358976,0.2921355580673452,-1.6488851907543984,-0.07520340567650763,0.30148908446114026,0.05951968872913148,0.1696470793970961,0.4863959242955209,0.025,1.1442792491345808,-4.0,5.0,0.7480004602827586,0.08692383680395722,0.5913133520805053,0.909929589468841,0.7484859727816077,0.08995024870848395,0.5877787023114004,0.9042369367026359,0.7479532085438769,0.08811549072803969,0.5924773010922388,0.9091975426277366,0.275,0.16417406920704622,0.0,0.75
39,0,0.6735854166910257,0.058540354554154406,0.5887787023114004,0.8561991485808731,-0.8715958332358976,0.2795337428519379,-1.5650313967160843,-0.03388857149283098,0.3051368010727453,0.05784733657838587,0.181196600818864,0.49661338116423975,-0.02,1.0533755265810953,-5.0,5.0,0.7480254602827585,0.08695921641759735,0.5913133520805053,0.9124065986186649,0.7485109727816076,0.08996910267243953,0.5887787023114004,0.9052369367026359,0.747978208543877,0.08802983493078292,0.5890292276327433,0.9091975426277366,0.3225,0.17132753719119412,0.0,0.75
40,0,0.6735654166910255,0.058593785651341095,0.5880292276327433,0.8591991485808731,-0.8573008332358977,0.28850531927742373,-2.0018552611102427,-0.03388857149283098,0.3082574167858399,0.0597407194485328,0.12781818638934786,0.49661338116423975,-0.15,1.0965856099730653,-5.0,4.0,0.7480054602827586,0.08700952315569911,0.5913133520805053,0.9154065986186649,0.7484909727816077,0.0900350893300735,0.5887787023114004,0.9052369367026359,0.747958208543877,0.08805697801999755,0.5880292276327433,0.9116509969734138,0.3,0.15129648046137756,0.0,0.875
41,0,0.6734154166910256,0.05861265074242826,0.5847787023114004,0.8591991485808731,-0.8772758332358976,0.29430768648500377,-1.6276370611333424,-0.0007034056765071739,0.30431189977994644,0.06072357175452056,0.17251277416703734,0.5048259071022425,-0.03,1.2264175471673584,-4.0,5.0,0.7478554602827586,0.08698746366910254,0.5913133520805053,0.9154065986186649,0.7483409727816077,0.09012770682810894,0.5847787023114004,0.9072369367026359,0.747808208543877,0.08804603908790465,0.5870292276327433,0.9116509969734138,0.2975,0.16538780184765742,0.0,0.75
42,0,0.6733854166910256,0.058632990390690656,0.5847787023114004,0.8591991485808731,-0.8577083332358977,0.26825573061858815,-1.59662748463629,-0.06320340567650717,0.3077137194440746,0.05600042118948294,0.17676896335643524,0.48936236234932334,-0.105,1.036327650890393,-5.0,4.0,0.7478254602827586,0.08696268319003296,0.5903133520805053,0.9154065986186649,0.7483109727816077,0.09014141994469399,0.5847787023114004,0.9072369367026359,0.747778208543877,0.0880241418621792,0.5870292276327433,0.9116509969734138,0.29,0.1456451166362951,0.0,0.625
43,0,0.6732804166910256,0.058655460785103156,0.5847787023114004,0.8591991485808731,-0.8784408332358976,0.2805833401450028,-1.760267796428849,-0.0007034056765071739,0.30375019830650307,0.058091407032100535,0.15528923532912559,0.5048259071022425,-0.03,1.2685030547854428,-5.0,6.0,0.7477204602827585,0.08699385998242895,0.5903133520805053,0.9154065986186649,0.7482059727816076,0.0900699278378797,0.5847787023114004,0.9072369367026359,0.7476732085438771,0.08803560542551285,0.5870292276327433,0.9116509969734138,0.28,0.15649480822059242,0.0,0.875
44,0,0.6732504166910256,0.05861861895640627,0.585600395473023,0.8591991485808731,-0.8604358332358976,0.27538327109787036,-1.6331633878243688,-0.0007034056765071739,0.3073360732706934,0.0570178961844427,0.171763494825609,0.5048259071022425,-0.055,1.1840502523119532,-5.0,4.0,0.7476904602827587,0.08702653841118095,0.5903133520805053,0.9154065986186649,0.7481759727816076,0.09005804796983848,0.585600395473023,0.9072369367026359,0.747643208543877,0.08803290388080687,0.5870292276327433,0.9116509969734138,0.3125,0.1583607432414991,0.0,0.75
45,0,0.6731954166910257,0.05854887412555329,0.585600395473023,0.8591991485808731,-0.8844058332358976,0.28521612505390986,-1.9481474390572986,-0.06320340567650717,0.30266116862684844,0.058404801317575354,0.13350794662178947,0.48936236234932334,-0.08,1.2200819644597654,-6.0,5.0,0.7476354602827585,0.08702508536959137,0.5903133520805053,0.9154065986186649,0.7481209727816076,0.09007104080953814,0.585600395473023,0.9082369367026359,0.7475882085438771,0.08795332630632824,0.5870292276327433,0.9116509969734138,0.3,0.1711632992203644,0.0,0.875
46,0,0.6731154166910255,0.058603258417308325,0.5867787023114004,0.8591991485808731,-0.8694133332358976,0.2757813271802099,-1.6103570910037437,-0.02588857149283097,0.3055018344685049,0.05705119511013325,0.1748736516677963,0.49859293639571156,0.02,1.0675204916066015,-4.0,5.0,0.7475554602827585,0.08711422066417557,0.5903133520805053,0.9154065986186649,0.7480409727816076,0.09011435104829345,0.5867787023114004,0.9073465230826847,0.747508208543877,0.08786779293073821,0.5870292276327433,0.9131975426277366,0.305,0.16184483309639514,0.0,0.75
47,0,0.6731354166910256,0.05862174629776962,0.5867787023114004,0.8591991485808731,-0.8749583332358977,0.27905723627122625,-1.649598418107908,-0.13877107824390578,0.30449149066145315,0.056737297688047715,0.16955159958385607,0.47070916986808903,0.0,1.1811011811017718,-4.0,6.0,0.7475754602827586,0.08704756604836414,0.5933133520805053,0.9154065986186649,0.7480609727816077,0.09011319582748457,0.5867787023114004,0.9083465230826847,0.747528208543877,0.08792183271445587,0.5870292276327433,0.9131975426277366,0.3025,0.16505680840244064,0.0,0.75
48,0,0.6731354166910256,0.058609141603918155,0.5857787023114004,0.8591991485808731,-0.8768333332358976,0.27803866234863034,-1.5803851696525077,-0.0007034056765071739,0.30405183081445836,0.057037403750419706,0.17903353012848874,0.5048259071022425,-0.08,1.1677328461596,-5.0,4.0,0.7475754602827586,0.08703516572927887,0.5933133520805053,0.9144065986186649,0.7480609727816077,0.09010934120933166,0.5857787023114004,0.9093465230826847,0.747528208543877,0.08797748836273445,0.5870292276327433,0.9131975426277366,0.29,0.1604485898972004,0.0,0.75
49,0,0.6730554166910255,0.05859031174490022,0.5857787023114004,0.8591991485808731,-0.8634033332358976,0.2842421972062609,-1.7737774597767046,-0.0007034056765071739,0.3069366565987521,0.058334256846507955,0.1536224617177014,0.5048259071022425,-0.03,0.9560857702110203,-4.0,4.0,0.7474954602827586,0.08702867627403428,0.5943133520805053,0.9134065986186649,0.7479809727816077,0.09007795495007287,0.5857787023114004,0.9103465230826847,0.747448208543877,0.08801033415149793,0.5870292276327433,0.9131975426277366,0.32,0.16280740155164936,0.0,0.875
